,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),Source
69,b7a4450930944e7e91689736847033d3,313.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.01500161129770543,,O,Solvent,0.9849983887022947,,1.0221000000000002,0.0018800000000000004,10.1016/j.jct.2016.07.003
70,166f1d68e3894a8caa013ed68c1b4dfe,313.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.01500161129770543,,O,Solvent,0.9849983887022947,,1.0241300000000004,0.0018800000000000004,10.1016/j.jct.2016.07.003
71,7b1545fda3844d939cce1b9b97ec9553,313.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.01500161129770543,,O,Solvent,0.9849983887022947,,1.0261000000000002,0.0018850000000000004,10.1016/j.jct.2016.07.003
72,9e55d32ae05f4e3398132edf149dec45,313.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.01500161129770543,,O,Solvent,0.9849983887022947,,1.0279700000000003,0.0018850000000000004,10.1016/j.jct.2016.07.003
73,0bf4faebb7bf41f8969cd62160bcd11a,313.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.01500161129770543,,O,Solvent,0.9849983887022947,,1.0298800000000004,0.0018900000000000004,10.1016/j.jct.2016.07.003
74,16fb568e0fc94c38b7031eba9a406188,313.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.01500161129770543,,O,Solvent,0.9849983887022947,,1.0316600000000002,0.0018900000000000004,10.1016/j.jct.2016.07.003
75,9fcf48854d8c478ca50b902af8193b83,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.03635,0.0018700000000000006,10.1016/j.jct.2016.07.003
76,e703f3b72cb6465ab38538ccaef9882b,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0389700000000002,0.0018700000000000006,10.1016/j.jct.2016.07.003
77,7e41cd55f69d45bb818c7b7e43e23b6e,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0415600000000003,0.0018700000000000006,10.1016/j.jct.2016.07.003
78,4775aa48aa3f445ab1740cd01b70122e,293.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0439600000000002,0.0018700000000000006,10.1016/j.jct.2016.07.003
