Mixture,Count
CCC(=O)OC | CCCCCCCCCCCCCCC,17
CN1CCCC1=O | c1ccncc1,18
CCCCCCCCCCC | CCCOC(=O)CC,16
NCCOCCO | O,22
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCC(C)C,38
COC(C)=O | CCCCC(=O)OC | CCCCCCCC,57
CC(=O)c1ccccc1 | CCCO,60
COC(C)=O | CCCCCCCCC,19
CCC[N+](=O)[O-] | CCCCCCCCCCCCC,8
CCCCOC | CC#CCCC,6
CCC(=O)OC | BrCCCBr,19
CO | O=CO | [Cd+2].[Cl-].[Cl-],12
CCCOCCC | CC(C)C(C)C,20
CCCCOC(C)=O | Cc1ccccc1C,10
CCCCC(=O)OCC | ClCCCCCl,17
CCCCOCCCC | CCCCCO,19
CCCC(=O)OC | BrCCCCCBr,12
CCc1ccccc1 | ClCCc1ccccc1,12
O | CN(CCO)CCO,10
CC(=O)CC(C)=O | CC(C)CO,42
CCOCCO | CCCCCCCC,59
CCCCCOCCCCC | CCCCCCCCCCCCCCCC,56
C1CCCCC1 | Cc1cccc(C)n1,9
CCCC(=O)O | Cc1ccccc1,21
CCCCC(=O)OCC | BrCCBr,17
CCCCC | CCCCOC=O,34
CCC(C)(C)O | CCCCO,10
Cc1ccccc1N | Cc1ccccn1,18
C1CCCCC1 | C1CCOCC1 | C1CCNCC1,24
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,8
CCCCCCCCCCCC,1
CCCCOC=O | BrCCBr,13
CC(C)O | CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,87
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,28
CCCCOC(C)=O | Cc1cccc(C)c1,10
c1ccccc1 | ClCCc1ccccc1,11
CCCCCC(=O)O | CS(C)=O,66
O | CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,8
C=CCCCC | CCCCOC,9
CC(C)CC(C)(C)C,2
COC=O | CO,21
COC(C)=O | CCCCCCCC,16
C1COCCO1 | O=CO | [Cl-].[Cl-].[Zn+2],21
CNc1ccccc1 | CCCCCCCC,9
Cn1ccnc1 | CCO,11
CC(C)(C)O | COC(C)=O,34
CCn1cc[n+](C)c1.F[B-](F)(F)F | Cc1ccccn1,18
CCOC(C)=O | ClCCCCCl,19
Cc1ccccc1N | Cc1cccnc1,17
COC(C)(C)C | CCCCCCCCCC,20
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCCCC,13
CCCCOCCCC | CCCCCCCCCCO,19
C1CCOCC1 | CCCCCC,14
CCO | CC(=O)O,1
C1COCCO1 | O=CO | [Cd+2].[Cl-].[Cl-],10
CCCCOCCCC | CC1CCCCC1,38
CCCCCO | C1CCCCC1,47
C1COCO1 | O=C1CCCC1,9
CCCCCO | CC(C)CC(C)(C)C,51
CN(C)CCN(C)CCO | O,6
CC#N | CCCCOCCCC,78
CS(C)=O | OCc1ccccc1,17
CC#N | CCCCCOCCC,80
C1CCCCC1,17
CCCCCCCCCCCCC | CCCCOC(=O)CC,16
CCCCOC=O | ClCCCl,32
CCCOC=O | ClCCCCCl,15
BrCCBr | CCOC=O,18
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,8
CCOC(=O)C(=O)OCC | CC(C)O,76
CCCCC(=O)OC | BrCCCCCBr,14
C=CCCCCCC | CCCO,9
CCOC=O | CCCCCCC,32
CCCCCCC | CCO,24
ClC(Cl)(Cl)Cl | CCCCCCCC,8
COC(C)=O | BrCCCCCBr,15
COP(=O)(OC)OC | CCCO,18
C1CCOC1 | CCCCCCCCCC,19
OCC(O)CO | O,9
CCOC(=O)CC(=O)OCC | CCCCCCC,114
ClC(Cl)Cl | Nc1ccccc1,14
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | c1ccccc1,12
CCO | c1ccncc1 | [Ca+2].[Cl-].[Cl-],24
CCCCOCCCC | C1CCOC1,21
CCCCCCCl | CC(=O)N(C)C,23
CC(=O)CC(C)C | CCCO,10
CCCC(=O)OCC | ClCCCCCCCl,15
CN(C)C=O | CCCNCCC,19
BrCCCCBr | CCCCOC(C)=O,15
CCCCCCC(C)=O | CCCCCCCCCCCCCCCC,55
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,9
CCCC(=O)OCC | BrCCCCCBr,17
CCCCCCC | CCCOC(C)=O,15
CCCCCCCCC,1
CCCC(C)=O | O,42
CCCCCCCCCCCCC | CCCCCOC(=O)CC,17
CCO | CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
CCCCO | CCCCCC | CCCCN(CCCC)CCCC,107
CCCOC=O | ClCCCCCCCl,14
CCCCOCCCC | CCCCCCC,38
CC#N | CCCCCCCO,51
CCCCOC(C)=O | CCCCCCC,18
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | Cc1ccccc1,12
C1CCOCC1 | Cc1ccccc1,14
CC(=O)c1ccccc1 | CC(C)O,60
CCOC(C)=O | CCCCC(=O)OCC,15
CCOC(=O)C(=O)OCC | CO,75
COC(C)=O | CCCCCCCCCCCCC,17
CCC(C)(C)O | CCCCCO,10
OCC(F)(F)F | O,33
CS(C)=O | OCCCc1ccccc1,17
CCCOC(C)=O | CCCCC,15
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCC,19
CN1CCCC1=O | CC(Cl)(Cl)Cl,20
Cc1ccc(C)cc1 | C1COCCO1,16
CCOC(C)(C)C | CC#N,9
C=CCCCC | CCCCCCCCCCCCCC,19
COC(=O)OC | CCOC(=O)c1ccccc1,19
O | CC(C)O,45
C1CCOCC1 | O=C1CCCCC1,35
CS(C)=O | ClC(Cl)=C(Cl)Cl,16
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | COCCOCCO,14
CCCCO | CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,36
CCC[N+](=O)[O-] | CCCCCCCCCCCCCC,8
CC(=O)OCCO | CC(=O)OCCOC(C)=O,7
BrCCCBr | CCOC(=O)CC,18
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],9
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,8
COC(C)=O | CCCCCCCCCCCCCCCCC,19
c1ccccc1 | CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,70
CCCC(C)=O | CCN(CC)CC,9
CCCc1ccccc1 | ClCc1ccccc1,12
CCCCc1ccccc1 | ClCc1ccccc1,14
C1CCCC1 | CCCCCCO,11
CCOC(=O)CC(=O)OCC | CO,76
CC(=O)CC(C)C | CCCCO,10
CCCC(C)=O | CCCNCCC,9
CCOC(C)(C)C | CCC#N,9
BrCCCCCCBr | CCCCOC(=O)CC,14
CN1CCCC1=O | O=C1CCCCC1,16
BrCBr | OC1=NCCC1,11
COC=O | ClCCCCCCCl,14
CCCCOC=O | BrCCCCCCBr,12
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCCCO,12
COCOC | CCCCCC,13
COC=O | BrCCCCCBr,14
CCCOC=O | ClCCCl,16
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,9
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCCCC,19
OCc1ccccc1 | CCO,10
CCCCOC(C)=O | CCCCCCCCCCCCCCC,18
CN1CCOCC1 | O,12
CC(=O)N(C)C | CCCCCCN,19
CCOCCO | C1CCCCC1,58
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,12
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | c1ccsc1,38
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | COCCO,16
CCCOC(C)=O | C#CCCCC,11
ClCCCCl | CCCOC=O,13
CC(=O)O | OCCO,38
CCCCC(=O)OCC | ClCCCCCCl,17
CC(=O)OC(C)=O,3
CS(C)=O | CCCO,68
COC(C)=O | CCCCCCCCCCC,19
CCCCCOC=O | ClCCCCCCCl,14
CCCC(=O)OC | BrCCBr,14
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCC(C)=O,13
CCOC(C)=O | CCCCCCCC,53
CCOC(=O)C(C)C | CCO,22
CCCCCCC | CCN(CC)CCN,13
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2 | CCCO,44
CNc1ccccc1 | C1CCCCC1,9
CCCC(=O)OCC | BrCCBr,18
BrCCBr | CCCCOC(C)=O,13
CCOC(=O)CC(=O)OCC | CCO,76
c1ccccc1 | Cc1ccccc1,3
CCCCC(=O)OC | CC(C)CC(C)(C)C,18
CC(=O)CC(C)=O | CCCCO,42
ClCCCCCCl | CCCOC=O,14
C1COCCO1,12
CCCCOCCCC | Cc1ccccc1,38
CCCCOCCCC | CCC(C)(C)C,20
COC(=O)OC | CCCCCC,17
Cc1ccccc1Cl | C1CCOCC1,15
O=C1CCCC1 | CCCCCCCCC,16
C1COCCO1 | Cc1cccc(C)c1,16
c1ccccc1 | CCCCCCC,3
CCO | c1ccncc1 | [Cl-].[Cl-].[Zn+2],12
CC(C)O | C1CCCCC1,9
CC(C)(C)O | CCCCOC(=O)CC,31
CCCCOP(=O)(OCCCC)OCCCC | CCO,22
CCn1cc[n+](C)c1.F[B-](F)(F)F | Cc1ccncc1,18
CC(C)O | CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,32
CC(C)O,1
CN1CCCC1=O | CCC(C)=O,15
CCOC(C)=O | CCCCCC,52
Cc1cccc(C)n1 | CCCCCCC,13
CN1CCCC1=O | Cc1ccccc1,14
CCOC(=O)C(C)C | CO,22
CCCCC(=O)OC | BrCCCCCCBr,13
O=[N+]([O-])c1ccccc1 | CCCCCCCCCC,4
CCCCCO | CCCCCCCCCC,19
COC(C)(C)C | CCCO | CCCCCCCCC,44
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | O,42
CCCC(=O)OC | BrCCCCCCBr,12
CC(C)OC(C)C | CC(C)CC(C)(C)C,19
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,7
CC(=O)c1ccccc1 | CO,36
CC(=O)CC(C)=O | CCCCCCC,41
COC=O | ClCCCCCl,13
CCCCCCCCCC(=O)OC | CCCCCC,19
CCOC(=O)OCC | CCO,15
OCc1ccccc1 | CCCO,9
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,59
C1COCCO1 | Cc1ccccc1N | Cc1ccccc1,33
CCCCC(=O)OC | BrCCCCBr,13
CCCCOP(=O)(OCCCC)OCCCC | CO,15
CS(C)=O | ClC(Cl)C(Cl)Cl,21
CCCCOCCCC | CC(C)C(C)C,20
CCCO | CC(C)CC(C)(C)C,51
Cc1ccccc1 | Clc1ccccc1,10
CCOC=O | ClCCCCCl,15
CC(=O)OCCO | O,7
CCCc1ccccc1 | Clc1ccccc1,11
CCCCc1ccccc1 | Clc1ccccc1,11
CCCC(=O)OCC | ClCCCl,17
CCCCCCCCCC(=O)OC | CCCCCCCCCCCCCCCC,19
COC(=O)OC | CCCCCCCC,17
C1CCOCC1 | C1CCCCC1,14
CCCCCOC=O | ClCCCCCl,14
BrCCBr | CCOC(C)=O,17
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2 | CCCCO,44
CCCCc1ccccc1 | ClCCCc1ccccc1,12
O | OCCNCCO,17
CCCCCO | CCCCCCC,38
CCCCOCCCC | CCCCO | CCCCCCC,72
OC1=NCCC1 | CCCCO,14
C1COCCO1 | CCCC(C)=O,17
CCCCOC=O | CCCCCC,29
CCOC(=O)CC(=O)OCC | CCCO,74
COC(=O)OC | Cc1ccc(C)cc1,19
CCCCn1cc[n+](C)c1.N#C[N-]C#N | O,24
COC(C)=O | CCCC(=O)OC | CC(C)CC(C)(C)C,65
CC(=O)c1ccccc1 | CCO,48
CC(=O)N(C)C | CCCNCCC,20
CCCCCCCCCC(=O)OC | CCCCCCCC,19
C=CCCCCCC | CCCCCCCCO,9
Cn1ccnc1 | CCCO,11
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,9
COC(C)(C)C | CCCCO | CCCCCCCC,45
CCOCCOCCOCCO | OCc1ccccc1,17
BrCCCCBr | CCCCOC(=O)CCC,12
CCCCCOC(C)=O | CCCCCCCCCCCCC,19
CCCCC(=O)OCC | BrCCCCCBr,16
ClCCCl | CCCOC(C)=O,13
Cc1cccc(C)n1 | CO,12
COC(C)(C)C | CCCO,19
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | c1ccccc1,39
c1cc[nH]c1 | c1ccccc1,74
Clc1ccccc1 | ClCc1ccccc1,11
CCCCCC | CCCCN(CCCC)CCCC,19
ClCCCCl | CCCOC(=O)CCC,13
CC(C)OC(C)C | c1ccccc1 | Cc1ccccc1,40
C1CCNCC1 | C1COCCO1,9
CCO | C1CCOCC1 | CCCO,57
CCCCCCCCC | CCCCCOC(=O)CC,17
Cc1ccccc1N | CCCCCC,14
CCCCOC=O | CCCCCCCC,30
CCCCC(=O)OC | COC=O,18
COC=O | ClCCCl,15
CS(C)=O | CCc1ccccc1,12
CC(=O)CC(C)C | CO,12
CNc1ccccc1 | Cc1ccccc1,9
COC(C)(C)C | CCCCCCCCCC | CCCO,44
CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N | O,24
C1CCCCC1 | CCCCO,19
CCCCCCC | CCCO,16
BrCCCCCBr | CCCCOC(=O)CCC,14
CNc1ccccc1 | CCCCCCC,9
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | C1CCCCC1,19
CC(C)(C)O | CCOC(=O)CC,30
c1ccncc1,1
CC(C)OC(C)C | Cc1cccc(C)c1,11
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,16
O | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],9
CCCO | CC(=O)O,22
O=[N+]([O-])c1ccccc1 | CCCCCCCCCCCC,6
CCOC=O | ClCCCl,16
CCCC(=O)OCC | BrCCCCCCBr,18
CO | CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
COC=O | BrCCBr,14
CCO | CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,78
Cc1cncc(C)c1 | CCCCCCC,11
COP(=O)(OC)OC | CO,18
CC(=O)CC(C)=O | CCO,60
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CC1CCCCC1,11
CCCCCOC=O | ClCCCl,15
CCCCCOC(C)=O | CCCCCCCCC,16
CCO | CCCO | C1COCCO1,57
ClCCCCCCCl | CCCOC(=O)CC,13
CCCOC=O | ClCCCCCCl,15
BrCCCCCCBr | CCOC(=O)CC,16
O | CC(=O)C(C)=O,66
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,44
OCCN1CCNCC1 | O,36
CCCOC=O | CCCCCC,27
CCCCOCCCC | OCc1ccccc1,17
BrCBr | CS(C)=O,11
C1CCOCC1 | Cc1ccccc1C,14
CS(C)=O | ClC=C(Cl)Cl,14
CCN(CC)CCCN | CCCCCC,16
CCO | CC(=O)OC(C)=O | CC(=O)O,19
CN1CCCC1=O | C1CCCCC1,14
CS(C)=O | CC(=O)CC(C)C,16
C1CCOCC1 | CCCCO,33
CCCCCCCCCC,2
CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC | O,18
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C | CCCCCCC,1
CC(=O)CC(C)C | CCO,10
CNc1ccccc1 | CCCCCCCCCC,9
COCOC | C1CCCCC1,16
CCO | CCCCCCCCC,15
CCCCC(=O)OCC | ClCCCCCCCl,17
CS(C)=O | COCCOC,17
Cc1cccnc1 | CO,10
C1COCO1 | CCCC(C)=O,17
CCCCCCO | CCCCCCCC(=O)O,51
NCCNCCN | O,20
CCCCCCCC,4
CCCCCOC(C)=O | CCCCCCCCCCCCCCCCC,15
CCCOCCC | CCCCOCCCC,20
c1ccncc1 | O,37
ClCCCCCCl | CCCOC(=O)CCC,14
CCn1cc[n+](C)c1.COP(=O)([O-])OC | O,10
CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1 | O,24
Cn1ccnc1 | CC(C)O,12
CCCCc1ccccc1 | ClCCc1ccccc1,15
CCCC(=O)OC | CCCCCCCC,16
COC(C)=O | BrCCCCCCBr,15
CCCOC=O | CCCCCCCC,32
COC=O | ClCCCCCCl,15
CS(C)=O | CCCCCCCCO,17
CCCCCC | FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,19
Cc1ccccc1Cl | C1COCCO1,18
CCO | CCCCCCCC,20
CCCCBr | CCCCCCCCO,13
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1 | CCCCCCC,1
CCCCCCCCCC | CCCOC=O,33
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
CC(C)OC(C)C | Cc1ccccc1,10
CO | O=CO | Cl.N,20
Cc1cccc(O)c1 | CCO,4
CC(C)OC(C)C | CCCCCCC,12
CCCO | CCCCOCCCC,38
CCCCCCCC | Cc1cccc(C)n1,9
CCCCCOC=O | ClCCCCCCl,14
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CO,41
NCCCNCCCN | O,18
Cc1ccccc1 | ClCCCc1ccccc1,15
CCCCCCCCCCC | CCCCOC(=O)CC,18
CC#N | CCCCOCC(C)C,40
CS(C)=O | CO,18
CC#N | CCCCCCCCCO,60
CCCCCCCCC(C)=O | CCCCCCCCCCCCCC,60
CCCO | CCCCCCC,60
BrCBr | CC(C)=O,10
CCCCO | CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,72
CCCC(=O)OC | CC(C)(C)O,35
CCCOC(C)=O | CCC#CCC,9
C=CCCCC | CCCCCCCC,19
CCCCCCO | CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7
CCO | CC(=O)O | CCOC(C)=O,19
CCCOC(C)=O | CCCCCCCCC,30
COC(C)(C)C | CCCCCO | CCCCCCCCCC,53
CCCCOP(=O)(OCCCC)OCCCC | CCCO,16
CN1CCCC1=O | CCCCCl,23
C1CCCC1 | CCCCO,11
CCCCC(=O)OC | BrCCCBr,12
NCCNCCNCCN | O,20
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCCC,19
CCCCC | CCOC=O,35
C1CCOCC1 | CCCCCCC,14
CCCCOCCCC | CCCO,21
O | CC/C=C\CCO,32
CCC#N | ClC(Cl)(Cl)Cl,14
CC(C)OC(C)C | CC(C)CO,17
CCCCO | c1ccccc1,51
CCCCCCCCCC | CCOC=O,31
CN1CCCCC1 | CO,12
CCCCCCCCC | CCOC(=O)CC,17
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],9
CC(=O)CC(C)=O | CO,57
ClCCCCCl | CCCOC=O,13
C1CCOCC1 | Cc1cccc(C)c1,14
CS(C)=O | C1CCOCC1,17
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCO,55
C1CCCCC1 | CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,68
OC1=NCCC1 | CCO,14
C#CCCCC | COC(C)(C)C,10
C1COCCO1 | O=CO,22
CS(C)=O | CCO,17
CCCCCCCCCCCCCCCC,1
CCC(=O)OC | CCCCCCC,19
CCOC(=O)CC(=O)OCC | CC(C)O,76
CCCCC | CCCOC=O,37
C1CCNCC1 | O,18
CC(=O)N(C)C | CCCCCl,23
COC(C)(C)C | CCO | CCCCCCCCC,40
c1cc[nH]c1 | C1CCCCC1,64
Cc1ccccc1 | ClCCc1ccccc1,16
CCCc1ccccc1 | ClCCc1ccccc1,16
CCCO | CCCOC(C)=O,21
Cc1ccccc1 | CCOC(C)(C)C,40
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCC(C)=O,12
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | Cc1ccccc1,14
OCCOCCOCCO | O,9
CCC(C)(C)O | CCCO,10
C1CCOCC1 | CCCCCCCCCC,9
CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,15
CCCCCCCCCCCCCCC | CCOC(=O)CC,18
COC=O | CCCCCC,17
COC(=O)CC(C)=O | CCCO,52
C=CCCCC | CC(C)C(C)C,19
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,9
CC(C)=O | CCN(CC)CC,9
Cc1ccccc1N | C1CCCCC1,14
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CS(C)=O,17
CCN(CC)CC | CCCCCC,20
CC#N | ClC(Cl)(Cl)Cl,14
CCOC(=O)CC(C)=O | CCO,39
C=CCCCCCC | CCCCCCCCCCO,9
CC(C)=O | Nc1ccccc1,10
CC(C)=O | CNc1ccccc1,9
Cc1ccccc1N | c1ccncc1,18
CCOC=O | ClCCCCCCl,15
COC=O | CCCCCCCCC,20
c1cc[nH]c1 | CCCCCO,41
CCOC=O | CCCCCC,28
CCCCCOC(C)=O | CCCCCCCCCCC,16
CCCCOC=O | BrCCCCBr,13
CC(C)=O | CCCCNCCCC,9
CCCCOCCCC | CCCCO,141
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,11
CCO | CCOC(C)=O,20
CC#N | c1ccccc1,11
C1CCOCC1 | CCCC(C)=O,17
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCCCC,9
C1COCCO1 | O=C1CCCCCC1,18
CCCCCCCC | C1CCCCC1,16
CCCCCCCCCCC | CCCCCOC(=O)CC,16
CCOC=O | CCCCCCCCC,35
CCN(CC)CCO | O,25
CC(C)(C)O | CCCOC(C)=O,36
CCCCn1cc[n+](C)c1C.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,18
CCCCOC=O | ClCCCCl,32
CCCC(=O)OCC | ClCCCCl,16
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CCO,5
CCCCn1cc[n+](C)c1C.F[B-](F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,18
COC=O | CCCCCCCC,36
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCOCCO,16
CC(C)OC(C)C | CCC(C)CC,19
CCCCOC(C)=O | c1ccccc1,10
c1ccncc1 | [Cd+2].[Cl-].[Cl-] | O,18
COC(C)=O | CCCCCCCCCCCCCCC,19
Cc1cnccn1 | C1CCCCC1,9
CCCCOCCCC | CCC#CCC,8
CC#N | CCCCCCCCO,51
COC(C)(C)C | CCCCCCCCC,20
CCN(CC)CCCN | C1CCCCC1,19
OCc1ccccc1 | CO,11
CCC(C)=O | Nc1ccccc1,10
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCCCO,19
C=CCCCC | CCC(C)(C)C,19
CCCCOC(C)=O | CCCCCCCCC,16
CCOC=O | CCCCCCCC,31
CCCC(=O)OC | CC(C)CC(C)(C)C,17
CCC(=O)OC | CCCCCCCCC,18
CCCCCC,9
C1CCCC1 | CCCCCCCCCO,10
Cc1ccccc1 | CCCCCCC,206
c1cc[nH]c1 | c1ccncc1,38
CCC(C)=O | CCCCNCCCC,9
CS(C)=O | C1COCO1,17
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | COCCOCCOC,14
C1COCCO1 | CCCCCC(C)=O,17
C1CCOC1 | OCC(F)(F)F,33
OCCO | O,13
COC(C)=O | CCCCC(=O)OC | CC(C)CC(C)(C)C,57
CC(=O)CC(C)=O | CCCO,42
ClCCCCCl | CCCOC(=O)CCC,12
Cc1ccncc1 | CO,10
BrCBr | CC#N,8
C1CCOCC1 | C1COCCN1,9
BrCCCCBr | CCOC=O,19
BrCCCCBr | CCOC(C)=O,16
CCOC(=O)OCC | CCCCCCCCO,15
CCOC(C)=O | CCCCCCCCCC,53
CCCCC(=O)OCC | BrCCCCCCBr,16
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CC(C)=O,13
OCCOCCOCCO | OCc1ccccc1,17
CC(C)OC(C)C | c1ccccc1 | CCCCCCC,24
CC(C)OC(C)C | C=C(C)C=O,10
CCCOC(C)=O | CCCCCCCCCCCCCCCCC,19
OCC(F)(F)F | CCO,29
O,3
CCCCOC=O | CCCCCCC,30
CN1CCN(C)CC1 | O,36
CC(=O)c1ccccc1 | CCCCCC,39
CC(=O)OCCOC(C)=O | O,15
CCCCO | CCCCN(CCCC)CCCC,21
Cc1ccc(C)cc1 | C1COCCO1 | Cc1ccccc1N,30
CN1CCOCC1 | CO,10
CN(C)C=O | ClCCCCCCCl,23
C=CCCCC | CCC(C)CC,19
c1ccncc1 | Cl.N | O,18
Cc1ccccc1N | Cc1ccccc1C,14
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | Cc1ccccc1,37
COC(=O)OC | Cc1ccccc1C,19
CCn1cc[n+](C)c1.F[B-](F)(F)F | c1ccncc1,18
CCCCC(=O)OCC | BrCCCCBr,14
CO | O=CO | [Cl-].[Na+],11
COC(C)(C)CC(C)(C)C | CO,10
OCC(F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,24
C=C(C)[C@H]1CC=C(C)CC1,1
CCCCCCCCCCC | CCOC(=O)CC,17
COCCOC | OCc1ccccc1,17
COC(=O)OC,5
COC(=O)OC | Cc1cccc(C)c1,19
C1CCCCC1 | C1CCOCC1,18
CC(=O)O | CCOC(C)=O,2
CS(C)=O | CCOCCOCC,17
BrCCCCCBr | CCOC=O,18
OC1=NCCC1 | CCCO,14
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCCO,37
C[N+](=O)[O-] | CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,10
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCC,19
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],10
CCOCCO | OCc1ccccc1,17
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],9
ClC(Cl)(Cl)Cl | CCCCCC,11
CC(=O)c1ccccc1 | O,55
Cc1ccccc1N | CCCCCCC,14
CCO | c1ccncc1,12
ClCCCCCCCl | CCCOC=O,13
CN1CCCC1=O | CC(=O)CC(C)C,14
CCC(=O)OC | BrCCCCCBr,18
CCCCCCCCCC(=O)OC,6
CCOC(C)=O | CCCCCCC,34
