Mixture,Count
CCCCOC(C)=O | Cc1ccccc1,11
CCCCCOCCCCC | CCCCCCCCCCCC,59
OCc1ccccc1 | CCCCO,9
CCC(=O)OC | CCCCCCCCCCC,19
CCCCCCCC | C1CCCCC1,16
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | c1ccccc1,25
c1ccccc1 | C1CCCCC1,314
CCCCCCCC | Cc1cccc(C)n1,9
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
CCCC#N | c1ccccc1,16
CCCCCCCC | CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,13
CO | CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
CS(C)=O | C1CCOC1,17
CCCCCC | CCCCN(CCCC)CCCC,19
CCCCCCCCCCC | CCCOC(=O)CC,16
CCCC(C)=O | O,42
BrCCCCCBr | CCOC(C)=O,19
O=S(=O)([O-])O.[K+] | O=S(=O)([O-])O.[Na+],7
CC(=O)c1ccccc1 | CCO,96
Cc1ccccc1Cl | C1CCOCC1,15
CCn1cc[n+](C)c1.F[B-](F)(F)F | c1ccncc1,18
COCCOC | OCc1ccccc1,17
OCCOCCOCCOCCO | CCO,17
COC | C=CC,19
CN1CCCC1=O | ClCCCCCl,23
CCn1cc[n+](C)c1.F[B-](F)(F)F | OC1=NCCC1 | c1ccncc1,32
CCOC(=O)CC(=O)OCC | CCCO,74
CC(=O)CC(C)C | CCCCCO,11
CC(=O)N(C)C | CCCNCCC,20
CCOC(=O)CC(=O)OCC | CCO,76
CCC(C)=O | CCN(CC)CC,9
CN(C)CCO | CC(C)O,69
COC=O | ClCCCCCCCl,14
CCO | CCN(CC)CC | CCCCCC,104
CN(C)C=O | CCCCCCCl,23
CCn1cc[n+](C)c1.F[B-](F)(F)F | Cc1ccncc1,18
CCCCCCC | CCCCOC(=O)CC,18
CCCCOCCCC | CCCCCCO,20
COC(C)=O | BrCCCCCCBr,15
c1ccncc1 | O,37
CCCCCCCCCCC | CCCCCOC(=O)CC,16
BrCCCBr | CCOC(=O)CC,18
CCCO | CCCOC(C)=O,21
CCCCCCC,18
OCCN1CCNCC1 | O,36
CCCCOC | CC#CCCC,6
Cn1ccnc1 | CCCO,11
C1CCCCC1 | Cc1cncc(C)c1,9
Cc1ccccc1O | CCO,4
CCn1cc[n+](C)c1.F[B-](F)(F)F | OC1=NCCC1 | O,32
CCCO | CCCCOCCCC,38
CCOC(C)=O | CCC(C)=O,27
CCCOCCC | CCCCOCCCC,20
CN1CCCC1=O | CC(=O)CC(C)C,14
C[C@@H](O)c1ccccc1 | C[C@H](O)c1ccccc1,42
CC(=O)O | CCOC(C)=O,2
CCOC(C)=O | CCCCCCCCC,37
CCCCO | CCC(C)=O,11
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CS(C)=O,17
CCCCO | C1CCCCC1,19
O | CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,33
CS(C)=O | OCCc1ccccc1,17
CCCOC(=O)CC | CCCCCCCCCCCCC,17
CCO | CCCCCCCCCC,15
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2 | CCCCO,44
CCn1cc[n+](C)c1.F[B-](F)(F)F | CN1CCCC1=O | c1ccncc1,32
CCCCOC=O | ClCCCCCCCl,32
CS(C)=O | CCCCCCCCCCO,17
CCCCOC=O | ClCCCl,32
CCCCCC | CCCCCCCCN(CCCCCCCC)CCCCCCCC,28
CCCCCCCCCCCC,1
BrCCCCCBr | CCOC(=O)CC,18
CCO | c1ccncc1 | [Cl-].[Cl-].[Zn+2],12
CNc1ccccc1 | CCCCCCCCCC,9
CC(=O)N(C)C | CCCCCC,40
C1CCOCC1 | O=C1CCCC1,17
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCCCC,19
BrCCCBr | CCCCOC(=O)CC,13
c1ccccc1 | CCO,35
CCCO | CC1CCCCC1,37
C1CCOCC1 | C1COCCO1,9
CCCCCO | CCCCCCC,38
CCCOC(C)=O | CCCCC,15
CC#N | CCCCCCCO,51
CCCCOP(=O)(OCCCC)OCCCC | CCCCO,21
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | Cc1ccccc1,37
CCCCC(=O)OCC | ClCCCCCCCl,17
CCCCCOC=O | ClCCCCCCCl,14
CCCCO | CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
Cn1ccnc1 | O,12
C1COCCO1 | CCCCCCCC | C1CCCCC1,97
C1CCCCC1 | CCOC(C)(C)C,38
CCCCCC(C)=O | CCCCNCCCC,9
c1cc[nH]c1 | CCCCCO,41
ClCCCCl | CCCOC(=O)CC,12
CC1CCCCC1 | CN(C)C=O,17
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2 | CC(C)O,44
COC(C)(C)C | CCCCCCCCCC | CCCO,44
O=Cc1ccccc1 | CCCO,12
CC(=O)c1ccccc1 | CO,72
CC(=O)CC(C)=O | CCCCCCC,41
Cc1ccccc1 | ClCc1ccccc1,12
CC(=O)CC(C)=O | CCO,120
CC(=O)N(C)C | Cc1ccccc1,40
CS(C)=O | CC(=O)CC(C)C,16
CCCCO | CC(C)CC(C)(C)C,32
BrCCCCCBr | CCCCOC(=O)CC,13
CCCCC(=O)OC | CCCCCCCC,19
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7
CCO | CC(=O)OC(C)=O | CCOC(C)=O,19
CCCOCCC | CC(C)C(C)C,20
COC(C)=O | CCCCCCCCCCCCCCC,19
CCOC(C)=O | CCCCCCC,34
CCOC(C)=O | CCO,27
C1COCCO1 | O=CO | [Ca+2].[Cl-].[Cl-],22
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C | CCCCCCC,1
CC(=O)N(C)C | C=CCCCCCC,19
CCOC(=O)CC(=O)OCC | CO,76
Cc1cccnc1 | O,12
CS(C)=O | C1COCCO1,17
CCCOC(C)=O | CCCCCCCCCC,44
C1COCCN1 | C1COCCO1,9
C1CCCCC1 | C1CCOCC1 | C1COCCO1,27
C1CCCC1 | CCCCCCCCO,10
CCOC(=O)C(C)C | CO,22
CCCCOC(C)=O | CCCCCCCCCCCCCCCCC,19
Cc1cnccn1 | Cc1ccccc1,8
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | c1ccccc1,39
CCCCCCO | CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
CCCCCC(=O)CC | CCCCCCCCCCCC,57
CCCCCCCCC | CCOC(=O)CC,17
CCCCOCCCC | CC(C)C(C)C,20
C1CCOCC1 | Cc1ccccc1N,14
CCCCC(=O)OCC | BrCCBr,17
CCCCC#N | c1ccccc1,17
COC=O | BrCCBr,14
C1CCCCC1 | CCOC(C)OCC,19
COC(C)(C)CC(C)(C)C | CO,10
CC(C)(C)O | CCCOC=O,34
BrCBr | OC1=NCCC1,11
CCn1cc[n+](C)c1.COP(=O)([O-])OC | CCO,9
CCC(C)=O | CNc1ccccc1,9
c1cc[nH]c1 | c1ccccc1,74
COc1ccccc1O | CCO,5
BrCBr | CCC(C)=O,9
CCOC(C)=O | ClCCCCCCCl,14
CCCc1ccccc1 | ClCc1ccccc1,12
CC(C)=O | CCCCNCCCC,9
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCOCCO,17
CCOC(=O)CC(=O)OCC | CCOC(C)=O,114
COC=O | ClCCCl,15
CO | O=CO | [Cl-].[Na+],11
C1COCCO1 | O=CO | [Cl-].[Cl-].[Zn+2],21
CCCCCC(C)=O | Nc1ccccc1,14
Cc1ccccc1Cl | C1COCCO1,18
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],10
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,8
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F | O,13
CCCC(=O)OCC | ClCCCCl,16
CCCCCOCCCCC | CCCCCCCCCCCCCCCC,56
O | OCCNCCO,17
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,12
CCCCOP(=O)(OCCCC)OCCCC | CCO,22
CCC(=O)OC | BrCCCCCCBr,15
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCC(C)C,38
ClC(Cl)(Cl)Cl | CCCCCCCC,8
CCOCCOCCOCCO | OCc1ccccc1,17
COC(=O)OC | CCCCCCCCCC,19
CCCCCCCCC | CCCCOC(=O)CC,17
CS(C)=O | CCc1ccccc1,12
CCCCOC=O | BrCCBr,13
CCOC(=O)CC(=O)OCC | CCCCO,113
CCOC(C)(C)CC | CCC#N,9
COC(=O)OC | CCO,93
C=CCCCCCC | CCCCCCCCO,9
CC(=O)c1ccccc1 | CC(C)CO,65
BrCBr | c1ccncc1,11
CC(C)(C)O | CCCOC(=O)CCC,36
ClCCCCCCCl | CCCOC(C)=O,15
C1CCCCC1 | Cc1cccc(C)n1,9
CC(C)OC(C)C | c1ccccc1 | CCCCCCC,24
CN1CCNCC1 | O,51
CCO | c1ccncc1 | [Cd+2].[Cl-].[Cl-],20
COC(C)=O | BrCCCCCBr,15
CCO | CC(=O)O,15
CCC(C)=O,1
CC(=O)c1ccccc1 | O,55
CCOCCOCCO | OCc1ccccc1,17
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | c1ccccc1,14
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CC1CCCCC1,11
OCCOCCO | O,17
C1CCOCC1 | c1ccccc1,14
CCOC(C)=O | CCCCCCCCCCC,17
C1CCOCC1 | c1ccncc1,18
CCCC(C)=O | CCCCNCCCC,9
CC(=O)O | OCCO,38
CC#N | CCCCCCCCCCO,59
CCOC=O | ClCCCCCCl,15
CCOC(C)=O | CCCCCCCCCCCCCCC,18
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | CCCO,39
CS(C)=O | CCC(C)=O,15
BrCBr | C1CCOC1,10
C1CCOCC1 | C1CCNCC1,9
O | CC/C=C\CCO,32
CCCC(=O)OCC | BrCCCCCBr,17
CCC[N+](=O)[O-] | CCCCCCCCCCCCCC,8
COC(=O)OC | Cc1ccccc1C,36
CCCO | Cc1ccccc1,38
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],9
CCCCCOC(C)=O | CCCCCCC,18
C1CCOCC1 | Cc1cccc(C)c1,14
COC=O | CO,21
[Fe] | [Pd],2
CCCCCOC=O | ClCCCl,15
CCCCC(C)=O | O,36
CCCC(=O)OC | CC(C)CC(C)(C)C,17
C[C@@H](NCc1ccccc1)c1ccccc1 | C[C@H](NCc1ccccc1)c1ccccc1,12
C1COCCO1 | Cc1cccc(C)c1,16
COC(C)=O | BrCCCCBr,16
CCCCOCCCC | CCCO,21
CCCCn1cc[n+](C)c1.N#C[N-]C#N | O,24
CC(=O)OCCO | O,7
OCC(F)(F)F | CO,25
CC(=O)c1ccccc1 | CCCCCO,65
BrCCCCBr | CCOC=O,19
COC(C)(C)C | CCCCO | CCCCCCCC,45
C1CCOCC1 | CCCCCCC,14
CS(C)=O | COCCOC,17
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,11
[I-].[I-].[I-].[La+3] | [I-].[Na+],13
CCCO,2
CC(=O)CC(C)=O | CCCO,84
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,9
ClC[C@H]1CO1 | ClC[C@@H]1CO1,70
ClCCCCl | CCCOC(=O)CCC,13
CCCCCCC | CCCCCOC(=O)CC,16
CCCOC=O | ClCCCCCCCl,14
COC=O | ClCCCCCCl,15
CCn1cc[n+](C)c1.COP(=O)([O-])OC | CO,8
CCCCCCCCCCCCCCCCC | CCCOC(=O)CC,17
CCCCOCCCC | Cc1ccccc1,38
Cc1ccccc1N | Cc1cccc(C)c1,14
COC=O | ClCCCCCl,13
CCOC(C)=O | CCCO,27
Cc1ccncc1 | CO,10
CC(=O)N(C)C | CCCCCCN,19
Cc1ccc(C)cc1 | C1COCCO1 | Cc1ccccc1N,30
c1ccccc1 | Clc1ccccc1,15
CCCOCCC | C1CCOC1,20
ClCCCCCCl | CCCOC=O,14
C=CCCCCC | CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12
OCCN1CCOCC1 | O,36
Cc1ccc(C)cc1 | C1COCCO1,16
CCOC(=O)C(=O)OCC | CO,75
BrCBr | CCOCC,9
CCN(CC)CC | CCCCCC,20
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | COCCO,16
COC(C)=O | BrCCCBr,17
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],9
COC(C)=O | CCCCCC,38
O=C=O | CCCCCCCCO | CCCCCC,18
CCCCO | CCCCCCCCN(CCCCCCCC)CCCCCCCC,16
CCCCOCCCC | C1CCOC1,21
CCCCOC=O | ClCCCCCCl,32
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,9
C1COCCO1 | O=CO | [Cd+2].[Cl-].[Cl-],10
CCOC=O | ClCCCCl,16
CCCCOC=O | ClCCCCCl,32
CCN(CC)CCCN | CCCCCC,16
NCCCNCCCN | O,18
CS(C)=O | O=[N+]([O-])c1ccccc1,16
CCCCc1ccccc1 | Clc1ccccc1,11
Cn1ccnc1,3
CCC[N+](=O)[O-] | CCCCCCCCCC,8
ClC(Cl)(Cl)Cl | CCCCCC,11
CC(C)OC(C)C | C=C(C)C=O,10
CC(=O)N(C)C | ClCCl,19
CCOC=O | CCCCCCCC,31
CCCC(=O)OCC | BrCCCBr,17
CCC[N+](=O)[O-] | CCCCCCCCCCCCC,8
OCCOCCOCCO | O,9
CCCCCC,9
CCOC=O | CCCCCCC,32
COC(C)(C)C | CCO | CCCCCCCCCC,33
CCCCOC(C)=O | CCCCCCC,18
CN(C)C=O | CCCCCl,23
OCCN(CCO)CCO | O,22
CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | Cc1ccccc1,14
Cc1cccc(C)n1 | Cc1ccccc1,13
CCC(=O)CC | O,48
CCCCO | CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
CCCOC(=O)CC | CCCCCCO | c1ccccc1,198
COC(C)(C)C | CCCCCO | CCCCCCCCCC,53
CCCCC(=O)OCC | ClCCCCCl,17
CCCCCOC=O | ClCCCCCl,14
O=C1CCCCCC1 | CCCCCCCCC,14
CCCCCC(C)=O | CCCNCCC,9
COC(=O)CC(C)=O | CO,52
C1CCOC1 | CCCCCCCCCC,19
CN1CCN(C)CC1 | O,36
CS(C)=O | ClCCCl,17
CCCCC(=O)OC | CO,20
BrCCCCCBr | CCCCOC(=O)CCC,14
CNc1ccccc1 | C1CCCCC1,9
CCOC(=O)CC(C)=O | CCO,78
CCCCCO | CC(C)CC(C)(C)C,51
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCCO,37
O | CC(=O)C(C)=O,66
COCOC | c1ccccc1,13
CCCCCCCCO | CCCCCCCCCCCC | CCCCOC(=O)CCC,40
CCC(=O)OC | BrCCBr,17
CCCOCCC | C=CCCCC,20
CCCCCO | CCCCCCCCCC,19
CCOC(C)=O | CCCCC(=O)OCC,15
COC=O | CCCCCCCC,36
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,7
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,8
CCOCCO | CCCCCCCC,59
CCCCO | CCN(CC)CC,20
COC(C)=O | CCCCC(=O)OC | CC(C)CC(C)(C)C,57
COC(C)=O | CC(C)CO,51
COC(C)=O | CCCCC(=O)OC,14
CCCCO | CC1CCCCC1,38
Clc1ccccc1 | ClCc1ccccc1,11
CCO | CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
CCCCC | COC=O,17
ClC(Cl)(Cl)Cl,4
CC(C)CC(C)(C)C,2
ClCCCCCl | CCCOC(=O)CC,12
CC(=O)OCCOC(C)=O | OCCO,19
CN(C)C=O | CCCCCCCCCl,23
CCCC(C)=O | CCN(CC)CC,9
CS(C)=O | CCCCCCCCO,17
Cc1cccc(C)n1 | CCCCCCC,13
[I-].[I-].[I-].[La+3] | [I-].[K+],11
CCCCCCO | c1ccccc1,38
C1COCCN1 | O,36
CC(=O)N(C)C | CCCCN,17
C=CCCCC | CC(C)C(C)C,19
CC(=O)C(C)C | O,47
CCCCC(=O)OC | COC=O,18
O=[N+]([O-])c1ccccc1 | CCCCCCCCCC,4
CCOC(C)=O | CCCCCCCCCCCCC,19
CO | O=CO | [Cl-].[Cl-].[Zn+2],12
CCCCCCCCCC(=O)OC | CCCCCCCCCC,19
CCCCOC=O | CCCCCCCC,30
CC(C)=O | CCCNCCC,9
CCOc1ccccc1 | OCCc1ccccc1,17
CCCCCCCCCO | C1CCCCC1,9
CCCOC(C)=O | C1CCCCC1,12
CCCCCCCCCC | CCCOC=O,33
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2 | CCCCCO,44
CC(=O)CC(C)=O | CCOC(C)=O,42
C1CCOCC1 | O=C1CCCCCC1,18
CCOC(=O)C(C)C | CCCO,22
CC(C)OC(C)C | CCCCCCC,12
CCN(CC)CCO | O,25
CCCCOC(C)=O | CCCCCCCCCCCCCCC,18
CCCCCC | FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,19
ClCCCCCCCl | CCCOC(=O)CCC,13
CCc1ccccc1 | Clc1ccccc1,12
CCCC(=O)OC | BrCCBr,14
C1CCCCC1 | C1CCOCC1 | C1CCNCC1,24
CCCCCCCCC(C)=O | CCCCCCCCCCCCCCCC,57
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCC,19
CCCCCCO | CCCCCCCC(=O)O,51
C1CCOCC1 | CCCCO,33
C1COCCO1 | O=C1CCCC1,17
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C | CCCCCCC,1
CCO | CCCCCCCC,20
CC(C)O | CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,32
C1CCCCC1 | CCC(C)(OC)OC,19
COC(C)=O | CCCCC(=O)OC | CCCCCCCC,57
O | CC(C)O,45
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | COCCOCCOC,14
CCCCCCCCCCCCCCCCC | CCCCCOC(=O)CC,15
CCCCCCCl | CC(=O)N(C)C,23
CCCCC | CCCOC=O,37
CCCCCC(C)C,2
CN(C)C=O | CCCCNCCCC,19
CCCCOCCCC | OCc1ccccc1,17
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCC(C)=O,13
CC(C)=O | O=C=O,129
CN(C)CCN(C)CCO | O,6
C1CCOCC1 | C1CCCCC1,14
CC(=O)N(C)C | CCCCCCC,21
CC(=O)N(C)C | CCO,13
Cc1ccccc1N | Cc1ccccn1,18
CCOC(=O)CC(C)=O | CO,78
C1CCCC1 | CCCCCCCO,11
CCCCCCCCC(C)=O | CCCCCCCCCCCCCC,60
CC(C)(C)O | CCOC(C)=O,34
CCn1cc[n+](C)c1.F[B-](F)(F)F | OC1=NCCC1,18
CC(C)(C)O | CCC(=O)OC,33
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,32
CCCO | CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,88
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
O | CN(CCO)CCO,10
OCCOCCOCCO | CCO,17
C1CCOCC1 | CCCCCC(C)=O,17
Cn1ccnc1 | CC(C)O,12
CCCCC | CCCCOC=O,34
CC(C)=O | CNc1ccccc1,9
CCCCCOC=O | ClCCCCCCl,14
CCO,3
c1ccccc1 | Cc1ccccc1,3
BrCCCCBr | CCOC(=O)CC,17
Cc1cnccn1 | CCCCCCC,10
BrCCCCBr | CCCCOC(C)=O,15
CCCC(=O)OCC | BrCCCCCCBr,18
BrCCCCCCBr | CCCCOC(=O)CC,14
CCOC(C)(C)C,6
CS(C)=O | CCOCCOCC,17
CC#N | CCCCCCCCCO,60
CCCOC(C)=O | CCCCCCCCCCCCC,17
BrCBr | CS(C)=O,11
CCOCCO | CCCCCC,51
ClC(Cl)Cl | Cc1ccccc1N,14
COC(=O)[C@H](C)CO | COC(=O)[C@@H](C)CO,50
CC#N | CCCCCOCCC,80
CCCCCCC | CCCO,16
C=CCCCC | CCCCCCCC,19
CCCO | CCCCCCCCC,15
c1ccccc1 | ClCCc1ccccc1,11
CC(=O)O | CC(=O)OCCO,9
CCOC(C)=O | CCCCC,15
CCCCCCCC,4
COC=O | ClCCCCl,16
CCCOC=O | ClCCCCCCl,15
c1ccccc1,12
Cn1ccnc1 | CO,10
C=CCCCC | CCCCCCC,19
CCC | COC,19
[Br-].[Br-].[Br-].[Pr+3] | [Br-].[Na+],20
COC(C)(C)C | CCCCCO | CCCCCCCCC,52
CCn1cc[n+](C)c1.F[B-](F)(F)F | CN1CCCC1=O,18
CCCCO | CCCCCCCC,32
CCOC(=O)CC | CCCCCCCCCCCCC,18
CN1CCCC1=O | ClC(Cl)C(Cl)Cl,23
CCCCCOC(C)=O | CCCCCCCCCCCCC,19
ClCCCCCCl | CCCOC(=O)CC,13
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCOCCO,16
COC(C)(C)C | CCCCCCCCCC,20
CCO | c1ccncc1 | [Ca+2].[Cl-].[Cl-],24
CCCCC(=O)OCC | ClCCCl,16
ClC(Cl)Cl,13
CN(C)C=O | ClCCCCCl,22
CCCC(C)=O | CNc1ccccc1,9
CC(C)OC(C)C | CCC(C)CC,19
COC(C)=O | CCCCCCC,18
BrCCCCBr | CCCCOC(=O)CC,12
CCCCO | Cc1ccccc1,38
CCCCOC=O | CCCCCC,29
COC(=O)OC | Cc1cccc(C)c1,38
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCCCO,12
CC(C)O | CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,87
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | COCCOCCO,14
CO | O=CO | [Cd+2].[Cl-].[Cl-],12
CCO | C1CCOCC1 | CCCO,57
CCCCO | CCCCCC | CCCCCCCCN(CCCCCCCC)CCCCCCCC,46
CCCCOC=O | ClCCCCl,32
COC=O | BrCCCCCBr,14
CC(=O)OCCOC(C)=O | O,15
ClC(Cl)Cl | COC(C)(C)C,18
CCOC(C)=O | CC(=O)O,14
CCCCO,1
CCCCCC(=O)O | CN(C)C=O,62
COc1ccccc1 | OCc1ccccc1,17
CCOC(=O)C(=O)OCC | CCCO,76
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCC,19
CCCCCCCO | C1CCCCC1,10
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | c1ccccc1,12
NCCNCCO | O,8
CCCCOCCCC | c1ccccc1,30
CCCCCCCCCl | CC(=O)N(C)C,23
CS(C)=O | CO,18
COP(=O)(OC)OC | CCCCO,15
Cc1ccccc1 | ClCCCc1ccccc1,15
CCOCCOCCOCC | OCc1ccccc1,17
CC(C)(C)O | CCCCOC(=O)CCC,34
CCCCCOC=O | ClCCCCl,14
C1CCOCC1 | CCCCCCCCCO,9
CN1CCCCC1 | O,18
CCCCCCC(C)=O | CCCCCCCCCCCCCCCC,55
CCCO | CCCCCCC,60
CCOC=O | ClCCCCCl,15
CCOC(=O)CC(C)=O | CC(C)O,78
O=Cc1ccccc1 | CO,12
CCn1cc[n+](C)c1.F[B-](F)(F)F | CN1CCCC1=O | O,32
C=CCCCC | CCCCCCCCCCCC,19
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CO,42
CC#N | CCCCCCOCC,80
CCCCCC(=O)CC | CCCCCCCCCCCCCCCC,52
CC(=O)c1ccccc1 | CC(C)O,60
CCCCO | c1ccccc1,51
ClCCCl | CCCOC(=O)CC,13
c1cc[nH]c1 | CCCO,34
CC(C)(C)O | COC=O,16
CCCCCCC | CCCOC(C)=O,15
COC=O | BrCCCCBr,12
CCCCOC=O | BrCCCCCBr,12
C1CCCC1 | CCCCCCCCCCO,8
CS(C)=O | ClC(Cl)C(Cl)Cl,21
C1CCOC1 | OCC(F)(F)F,33
CCOC(=O)CC(=O)OCC | CC(C)O,76
CCCCCOCCCCC | CCCCCCCCCCCCCC,59
CCn1cc[n+](C)c1.COP(=O)([O-])OC | O | CO,16
CCc1ccccc1 | ClCCCc1ccccc1,14
CCOC=O | CCCCCCCCC,35
CCCCOC(C)=O | CCCCCCCCC,16
CCCCCCO | CCCCCC(=O)O,49
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],9
CCCOC=O | CCCCCCCC,32
c1ccncc1,1
CN(C)CCO | CCCO,66
CCCCOC(C)=O | CCCCCCCCCCCCC,17
C1CCCCC1 | C1COCCO1,9
CCN(CC)CCCN | C1CCCCC1,19
C=CCCCC | CCC(C)CC,19
CS(C)=O | CCCCCCO,17
CCO | CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
CCOC(=O)OCC | CCCCCO,16
COC(C)=O | CCCCCCCCCCC,19
CC#N | CCCCCCO,77
COC(=O)OC,5
Cc1ccccc1,8
CCCOC(C)=O | CC#CCCC,9
CCC#N | c1ccccc1,20
OC1=NCCC1 | O,18
CCCCc1ccccc1 | ClCc1ccccc1,14
CN1CCCC1=O | Cc1ccccc1,14
CCn1cc[n+](C)c1.COP(=O)([O-])OC | O | CCO,16
O | CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,34
CCCCCCCCCCCCC | CCCCOC(=O)CC,16
CCCCOC=O | BrCCCCBr,13
CCCO | C=CCCCC,38
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCO,55
CCCCO | CCCCCC,37
CCCC(=O)OC | CCCCCCCC,16
CC(C)CC(C)(C)C | CCCCO,19
COc1ccccc1 | OCCCc1ccccc1,17
ClCCCCCl | CCCOC=O,13
CN1CCCC1=O | ClC(Cl)=C(Cl)Cl,13
COC=O | CCCCCCCCC,20
CS(C)=O | Clc1ccccc1,17
Cc1ccccc1N | CCCCCC,14
ClC(Cl)(Cl)Cl | CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,30
CCO | CCN(CC)CC,17
O=Cc1ccccc1 | CCCCO,12
Cc1ccccc1 | CCOC(C)(C)C,40
CCCCCCCCCC(=O)OC | CCCCCCCCCCCCCCCC,19
CCCC(=O)OC | BrCCCCCCBr,12
CN1CCCC1=O | ClC=C(Cl)Cl,14
CNc1ccccc1 | CCCCCC(C)=O,9
CC(=O)CC(C)C | CCCO,10
CCCCCC | CCCCCO,18
O=C=O | CCOC(=O)OCC,160
