Mixture,Count
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCCO,29
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],130
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],66
ClCCCCCCCl | CCCOC=O,13
CCC(=O)OC | BrCCCCCBr,13
COC(=O)[C@@H](C)CO,1
Cc1ccccc1,10
CCOC(C)=O | CCCCCCC,71
CCCCCCCCCC(=O)OC,4
O | CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,66
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],126
CCCCC(=O)OCC | BrCCCBr,13
CO | CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
CCn1cc[n+](C)c1.COS(=O)(=O)[O-],7
CCCCOC=O | BrCCCBr,13
BrCCBr | CCCCOC(=O)CC,14
C=CCCCCCC,1
OCCCc1ccccc1,3
CO | CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7
CCCCCCCCC(C)=O,1
OCCO | OCc1ccccc1,12
BrCCCCCBr | CCCCOC(C)=O,13
CCCCC(=O)OCC,2
CCn1cc[n+](C)c1.F[B-](F)(F)F | Cc1cccnc1,72
C1CCOCC1 | CCCCCCCO,11
CCCC(=O)OC | BrCCCCBr,13
CCCOC=O | CCCCCCC,76
