Mixture,Count
CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,14
COC(C)(C)C,9
CCCCCOC=O | ClCCCCl,14
ClC[C@@H]1CO1,1
CCC(=O)OC | BrCCBr,15
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,27
CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,7
c1ccsc1,1
Cc1ccc(C)cc1,3
C[C@@H](NCc1ccccc1)c1ccccc1,1
C1CCOCC1 | CCCCCCCCCCO,9
ClCCCCCCl | CCCOC(=O)CCC,12
COC(C)(C)C | CCCCCCCC,128
CCCCCCCCCCC,1
CCCC(=O)OCC | ClCCCl,16
CCCCCCCCCCCCCCC,1
CCCCCCCOC,8
ClCCCCCCl | CCCOC=O,12
CCCCCCCC,60
CCCOC(C)=O | CCCCCC,66
CCCCC(=O)OCC | ClCCCl,16
CC(=O)CC(C)C,7
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,21
CCC(=O)OC | BrCCCCBr,15
CCOC(C)=O | ClCCCCCl,15
ClCCCCCl | CCCOC(C)=O,13
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCCCO,15
CCCC(C)=O,7
CS(C)=O | OCCCc1ccccc1,12
CCCCCOC=O | ClCCCCCCl,14
CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N,8
C1COCO1 | CCCC(C)=O,18
CCCCCOCCC,8
C[C@@H](O)c1ccccc1,1
