Mixture,Count
COC(C)=O | CCCCC(=O)OC | CC(C)CC(C)(C)C,137
CCCCCCCCC(C)=O,1
CS(C)=O | CCOCCOCC,17
CCCCC(=O)OC(=O)CCCC,1
CS(C)=O | O=[N+]([O-])c1ccccc1,16
CCCCC(=O)OCC | BrCCCBr,34
CCn1cc[n+](C)c1.F[B-](F)(F)F | Cc1cccnc1,90
CCCCCCCCCC | CCCO,17
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCCC,19
CCCCCOC=O | ClCCCCCCCl,28
CC(C)(C)O | CCCOC(=O)CC,35
OCCNCCO | O,12
CC#N | CCCCOCC(C)C,40
COC(C)=O | CCCCC(=O)OC,31
CC(C)O | CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,32
CC(=O)OC(C)=O | CC(=O)O,19
CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,8
C1COCCO1 | Cc1ccccc1N | Cc1ccccc1,33
CCCCCCCCCCCCCCC | CCCCOC(=O)CC,18
CS(C)=O | C1CCOCC1,17
O=C1CCCCCC1 | CCCCCCCCC,14
Brc1ccccc1,1
O | O=S1(=O)CCCC1,20
c1ccccc1 | C1CCCCC1,314
O | CO,416
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1 | CCCCCCC,1
CCOC(C)(C)CC,3
O=C=O | CO | CCCCCC,21
CCCCOC(C)=O | CCCCCCCCCCC,18
CC(=O)CC(C)C | CO,12
O | CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,92
CC(C)(C)O | CCCOC(=O)CCC,36
CC#N | CCCCOCCCC,78
CCCCCCCC | C1CCCCC1,16
CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F | CCO,32
C[C@@H](O)c1ccccc1 | C[C@H](O)c1ccccc1,42
C=C(C)[C@H]1CC=C(C)CC1,19
CC(C)O,14
CCO | c1ccncc1 | [Cd+2].[Cl-].[Cl-],20
CCCCCOC(C)=O | CCCCCCCCCCCCCCCCC,15
CC(C)=O | CCN(CC)CC,9
CCOC(=O)CC(=O)OCC | CCCO,74
CCN(CC)CCN | C1CCCCC1,6
BrCCCCCCBr | CCOC(C)=O,29
C1CCCCC1 | CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,68
C=CCCCC | CCCCCCC,19
CCCCOCCCC,11
c1cc[nH]c1 | CCCCCO,41
C1CCOCC1 | Cc1ccncc1,72
CCCCO | CCCCCCCC,32
CCOCCO | c1ccccc1,36
C1COCCN1 | C1COCCO1 | C1CCCCC1,22
CCOC(=O)CC(=O)OCC | CCO,76
CCCCCC | COC(C)(C)C,19
ClC(Cl)Cl | Nc1ccccc1,14
C1CCOCC1 | Cc1ccccc1N,14
Cc1cccc(C)n1,1
CCCCCCCCCCO | C1CCCCC1,9
C1COCCO1 | CCCCCCCC | C1CCCCC1,97
OC1=NCCC1 | CCCCO,14
COC(C)=O | CCCO,75
CCCC(=O)O | Cc1ccccc1,21
CCCO,48
CCCOC(C)=O | CCCCCCCCCCC,18
CO,48
CC(C)OC(C)C,3
CCCC(=O)OC | BrCCCCCBr,25
CCCCOC(=O)CCC | ClCCCCl,16
CC(=O)c1ccccc1 | CCCCCCC,65
CCCOC=O | CCCCCCCC,108
CCCCOC=O | ClCCCl,62
OCCN1CCOCC1 | O,36
C1COCCO1 | c1ccccc1 | Cc1ccccc1N,30
CCOC(C)=O | ClCCCCCCCl,30
CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,13
COC(C)=O | BrCCCCBr,30
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,223
Cc1ccccc1N | CCCCCCC,14
CCCCOC=O | BrCCCCBr,26
CC(=O)N(C)C | CO,19
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | c1ccccc1,14
CCCO | CC(C)CC(C)(C)C,64
ClCCCCCCCl | CCCOC=O,26
CC(C)OC(C)C | CC(C)CC(C)(C)C,30
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,122
O=C1CCCCC1,6
CC(=O)N(C)C | ClCCCCCl,24
CCCc1ccccc1 | Clc1ccccc1,11
CCC(C)(C)O | CCCCCO,10
CCO | CCN(CC)CC,17
CC(=O)CC(C)C | O,91
CCCCC(=O)OC | BrCCCBr,28
OC1=NCCC1 | CCCO,14
CCCCC(C)=O | O,72
CC(C)OC(C)C | CCC(C)CC,19
Cc1ccncc1 | CO,20
CC(=O)c1ccccc1 | CCCCO,65
CC(=O)CC(C)=O | CO,114
CCCCn1cc[n+](C)c1C.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,90
CCOC(C)=O | CCCCCCCCCCC,17
c1ccccc1,21
CCOC(=O)C(C)C | CCO,44
O | CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,8
ClCCCCl | CCCOC=O,27
CN1CCCC1=O | ClCCCCCCCl,24
CCCCCCCCCC | CCCOC=O,97
BrCCCCCCBr | CCCCOC(C)=O,29
CS(C)=O,16
OCCO,3
CCCCCOC(C)=O | CCCCCCCCCCCCCCC,16
CCN(CC)CCCN | CCCCCCC,11
CCCCOP(=O)(OCCCC)OCCCC | CO,15
CCCCOCCCC | CCCCO | CCCCCCC,72
CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,7
C1CCOCC1 | CCCO,9
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CC(C)=O,12
CCO | C1CCCCC1,20
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C[N+](=O)[O-],75
CCCC(C)C | COC(C)(C)C,19
CCOCCOCCOCC,1
BrCBr | CC(=O)c1ccccc1,8
BrCBr | c1ccoc1,8
CCCCOC(=O)CCC | ClCCCCCl,13
CCO | c1ccncc1 | [Cl-].[Na+],12
CN(C)CCN(C)CCN(C)C | O,18
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | Cc1ccccc1,14
ClC(Cl)(Cl)Cl | CCCCCCC,10
COC=O | CO,37
Cn1ccnc1 | CO,75
CCCCO | CC1CCCCC1,38
CC(=O)O | CC(=O)OCCOC(C)=O,19
COC(C)=O | CC(C)O,54
CCCCOC=O | BrCCCCCCBr,25
CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC | O,18
COC=O | ClCCCCCl,29
CO | CN1CCCC1=O,21
CS(C)=O | C1COCCO1,17
CCCC(C)=O,7
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCOCCO,37
O | COP(=O)([O-])OC.Cn1cc[n+](C)c1,29
CC(=O)c1ccccc1 | CCO,96
CCCCCCCCCCCCCCCC,7
CCCCCCC | CCCO,16
CCCC(=O)OCC | ClCCCl,33
C1CCOCC1 | CCCCO,73
COC(=O)[C@H](C)CO | COC(=O)[C@@H](C)CO,50
CCCC(=O)OCC | BrCCCCCCBr,30
C=CCCCCCC | CCCCO,9
Cc1cccc(O)c1 | CCO,4
Cc1ccccc1Cl,6
CC(=O)CC(C)C | CCO,10
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,2
OCCOCCOCCOCCO | OCc1ccccc1,29
CCCCC(=O)OC | COC=O,35
CCOC(=O)CC(=O)OCC | CCCCCO,114
CC(C)(C)O | CCCCOC(C)=O,33
CCCCOC(=O)CCC,3
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,21
C=CCCCC | CC(C)C(C)C,19
O=C=O | CCCCCCCCO,1
C1COCO1 | CCCC(C)=O,35
CCC[N+](=O)[O-] | CCCCCCCCCC,8
CC(C)(C)O | COC=O,16
O=[N+]([O-])c1ccccc1 | CCCCCCCCCC,4
CCOC(=O)OCC | CCCO,66
C1CCCCC1 | C1CCOCC1 | C1COCCO1,27
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,28
O=C1CCCC1 | CCCCCCCCC,16
C=CCCCC | CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,6
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,115
CCC[N+](=O)[O-] | CCCCCCCCCCCCC,8
C1CCOCC1 | Nc1ccccc1,14
CN(C)C=O | ClCCCCCl,22
COC(=O)CC(C)=O | CCCO,52
OCC(F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,78
CC#N | CCCOCCC(C)C,63
CC(=O)N(C)C | CCOC(C)=O,19
CCCCOCCCC | CCCCCCCCO,22
CCCCOCCCC | CCCCCCCCCCO,19
CCCCCCCCCCCCC | CCCCOC(=O)CC,16
CCCCCCCCCCCC | CCCCOC(=O)CCC,18
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | COCCOCCOC,35
CCOC=O | ClCCCCCl,46
OC1=NCCC1 | O,18
CCCCCCCC | CCCO,20
ClCCCl | CCCOC(=O)CC,29
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N,1
COC(C)=O | CCCCCO,55
CCCCCCO | CCCCCC(=O)O,49
CCn1cc[n+](C)c1.F[B-](F)(F)F | CN1CCCC1=O | c1ccncc1,32
CCCCOCCCC | Cc1ccccc1C,15
COC(=O)CC(C)=O | CCO,52
CN1CCCC1=O | c1ccccc1,14
CCCCO | CCN(CC)CC | CCCCCC,113
CS(C)=O | CCO,17
CN(CCO)CCO,6
CC(=O)OC(C)=O | CC(=O)O | CCOC(C)=O,19
CCC(C)=O | CCN(CC)CC,9
OCC(F)(F)F | CCCO,42
CCCCCCO | c1ccccc1,38
C1COCCO1 | O=C1CCCC1,32
Cc1cccc(C)n1 | CCCCCC,12
COC(=O)CC(C)=O | CO,52
C1CCOCC1 | CCCCCC(C)=O,35
Cn1ccnc1 | O,79
CCCCCCCCCCC,1
CNc1ccccc1,4
COC(C)=O | CCCC(=O)OC | CC(C)CC(C)(C)C,142
ClCCCl | CCCOC(=O)CCC,29
OCC(F)(F)F | CCO,51
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,49
C1CCOCC1 | Cc1cccc(C)c1,14
O=CO,1
COC(C)(C)C | CCCCCCCCCC,20
CCCO | C1CCCCC1,37
CC(=O)c1ccccc1 | CCCCCC,39
c1cc[nH]c1 | CCCCO,41
BrCBr | CS(C)=O,11
CC(=O)N(C)C | CCCCCl,23
c1ccccc1 | CCCCCCCl,29
ClCCCCCCl | CCCOC(=O)CC,26
OCC(F)(F)F | CO,42
CCn1cc[n+](C)c1.F[B-](F)(F)F | c1ccncc1,90
COC(C)=O | CCCC(=O)OC,35
CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N,8
CCCCOC=O | ClCCCCl,60
CN1CCCC1=O | c1ccncc1,18
CCCC(=O)OCC | ClCCCCCCl,32
CCCCCCCCCC(=O)OC,10
C1CCOC1 | CCCCCCCCO,11
C1CCOC1 | CCCCCCCCCCO,6
COC(=O)OC | CCCCCCCCC,90
Cc1cncc(C)c1 | CCCCCCC,11
CCCCCC(C)=O | CCN(CC)CC,9
Cc1cccnc1 | CO,20
C1COCCO1 | Cc1cccc(C)c1,16
CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,11
ClCCCCCCl | CCCOC(=O)CCC,26
COc1ccccc1 | OCc1ccccc1,29
CCCCOCCCC | CCC#CCC,8
CCCCCCCCC(C)=O | CCCCCCCCCCCCCCCC,57
CO | CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,22
CCCCO | c1ccccc1,51
CCOC(C)=O,36
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCO,68
C=CCCCC | CCCC(C)C,19
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | O,76
CCCO | CCCCOCCCC,38
CCCC(=O)OC | BrCCCBr,29
C1CCOCC1 | CCCCCO,20
CN1CCCC1=O | ClCCCl,38
CC#N | CCCCCCOCC,80
CS(C)=O | CCCCCCCCCCO,17
Cc1ccccc1C,3
BrCBr | C1COCCO1,9
Cn1ccnc1 | CCCO,66
C1COCO1,10
O=[N+]([O-])c1ccccc1 | CCCCCC,5
C1CCOCC1 | Cc1cccnc1,72
CCC(C)(C)O | CCCCO,10
CCO | CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,78
CCCCOC=O | CCCCCCCCC,108
Cn1ccnc1 | CCO,66
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | C[N+](=O)[O-],123
CC(=O)N(C)C | Cc1ccccc1,40
C1CCCC1 | CCCCO,11
O | CN(CCO)CCO,10
CCOCCOCCO,1
CN1CCOCC1 | CO,22
CCCCCCCCCCC | CCOC(=O)CC,17
CCCCCCCCCCCC,10
CN1CCCCC1,5
CCO | CCCCCCCCC,15
BrCCCBr | CCOC(=O)CC,29
COC(C)(C)C | CCCCCCCCCC | CCCO,44
CCCCOC(=O)CCC | ClCCCCCCl,11
CCCCOCCCC | CC(C)CC(C)(C)C | CCCCO,36
O=C=O | CCCCCCCCO | CCCCCC,18
CCCC(=O)OCC | BrCCCCCBr,30
CCOC(=O)CC | ClCCCCl,14
COCOC | CCCCCC,13
CCCCOC(=O)CC | ClCCCCl,11
ClCc1ccccc1,1
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C | CCCCCCC,1
CC1CCCCC1,2
CCCCO | C=CCCCC,38
CS(C)=O | O=C1CCCCC1,14
COC(=O)OC | CCCCCCC,80
Cc1ccccc1N | Cc1cccnc1,71
CC#N | CCCCCCO,77
Cc1cncc(C)c1 | Cc1ccccc1,7
CCC(=O)OC | CCCCCCCCC,18
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,18
CCOC=O | CCCCCCC,108
CC(=O)OCCO,13
O | CCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,24
ClCCCCCl | CCCOC=O,26
CCCCC(=O)OC | CCCCCCCC,38
CCC(C)(C)O | CCCO,10
CCOC(=O)OCC | CCCCCO,61
CCO | OCCOCCOCCO,9
C[C@@H](NCc1ccccc1)c1ccccc1 | C[C@H](NCc1ccccc1)c1ccccc1,12
CCCCOCCCC | C1CCOC1,21
C1CCOCC1 | O=C1CCCCCC1,90
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCO,79
CCCCO | CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,40
COC(C)=O | CCCCC(=O)OC | CCCCCCCC,125
COC(C)(C)CC(C)(C)C | CO,10
C1CCNCC1 | C1COCCN1,9
CCCCOC(C)=O | C1CCCCC1,11
CCCCCCCCC | CCCCOC(=O)CC,17
CCOC(C)=O | CCCCC(=O)OCC,31
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,308
CCCCOC(C)=O | CCCCCCCCCCCCC,17
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCC,19
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,18
CCCCCO | Cc1ccccc1,38
COC(C)(C)C | CC#CCCC,6
c1cc[nH]c1,10
CCC(C)(C)O | CO,10
ClC(Cl)=C(Cl)Cl,2
C[C@@H]1COC(=O)O1 | C[C@H]1COC(=O)O1,76
CCn1cc[n+](C)c1.F[B-](F)(F)F | OC1=NCCC1 | O,32
C[C@H](N)c1ccccc1,1
CCCCCOCCCCC,1
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | C[N+](=O)[O-],140
[Cl-].[Li+],2
CCCOC=O | ClCCCl,31
CC(C)O | CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,87
C1CCOCC1 | Cc1ccccc1,14
CCCCOC=O | CCCCCCC,106
CCCCC(=O)OCC | ClCCCCCCCl,29
CCCOC(C)=O,39
NCCCN1CCOCC1 | O,36
CCn1cc[n+](C)c1.N#C[N-]C#N,14
COCCOC,3
CCCCO | CCCCN(CCCC)CCCC,21
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
Cc1ccccc1,18
CC(C)OC(C)C | CC(C)CO,17
Cn1ccnc1 | CC(C)O,67
CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1 | O,24
CCOC(=O)CC(=O)OCC | CCCCO,113
