Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,Density Value (g / ml),Density Uncertainty (g / ml),Source
5b9b27cfb8f74cb2bf67fb65ba776c3e,291.15,101.0,Liquid,1,CCCCCCCCC,Solvent,1.0,,,,,,,,,,0.7192000000000002,0.00015000000000000004,10.1021/je3011979
093e3fad112b414581d54e3a53683dd3,328.15,101.0,Liquid,1,CCCCCCCCCC,Solvent,1.0,,,,,,,,,,0.7033000000000001,0.00015000000000000004,10.1021/je3011979
b3fb241b9bee4cbf89aefe97674b6526,318.15,101.0,Liquid,1,CCCCCCCCCC,Solvent,1.0,,,,,,,,,,0.7109000000000002,0.00015000000000000004,10.1021/je3011979
d460500f493d44f780bf080e2aaac7a6,298.15,101.0,Liquid,1,CCCCCCCCCC,Solvent,1.0,,,,,,,,,,0.7262000000000002,0.00015000000000000004,10.1021/je3011979
36fb3311bcfd47d781d0ccd342b2aac8,291.15,101.0,Liquid,1,CCCCCCCCCC,Solvent,1.0,,,,,,,,,,0.7312000000000002,0.00010000000000000003,10.1021/je3011979
7520194dc67541bfa6cd8b64f3d87302,298.15,101.0,Liquid,1,CCCCC,Solvent,1.0,,,,,,,,,,0.6214000000000002,0.00015000000000000004,10.1021/je3011979
7ce7617570214f1688d864d8d4a89768,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0101,,CCCCC,Solvent,0.9899,,,,,,0.6237000000000001,0.00020000000000000006,10.1021/je3011979
f8a0685e5ba0423fbdb2c29ccaab7223,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0346,,CCCCC,Solvent,0.9654,,,,,,0.6298000000000001,0.00020000000000000006,10.1021/je3011979
9618677493ed4c27a2e201d95dbc7a8f,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0754,,CCCCC,Solvent,0.9246,,,,,,0.6400000000000001,0.00020000000000000006,10.1021/je3011979
14b733cdf7474b8ea0921357b9e355f9,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1377,,CCCCC,Solvent,0.8623000000000001,,,,,,0.6559000000000001,0.00020000000000000006,10.1021/je3011979
f92cc917c9f245f1a8f78a33bd182f0e,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1977,,CCCCC,Solvent,0.8023,,,,,,0.6714000000000001,0.00020000000000000006,10.1021/je3011979
5c9be027f7724c8b906f11aeb74063be,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.283,,CCCCC,Solvent,0.7170000000000001,,,,,,0.6936000000000002,0.00020000000000000006,10.1021/je3011979
64034127d83f4184a6fba62e755a90b2,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3439,,CCCCC,Solvent,0.6561,,,,,,0.7097000000000002,0.00020000000000000006,10.1021/je3011979
bb837febe2fd4ed2a0db8080df4b467c,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4072,,CCCCC,Solvent,0.5928,,,,,,0.7264000000000002,0.00020000000000000006,10.1021/je3011979
9051557f32b4431eb5710a5597b2d014,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4881,,CCCCC,Solvent,0.5119,,,,,,0.7477000000000003,0.00020000000000000006,10.1021/je3011979
d917d7dc8ea74128a2cf1ee929cc9e29,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5218,,CCCCC,Solvent,0.47819999999999996,,,,,,0.7565000000000002,0.00020000000000000006,10.1021/je3011979
9c04230407aa4bdeb7fbe9d6b95c5f0c,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5968,,CCCCC,Solvent,0.4032,,,,,,0.7764000000000002,0.00020000000000000006,10.1021/je3011979
600554a9b7fc44f99cf0a6dac9083e45,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.6565,,CCCCC,Solvent,0.3435,,,,,,0.7921000000000002,0.00020000000000000006,10.1021/je3011979
3e3de51f44d346cb8fe331d7a1538804,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7085,,CCCCC,Solvent,0.2915,,,,,,0.8059000000000002,0.00020000000000000006,10.1021/je3011979
d1cf997983b640598f1ed1dcf036c0f5,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.8437,,CCCCC,Solvent,0.1563,,,,,,0.8416000000000002,0.00020000000000000006,10.1021/je3011979
cf42c6e7451f40ab840c5dcea23d7c93,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.9205,,CCCCC,Solvent,0.07950000000000002,,,,,,0.8618000000000001,0.00020000000000000006,10.1021/je3011979
2b6ae2493f7d4efd9720aa43d87289b1,298.15,101.0,Liquid,1,CCCOC(C)=O,Solvent,1.0,,,,,,,,,,0.8825000000000002,0.00010000000000000003,10.1021/je3011979
e3ff6af2114c4569b35b98cadd81d067,291.15,101.0,Liquid,1,CCCCC,Solvent,1.0,,,,,,,,,,0.6282000000000002,0.00015000000000000004,10.1021/je3011979
321c55579d81406baf0d4b38b3a50497,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0121,,CCCCC,Solvent,0.9879,,,,,,0.6312000000000002,0.00020000000000000006,10.1021/je3011979
60ffd7a9f8a94e1f8077821f78c30923,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0427,,CCCCC,Solvent,0.9573,,,,,,0.6388000000000001,0.00020000000000000006,10.1021/je3011979
42deb20a802748fab1fec22e1cb11fc4,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.078,,CCCCC,Solvent,0.922,,,,,,0.6477000000000002,0.00020000000000000006,10.1021/je3011979
f91b0775caff407cb4a9ee08b74c62c5,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1417,,CCCCC,Solvent,0.8583000000000001,,,,,,0.6640000000000001,0.00020000000000000006,10.1021/je3011979
9d49fdc2fc3748b9aa0431b6e9d15479,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2048,,CCCCC,Solvent,0.7952,,,,,,0.6803000000000001,0.00020000000000000006,10.1021/je3011979
9930449fc3574e31aef6bd2b66649b6c,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2734,,CCCCC,Solvent,0.7266,,,,,,0.6982000000000003,0.00020000000000000006,10.1021/je3011979
e968f97262a240e5888f3211768979b0,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3338,,CCCCC,Solvent,0.6662,,,,,,0.7141000000000002,0.00020000000000000006,10.1021/je3011979
6915ed4d98d445a5b6aa800b7cefa6e7,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3934,,CCCCC,Solvent,0.6066,,,,,,0.7298000000000001,0.00020000000000000006,10.1021/je3011979
e06d2cd4f1c74ae89ed67063ee6f6614,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4636,,CCCCC,Solvent,0.5364,,,,,,0.7484000000000002,0.00020000000000000006,10.1021/je3011979
2cdff12c6c3c46e8b055f7aa1e928545,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5224,,CCCCC,Solvent,0.4776,,,,,,0.7639000000000001,0.00020000000000000006,10.1021/je3011979
40350debc26f46ed97493ab309d99a0f,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5876,,CCCCC,Solvent,0.4124,,,,,,0.7811000000000002,0.00020000000000000006,10.1021/je3011979
c8134d03c84e4ad7a6d46e0e57bae324,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.6565,,CCCCC,Solvent,0.3435,,,,,,0.7993000000000001,0.00020000000000000006,10.1021/je3011979
49c56eb5809e41acb943a7807e214567,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7136,,CCCCC,Solvent,0.2864,,,,,,0.8144000000000001,0.00020000000000000006,10.1021/je3011979
93aa61c9070640798925240dd603eb4a,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7697,,CCCCC,Solvent,0.23029999999999995,,,,,,0.8292000000000003,0.00020000000000000006,10.1021/je3011979
bc62ae56cbe14da49f7ed6e7bab3393b,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.8277,,CCCCC,Solvent,0.1723,,,,,,0.8446000000000002,0.00020000000000000006,10.1021/je3011979
2f498f7dac1c47f6ba26d610754844cf,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.8911,,CCCCC,Solvent,0.1089,,,,,,0.8613000000000002,0.00020000000000000006,10.1021/je3011979
edbc8044eff141f4907fa4f30e53900b,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.923,,CCCCC,Solvent,0.07699999999999996,,,,,,0.8697000000000003,0.00020000000000000006,10.1021/je3011979
8c2fa57256f745d2b1189fe6bead0251,291.15,101.0,Liquid,1,CCCOC(C)=O,Solvent,1.0,,,,,,,,,,0.8896000000000003,0.00010000000000000003,10.1021/je3011979
d673441e9c46439780c6b87f78401a42,328.15,101.0,Liquid,1,CCCCCC,Solvent,1.0,,,,,,,,,,0.6272000000000002,0.00015000000000000004,10.1021/je3011979
a222fce67d2c4250bb852b251fb49991,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0253,,CCCCCC,Solvent,0.9747,,,,,,0.6313000000000001,0.00015000000000000004,10.1021/je3011979
4db530f1b9eb4d73b5b21dd661096e2a,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0749,,CCCCCC,Solvent,0.9251,,,,,,0.6402000000000002,0.00015000000000000004,10.1021/je3011979
dae9db450d0d47a38676478bb28e280a,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1369,,CCCCCC,Solvent,0.8631,,,,,,0.6516000000000002,0.00015000000000000004,10.1021/je3011979
03e8c46961ad45deab9c5d9b68f71cb2,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2052,,CCCCCC,Solvent,0.7948,,,,,,0.6647000000000002,0.00015000000000000004,10.1021/je3011979
d3f548745f694c8193f0a7e2cc413f2e,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2719,,CCCCCC,Solvent,0.7281,,,,,,0.6778000000000001,0.00015000000000000004,10.1021/je3011979
fd349f00a9bb4139849076ca3266cd5c,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3322,,CCCCCC,Solvent,0.6678,,,,,,0.6901000000000002,0.00015000000000000004,10.1021/je3011979
a764aeaf897a4f69aa46047c69a17a0f,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3986,,CCCCCC,Solvent,0.6013999999999999,,,,,,0.7040000000000002,0.00015000000000000004,10.1021/je3011979
28c5a7e4406e4f6e8608c46a19a4aeee,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4614,,CCCCCC,Solvent,0.5386,,,,,,0.7176000000000002,0.00015000000000000004,10.1021/je3011979
98e2af8534924b4c93d10d5fed35d914,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5209,,CCCCCC,Solvent,0.47909999999999997,,,,,,0.7307000000000002,0.00015000000000000004,10.1021/je3011979
e44bb4579b4a47d0ab242bd7c98abe38,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5809,,CCCCCC,Solvent,0.41910000000000003,,,,,,0.7443000000000002,0.00015000000000000004,10.1021/je3011979
abc0f20ccc1d46c6bab877891f7e2e5a,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.62,,CCCCCC,Solvent,0.38,,,,,,0.7533000000000001,0.00015000000000000004,10.1021/je3011979
c4943840edcd4251bb80bf6186485e97,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.6944,,CCCCCC,Solvent,0.3056,,,,,,0.7708000000000002,0.00015000000000000004,10.1021/je3011979
c625ac47d51748cba0484ef718566308,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7605,,CCCCCC,Solvent,0.23950000000000005,,,,,,0.7868000000000002,0.00015000000000000004,10.1021/je3011979
f15bf35d9bd84d379653b7735e1a590f,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.8114,,CCCCCC,Solvent,0.1886,,,,,,0.7994000000000002,0.00020000000000000006,10.1021/je3011979
f19e1de328224a57bfd34f439d4fd315,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.8707,,CCCCCC,Solvent,0.12929999999999997,,,,,,0.8144000000000001,0.00020000000000000006,10.1021/je3011979
89dbf4c16bb742c19de6dec0ee8536e9,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.9235,,CCCCCC,Solvent,0.07650000000000001,,,,,,0.8280000000000002,0.00020000000000000006,10.1021/je3011979
6dec827b91814c30b05857b4e8ea4885,328.15,101.0,Liquid,1,CCCOC(C)=O,Solvent,1.0,,,,,,,,,,0.8483000000000002,0.00010000000000000003,10.1021/je3011979
f095553f80be4351b54a56ff7271e140,318.15,101.0,Liquid,1,CCCCCC,Solvent,1.0,,,,,,,,,,0.6367000000000002,0.00015000000000000004,10.1021/je3011979
add87233f62b4c9b8081576c170344a1,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0304,,CCCCCC,Solvent,0.9696,,,,,,0.6417000000000002,0.00015000000000000004,10.1021/je3011979
f3099385306f414abfd434069ea0ad68,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0796,,CCCCCC,Solvent,0.9204,,,,,,0.6507000000000002,0.00015000000000000004,10.1021/je3011979
fa4e8bfec2554bf3b22b67eca8fbda4f,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1381,,CCCCCC,Solvent,0.8619,,,,,,0.6617000000000002,0.00015000000000000004,10.1021/je3011979
9cff437896d34932be128d69ec2daf15,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2079,,CCCCCC,Solvent,0.7921,,,,,,0.6753000000000001,0.00015000000000000004,10.1021/je3011979
26daac5a54c446fb9fadaf334de2a752,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2642,,CCCCCC,Solvent,0.7358,,,,,,0.6866000000000002,0.00015000000000000004,10.1021/je3011979
06365ae7e997465ba4e806abeb6efe53,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3318,,CCCCCC,Solvent,0.6682,,,,,,0.7005000000000001,0.00015000000000000004,10.1021/je3011979
6ce0fd0eb5274150a245f2609796afcb,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3997,,CCCCCC,Solvent,0.6003000000000001,,,,,,0.7149000000000002,0.00015000000000000004,10.1021/je3011979
e5ab82a0fbf845049a239cbb331d61f8,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4505,,CCCCCC,Solvent,0.5495,,,,,,0.7259000000000001,0.00015000000000000004,10.1021/je3011979
a681c0cc30164c39b34cbe8949bc6242,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5124,,CCCCCC,Solvent,0.48760000000000003,,,,,,0.7397000000000002,0.00015000000000000004,10.1021/je3011979
6b053425654c4467ab10a671deaf6613,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5708,,CCCCCC,Solvent,0.4292,,,,,,0.7529000000000001,0.00015000000000000004,10.1021/je3011979
870eaf8403a94ce2892200ce55d13a62,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.622,,CCCCCC,Solvent,0.378,,,,,,0.7648000000000001,0.00015000000000000004,10.1021/je3011979
505eed013fe444df9aaaf32fd20467f4,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.6815,,CCCCCC,Solvent,0.3185,,,,,,0.7789000000000001,0.00015000000000000004,10.1021/je3011979
f5b397e897764b7c929db6c7941a99d5,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7426,,CCCCCC,Solvent,0.25739999999999996,,,,,,0.7937000000000002,0.00015000000000000004,10.1021/je3011979
cacdc1b1d11c45a9875c3d7d45049fcc,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7992,,CCCCCC,Solvent,0.20079999999999998,,,,,,0.8077000000000002,0.00020000000000000006,10.1021/je3011979
60b5dd4d5d5f45a8b320ad668e7717f2,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.8648,,CCCCCC,Solvent,0.1352,,,,,,0.8244000000000001,0.00020000000000000006,10.1021/je3011979
609393c2932c4b69ad64d70d4db6b7fe,318.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.9227,,CCCCCC,Solvent,0.07730000000000004,,,,,,0.8393000000000002,0.00020000000000000006,10.1021/je3011979
79aa985eac60444bbfa5c3db3354ca97,318.15,101.0,Liquid,1,CCCOC(C)=O,Solvent,1.0,,,,,,,,,,0.8598000000000001,0.00010000000000000003,10.1021/je3011979
ebaf6a9ecfdf47f5a12076c00d0e8ef8,298.15,101.0,Liquid,1,CCCCCC,Solvent,1.0,,,,,,,,,,0.6548000000000002,0.00015000000000000004,10.1021/je3011979
a3f29b6677f44d57936bea15f6fb3e6f,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0175,,CCCCCC,Solvent,0.9825,,,,,,0.6580000000000001,0.00015000000000000004,10.1021/je3011979
9439951e31dc47d5b24b78e37983b28c,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.035,,CCCCCC,Solvent,0.965,,,,,,0.6612000000000002,0.00015000000000000004,10.1021/je3011979
55fa319d00514ae89807164ac64f9313,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0831,,CCCCCC,Solvent,0.9169,,,,,,0.6703000000000001,0.00015000000000000004,10.1021/je3011979
c30ede225d8b4175a0a649d4cd5b52a3,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1535,,CCCCCC,Solvent,0.8465,,,,,,0.6839000000000002,0.00015000000000000004,10.1021/je3011979
7cb95c28ddf64c8eafccb05ba917f59f,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2218,,CCCCCC,Solvent,0.7782,,,,,,0.6976000000000002,0.00015000000000000004,10.1021/je3011979
dd73eb5b5e93410082824ae0c1ed4c9b,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2836,,CCCCCC,Solvent,0.7163999999999999,,,,,,0.7103000000000002,0.00015000000000000004,10.1021/je3011979
cb5d688b984946eea06c0d355cadd7b9,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3539,,CCCCCC,Solvent,0.6461,,,,,,0.7249000000000001,0.00015000000000000004,10.1021/je3011979
af2b59cd99cf4d1b8aa9de3b0d6f349f,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4197,,CCCCCC,Solvent,0.5803,,,,,,0.7394000000000002,0.00015000000000000004,10.1021/je3011979
783e0795ddfd4910ae7d0796138f165b,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4795,,CCCCCC,Solvent,0.5205,,,,,,0.7527000000000003,0.00015000000000000004,10.1021/je3011979
99657f76130749758337e2f0d17cacc6,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5417,,CCCCCC,Solvent,0.45830000000000004,,,,,,0.7669000000000001,0.00015000000000000004,10.1021/je3011979
a4aff265665c42298cbd10f2ced5c32d,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.604,,CCCCCC,Solvent,0.396,,,,,,0.7815000000000002,0.00015000000000000004,10.1021/je3011979
a1a5e90345ff463983a70aaf1cd48df1,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.6583,,CCCCCC,Solvent,0.3417,,,,,,0.7945000000000002,0.00015000000000000004,10.1021/je3011979
679c3daa08c9405d83dfacf56243ca8c,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7242,,CCCCCC,Solvent,0.27580000000000005,,,,,,0.8106000000000002,0.00015000000000000004,10.1021/je3011979
44a59740dc164902ab73c055f97badb0,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7772,,CCCCCC,Solvent,0.2228,,,,,,0.8239000000000002,0.00020000000000000006,10.1021/je3011979
44df2b7b90994d6ea6225e436009764f,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.8357,,CCCCCC,Solvent,0.1643,,,,,,0.8389000000000002,0.00020000000000000006,10.1021/je3011979
84e633e42a0348c8928924c42c0b1700,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.8934,,CCCCCC,Solvent,0.10660000000000003,,,,,,0.8539000000000002,0.00020000000000000006,10.1021/je3011979
4a9a2fc7f154444d91b9f7118f78243a,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.9187,,CCCCCC,Solvent,0.08130000000000004,,,,,,0.8605000000000002,0.00020000000000000006,10.1021/je3011979
891e400024d14c98b0846419f37714f6,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.9749,,CCCCCC,Solvent,0.02510000000000001,,,,,,0.8757000000000003,0.00020000000000000006,10.1021/je3011979
ea2a0cd907964fb0be6fbdb988333694,298.15,101.0,Liquid,1,CCCOC(C)=O,Solvent,1.0,,,,,,,,,,0.8825000000000002,0.00010000000000000003,10.1021/je3011979
127c86b7dd814a858e9908dacb65ecf1,291.15,101.0,Liquid,1,CCCCCC,Solvent,1.0,,,,,,,,,,0.6612000000000002,0.00015000000000000004,10.1021/je3011979
33b3dedefbc64ea79cf67f439a25a903,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.012,,CCCCCC,Solvent,0.988,,,,,,0.6634000000000001,0.00015000000000000004,10.1021/je3011979
8b19340c1bd24b31880a0fddcb67e459,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0372,,CCCCCC,Solvent,0.9628,,,,,,0.6680000000000001,0.00015000000000000004,10.1021/je3011979
cfd9e4ea7eb84d2e977ed93d7c481da8,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0924,,CCCCCC,Solvent,0.9076,,,,,,0.6785000000000002,0.00015000000000000004,10.1021/je3011979
fa18232b27b74382a3d6cede270fa029,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1648,,CCCCCC,Solvent,0.8351999999999999,,,,,,0.6927000000000002,0.00015000000000000004,10.1021/je3011979
8817b48f567944e98b7638e644c4d227,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2357,,CCCCCC,Solvent,0.7643,,,,,,0.7070000000000002,0.00015000000000000004,10.1021/je3011979
a82543222e8f451686d261192d99d1d4,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3085,,CCCCCC,Solvent,0.6915,,,,,,0.7222000000000002,0.00015000000000000004,10.1021/je3011979
bb6b98ca3e57477797a4bb53a4e9bf3f,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3804,,CCCCCC,Solvent,0.6195999999999999,,,,,,0.7377000000000002,0.00015000000000000004,10.1021/je3011979
0c3735dae35747cc86ddb6c471d8276d,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.442,,CCCCCC,Solvent,0.558,,,,,,0.7514000000000002,0.00015000000000000004,10.1021/je3011979
2fa2efb2b63941b5bf3bc78119557a40,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5117,,CCCCCC,Solvent,0.48829999999999996,,,,,,0.7672000000000002,0.00015000000000000004,10.1021/je3011979
af60e7fb90ad41fe856102429d887892,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5781,,CCCCCC,Solvent,0.42190000000000005,,,,,,0.7826000000000002,0.00015000000000000004,10.1021/je3011979
cfaa582122ae46bbb2a808064108ee0c,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.64,,CCCCCC,Solvent,0.36,,,,,,0.7973000000000001,0.00015000000000000004,10.1021/je3011979
25511e666321496e9eb840d4644cd87c,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.702,,CCCCCC,Solvent,0.29800000000000004,,,,,,0.8123000000000001,0.00015000000000000004,10.1021/je3011979
87efa3793ab942e0a21d3b1a00dc689a,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7697,,CCCCCC,Solvent,0.23029999999999995,,,,,,0.8291000000000002,0.00020000000000000006,10.1021/je3011979
54e0ac3f4d9d46e9ad6c6a32f8d045a8,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.8208,,CCCCCC,Solvent,0.17920000000000003,,,,,,0.8422000000000003,0.00020000000000000006,10.1021/je3011979
f8f96ea7cdde4ce8bd169010ee819ef2,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.8835,,CCCCCC,Solvent,0.11650000000000005,,,,,,0.8584000000000002,0.00020000000000000006,10.1021/je3011979
d1a6c1204f35484f9016b8f539f821d3,291.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.9247,,CCCCCC,Solvent,0.07530000000000003,,,,,,0.8693000000000002,0.00020000000000000006,10.1021/je3011979
6906c239d74947cb93100b7958b901e7,291.15,101.0,Liquid,1,CCCOC(C)=O,Solvent,1.0,,,,,,,,,,0.8896000000000003,0.00010000000000000003,10.1021/je3011979
60326ccd16f84d208cdd2caddb060982,328.15,101.0,Liquid,1,CCCCCCC,Solvent,1.0,,,,,,,,,,0.6537000000000002,0.00015000000000000004,10.1021/je3011979
62a7777427b04b81a32a6f163ef32d63,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0373,,CCCCCCC,Solvent,0.9627,,,,,,0.6585000000000002,0.00015000000000000004,10.1021/je3011979
d139c80dbab044009baed354bbb89b27,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.0866,,CCCCCCC,Solvent,0.9134,,,,,,0.6654000000000001,0.00015000000000000004,10.1021/je3011979
337bcbe36b60415f944b201b68b84dce,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1645,,CCCCCCC,Solvent,0.8355,,,,,,0.6768000000000001,0.00015000000000000004,10.1021/je3011979
1806c7cab2854b70871b2985c59e3c02,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.2401,,CCCCCCC,Solvent,0.7599,,,,,,0.6886000000000002,0.00015000000000000004,10.1021/je3011979
99c57c20c5d349b8afaf5cbedb728ced,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3096,,CCCCCCC,Solvent,0.6904,,,,,,0.7000000000000002,0.00015000000000000004,10.1021/je3011979
91fd55f49191414194c7e47dfa954867,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.3783,,CCCCCCC,Solvent,0.6216999999999999,,,,,,0.7118000000000001,0.00015000000000000004,10.1021/je3011979
57c3778bd2434ccdb5ceca1532ea7dd0,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4478,,CCCCCCC,Solvent,0.5522,,,,,,0.7243000000000002,0.00015000000000000004,10.1021/je3011979
5c87d162795d41daba3581cc3fad7eb1,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5142,,CCCCCCC,Solvent,0.4858,,,,,,0.7368000000000001,0.00015000000000000004,10.1021/je3011979
f1d77686c986413b9412e66b9b5aa9de,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.5756,,CCCCCCC,Solvent,0.4244,,,,,,0.7489000000000001,0.00015000000000000004,10.1021/je3011979
2a9a9967bc4f4f3393c0bf65de6a8881,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.6377,,CCCCCCC,Solvent,0.36229999999999996,,,,,,0.7617000000000003,0.00015000000000000004,10.1021/je3011979
bf1dea14d9b64dd1b52270c751a02d5d,328.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.6884,,CCCCCCC,Solvent,0.3116,,,,,,0.7725000000000002,0.00015000000000000004,10.1021/je3011979
