,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,Density Value (g / ml),Density Uncertainty (g / ml),OsmoticCoefficient Value (),OsmoticCoefficient Uncertainty (),Source
1011,e52b98e6e66c4f8c822b2d3b7cae835e,323.15,101.0,Liquid,2,CCCO,Solvent,0.07723696516090255,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9227630348390974,,,,,,,,0.565,0.01,10.1016/j.jct.2011.03.012
1012,5a1f286ca6e84fcc81a0e08f087997f8,323.15,101.0,Liquid,2,CCCO,Solvent,0.10936467872387264,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8906353212761273,,,,,,,,0.498,0.0105,10.1016/j.jct.2011.03.012
1013,a54a2303ccfa49248be357be9e726cb1,323.15,101.0,Liquid,2,CCCO,Solvent,0.1425647881897453,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8574352118102547,,,,,,,,0.455,0.0115,10.1016/j.jct.2011.03.012
1014,be8e2551d4194c5f9d9864236d12d07c,323.15,101.0,Liquid,2,CCCO,Solvent,0.16615006701826843,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8338499329817317,,,,,,,,0.416,0.012,10.1016/j.jct.2011.03.012
1015,206b9d8ec99f496c8499011f1fb238ef,323.15,101.0,Liquid,2,CCCO,Solvent,0.24551981433217834,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.7544801856678218,,,,,,,,0.305,0.0135,10.1016/j.jct.2011.03.012
1016,7097a609d3ca48e09deea5ce8ad7f20d,323.15,101.0,Liquid,2,CCCO,Solvent,0.30852076872653417,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.6914792312734659,,,,,,,,0.27,0.014,10.1016/j.jct.2011.03.012
1017,b9c141cdb20e4235a375d08c4badba3f,323.15,101.0,Liquid,2,CCCO,Solvent,0.361364548317458,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.638635451682542,,,,,,,,0.243,0.0145,10.1016/j.jct.2011.03.012
1018,8e5268d8f3b74236b6611181a07c7325,323.15,101.0,Liquid,2,CCCO,Solvent,0.410046926711709,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.589953073288291,,,,,,,,0.212,0.0155,10.1016/j.jct.2011.03.012
1019,fae78378e77440e88dbf8904abcf03b7,323.15,101.0,Liquid,2,CCCO,Solvent,0.46700461149628,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.5329953885037201,,,,,,,,0.18,0.016,10.1016/j.jct.2011.03.012
1020,b1ddffce989f4d6f823d8502c72a098b,323.15,101.0,Liquid,2,CCCO,Solvent,0.5264085155204407,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.4735914844795594,,,,,,,,0.158,0.0165,10.1016/j.jct.2011.03.012
1021,1978a53f6b79429aa732673b59cbcfe2,323.15,101.0,Liquid,2,CCCO,Solvent,0.5670992642606422,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.43290073573935783,,,,,,,,0.146,0.0165,10.1016/j.jct.2011.03.012
1022,f75edadf2bea49a2b568b4b9015f7820,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.018361315330290173,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9816386846697098,,,,,,,,0.916,0.006,10.1016/j.jct.2011.03.012
1023,985d09ef96544e2aaa6d68c37959a7d9,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.029986722309098334,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9700132776909016,,,,,,,,0.87,0.0065,10.1016/j.jct.2011.03.012
1024,018df875cf1844e1bd26cfe3bd26eafe,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.0398993224290107,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9601006775709895,,,,,,,,0.795,0.007,10.1016/j.jct.2011.03.012
1025,1dc14dcce4914953ad48120fdbe4c69e,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.07345638258394063,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9265436174160595,,,,,,,,0.625,0.009,10.1016/j.jct.2011.03.012
1026,5972bdf5b15146a296f9b6fa5b0e6da0,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.11063550967730001,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8893644903227,,,,,,,,0.538,0.01,10.1016/j.jct.2011.03.012
1027,2ab668aa063b47289f7224e857043b63,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.1365679260520909,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8634320739479092,,,,,,,,0.473,0.011,10.1016/j.jct.2011.03.012
1028,285d2b378d35435da5684d71da722836,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.1663132843438912,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.833686715656109,,,,,,,,0.432,0.0115,10.1016/j.jct.2011.03.012
1029,be9811ad34dd4c22aad8e19663b0442c,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.21802330013944546,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.7819766998605546,,,,,,,,0.365,0.0125,10.1016/j.jct.2011.03.012
1030,526d0be1d3b2453fa7cf96e7569a04a6,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.305400832516037,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.694599167483963,,,,,,,,0.306,0.0135,10.1016/j.jct.2011.03.012
1031,59f9c08ce1b04dbe85c092d37f296920,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.3742654869401941,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.625734513059806,,,,,,,,0.264,0.0145,10.1016/j.jct.2011.03.012
1032,4d97278f67f1442b8f3104b475582d02,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.47647149664431754,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.5235285033556826,,,,,,,,0.198,0.0155,10.1016/j.jct.2011.03.012
1033,4ddc583b394d4d8dbe05715d12894552,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.5163427793138474,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.48365722068615274,,,,,,,,0.18,0.016,10.1016/j.jct.2011.03.012
1034,c2409f5c5e744dc2b526733d7460d0bb,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.5598519414344243,,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.44014805856557576,,,,,,,,0.162,0.016,10.1016/j.jct.2011.03.012
1035,abf9333d1bc4401694121ac672f66902,323.15,101.0,Liquid,2,CCCO,Solvent,0.01646489570710967,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9835351042928903,,,,,,,,0.894,0.0065,10.1016/j.jct.2011.03.012
1036,67fe3b35bea04333be8c9b25728d45d5,323.15,101.0,Liquid,2,CCCO,Solvent,0.030114005457756894,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.969885994542243,,,,,,,,0.765,0.0075,10.1016/j.jct.2011.03.012
1037,2d5839eef3f845699545f267a1e83db2,323.15,101.0,Liquid,2,CCCO,Solvent,0.041233236175466724,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9587667638245332,,,,,,,,0.691,0.008,10.1016/j.jct.2011.03.012
1038,a42b03cbf3874476bfcd5cd8c0e0b302,323.15,101.0,Liquid,2,CCCO,Solvent,0.07325135117639048,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9267486488236095,,,,,,,,0.608,0.009,10.1016/j.jct.2011.03.012
1039,280a0383bc744d9aa79ca0d4ecb1b38c,323.15,101.0,Liquid,2,CCCO,Solvent,0.10443714719290478,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8955628528070952,,,,,,,,0.55,0.01,10.1016/j.jct.2011.03.012
1040,1e67c5bad4434ffb8550437fb000a61e,323.15,101.0,Liquid,2,CCCO,Solvent,0.13444354812198633,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8655564518780137,,,,,,,,0.474,0.011,10.1016/j.jct.2011.03.012
1041,ec887246a6a54816abaf72c89648fe3d,323.15,101.0,Liquid,2,CCCO,Solvent,0.16550719533680877,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8344928046631912,,,,,,,,0.434,0.0115,10.1016/j.jct.2011.03.012
1042,00316bab1dbb4fe0a12c88c399bc2369,323.15,101.0,Liquid,2,CCCO,Solvent,0.2528040337565363,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.7471959662434636,,,,,,,,0.354,0.013,10.1016/j.jct.2011.03.012
1043,bf21e172548144b28ae251fd6ec57d54,323.15,101.0,Liquid,2,CCCO,Solvent,0.3159893666971757,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.6840106333028243,,,,,,,,0.305,0.0135,10.1016/j.jct.2011.03.012
1044,191284003f00464180cb8c5397764904,323.15,101.0,Liquid,2,CCCO,Solvent,0.41025352342238264,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.5897464765776174,,,,,,,,0.238,0.015,10.1016/j.jct.2011.03.012
1045,ab12ddad012e4575b4d94dd7350b1657,323.15,101.0,Liquid,2,CCCO,Solvent,0.4667031475694195,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.5332968524305806,,,,,,,,0.222,0.015,10.1016/j.jct.2011.03.012
1046,342f5be6d0ab4b1d86626cc977dab19f,323.15,101.0,Liquid,2,CCCO,Solvent,0.5234716271249894,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.4765283728750106,,,,,,,,0.2,0.0155,10.1016/j.jct.2011.03.012
1047,466f72a78f4e42d78c8a8f0c8fdc9bd8,323.15,101.0,Liquid,2,CCCO,Solvent,0.5686694760849864,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.4313305239150136,,,,,,,,0.182,0.016,10.1016/j.jct.2011.03.012
1048,295e05795c89400d97b21d2394858e14,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.013318045250735095,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9866819547492649,,,,,,,,0.999,0.006,10.1016/j.jct.2011.03.012
1049,819e8f2d6cf741f4b852cd5433f53286,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.03159877719228466,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9684012228077153,,,,,,,,0.802,0.007,10.1016/j.jct.2011.03.012
1050,e977805ee5444c78a46455592277b40c,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.04234974002117466,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9576502599788252,,,,,,,,0.735,0.0075,10.1016/j.jct.2011.03.012
1051,5d7e014ae0ad47f1a49a1e0f9a787fae,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.0768578264585144,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9231421735414855,,,,,,,,0.6,0.0095,10.1016/j.jct.2011.03.012
1052,c7849d3a80ab49d3b7ae1094654c3313,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.10925501403903337,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8907449859609666,,,,,,,,0.524,0.0105,10.1016/j.jct.2011.03.012
1053,c0bdcd8f0ae449f0a1769db605e3de38,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.14271482336914834,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8572851766308517,,,,,,,,0.487,0.011,10.1016/j.jct.2011.03.012
1054,2621437718214e6b9a539c5a3d61d962,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.17250476409063717,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8274952359093628,,,,,,,,0.45,0.0115,10.1016/j.jct.2011.03.012
1055,932ba23f19c64af28e3d33e5ff7fabdf,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.23016432430584,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.76983567569416,,,,,,,,0.386,0.0125,10.1016/j.jct.2011.03.012
1056,8726ceee745d41079d4531a8098373c8,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.296383595118052,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.703616404881948,,,,,,,,0.342,0.013,10.1016/j.jct.2011.03.012
1057,e3b6e7dfb02e4397a5a9b875196960d6,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.3535561497493133,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.6464438502506867,,,,,,,,0.304,0.0135,10.1016/j.jct.2011.03.012
1058,aa7fd262384847da97253078f866e623,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.41509133087296085,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.584908669127039,,,,,,,,0.287,0.014,10.1016/j.jct.2011.03.012
1059,a8feb15f0b8545989618408a7998efa5,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.46765826483486106,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.532341735165139,,,,,,,,0.254,0.0145,10.1016/j.jct.2011.03.012
1060,e2f05e83b8b24326b97f60bb643a5046,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.5069087922614159,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.49309120773858417,,,,,,,,0.231,0.015,10.1016/j.jct.2011.03.012
1061,d4ab52b9b4454bd5b4e5d8c0f105b561,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.5425229820986005,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.4574770179013995,,,,,,,,0.224,0.015,10.1016/j.jct.2011.03.012
1062,3cae1a93a6324c0e9d227d236ccf6813,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.5751832175727902,,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.4248167824272098,,,,,,,,0.212,0.0155,10.1016/j.jct.2011.03.012
1063,e1ff6524e03a409ebbd3d4294831fa57,323.15,101.0,Liquid,2,CCCO,Solvent,0.020618131684329213,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9793818683156709,,,,,,,,0.851,0.0065,10.1016/j.jct.2011.03.012
1064,010e4b73aef7498ebafea2804c6cea13,323.15,101.0,Liquid,2,CCCO,Solvent,0.03218539843771387,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.967814601562286,,,,,,,,0.793,0.007,10.1016/j.jct.2011.03.012
1065,bcc80a90fa22461683797e5a441ad934,323.15,101.0,Liquid,2,CCCO,Solvent,0.04059626721814041,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9594037327818594,,,,,,,,0.733,0.0075,10.1016/j.jct.2011.03.012
1066,947dfcebaf664e9da470943bf25a7794,323.15,101.0,Liquid,2,CCCO,Solvent,0.07987497249240764,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9201250275075924,,,,,,,,0.567,0.0095,10.1016/j.jct.2011.03.012
1067,8dfc5ed7b2a74bd7b21640e902af197c,323.15,101.0,Liquid,2,CCCO,Solvent,0.11812347778694758,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8818765222130523,,,,,,,,0.487,0.011,10.1016/j.jct.2011.03.012
1068,42e9f96b60294f6cb605c81ca7d2af2f,323.15,101.0,Liquid,2,CCCO,Solvent,0.1484206103452544,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8515793896547456,,,,,,,,0.452,0.0115,10.1016/j.jct.2011.03.012
1069,30e8e4d607d24fa89ee174fb7c86a351,323.15,101.0,Liquid,2,CCCO,Solvent,0.17553806446646003,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8244619355335399,,,,,,,,0.421,0.012,10.1016/j.jct.2011.03.012
1070,d6cd891a710c473db414decb24754dee,323.15,101.0,Liquid,2,CCCO,Solvent,0.2579239583123876,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.7420760416876123,,,,,,,,0.362,0.013,10.1016/j.jct.2011.03.012
1071,36c5aaad52024a37b0a60c9273c49eee,323.15,101.0,Liquid,2,CCCO,Solvent,0.318008248403842,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.681991751596158,,,,,,,,0.313,0.0135,10.1016/j.jct.2011.03.012
1072,275949f5d7c0443094b1b15a42045e9a,323.15,101.0,Liquid,2,CCCO,Solvent,0.37770265769628636,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.6222973423037137,,,,,,,,0.281,0.014,10.1016/j.jct.2011.03.012
1073,289ec0b64a5544cb8e269233d6b1d87e,323.15,101.0,Liquid,2,CCCO,Solvent,0.4249038117880552,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.5750961882119446,,,,,,,,0.257,0.0145,10.1016/j.jct.2011.03.012
1074,e54767e842104cd6a614e77aa28d8fe4,323.15,101.0,Liquid,2,CCCO,Solvent,0.48168151836593537,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.5183184816340645,,,,,,,,0.232,0.015,10.1016/j.jct.2011.03.012
1075,db72ab22ca454678ae866ddd3e5f4b3e,323.15,101.0,Liquid,2,CCCO,Solvent,0.5331597246644072,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.4668402753355928,,,,,,,,0.211,0.0155,10.1016/j.jct.2011.03.012
1076,32dd94cabf3f416db872044ac5481b62,323.15,101.0,Liquid,2,CCCO,Solvent,0.5743584973664136,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.4256415026335862,,,,,,,,0.198,0.0155,10.1016/j.jct.2011.03.012
1077,1790bf8eb0e44f0aac39a1eb00440b53,323.15,101.0,Liquid,2,CCCO,Solvent,0.6081619386098445,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.3918380613901555,,,,,,,,0.188,0.0155,10.1016/j.jct.2011.03.012
1078,d4dfb5a9a91242d09806aada348d3344,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.022865570797351437,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9771344292026484,,,,,,,,0.964,0.006,10.1016/j.jct.2011.03.012
1079,26e331837fbf4f85ab4ee3cef9917d0c,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.03163515768618648,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9683648423138134,,,,,,,,0.916,0.006,10.1016/j.jct.2011.03.012
1080,89c275a7012540d08c9ca082cfc72180,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.04263775648820449,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.9573622435117954,,,,,,,,0.844,0.0065,10.1016/j.jct.2011.03.012
1081,14c71fb077d24b23be69958bcf2455fc,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.08072629958265494,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.919273700417345,,,,,,,,0.688,0.008,10.1016/j.jct.2011.03.012
1082,595f94a565c74223a981bbb9ec9af588,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.11254395459998162,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8874560454000183,,,,,,,,0.589,0.0095,10.1016/j.jct.2011.03.012
1083,69daf2c19b264727b56eef92586720b6,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.1456747120632027,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8543252879367972,,,,,,,,0.535,0.01,10.1016/j.jct.2011.03.012
1084,c2f5faf1675242b896922bdef960283c,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.17542402509624916,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.8245759749037509,,,,,,,,0.495,0.011,10.1016/j.jct.2011.03.012
1085,299a23c5df7f410b846ab7ce5819fcaf,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.23179393255983702,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.768206067440163,,,,,,,,0.417,0.012,10.1016/j.jct.2011.03.012
1086,ffb12e40132248ce971d2cc7849cfb16,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.30015406662054445,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.6998459333794556,,,,,,,,0.358,0.013,10.1016/j.jct.2011.03.012
1087,03142138f4b24ba09d38bcbf71c0be69,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.3595686498200362,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.6404313501799638,,,,,,,,0.32,0.0135,10.1016/j.jct.2011.03.012
1088,592d1c2b5f6e4c5488096992bff37e3f,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.422284386742871,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.5777156132571291,,,,,,,,0.299,0.014,10.1016/j.jct.2011.03.012
1089,e4fc611774644877a42a3e2cffc40d07,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.471116611692493,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.5288833883075069,,,,,,,,0.273,0.014,10.1016/j.jct.2011.03.012
1090,9d8c7bae9291431583f8bed4155ea66a,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.5123868725602575,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.4876131274397424,,,,,,,,0.254,0.0145,10.1016/j.jct.2011.03.012
1091,d0dd06db19f843c3808e1faf3e72df17,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.5527808580225262,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.44721914197747387,,,,,,,,0.243,0.0145,10.1016/j.jct.2011.03.012
1092,be5f72f29cb64018b667892228e97a17,323.15,101.0,Liquid,2,CC(C)O,Solvent,0.5805356243824411,,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,0.41946437561755884,,,,,,,,0.226,0.015,10.1016/j.jct.2011.03.012
1093,179a72f051274ed68174377fd9d40bf1,323.15,,Liquid + Gas,2,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],Solvent,0.0031391110806692686,,CC(C)O,Solvent,0.9968608889193308,,,,,,,,0.95,0.006,10.1016/j.jct.2008.12.021
1094,67f4c33f33df4a8dacea0da29d42702f,323.15,,Liquid + Gas,2,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],Solvent,0.005034553150878631,,CC(C)O,Solvent,0.9949654468491214,,,,,,,,0.905,0.006,10.1016/j.jct.2008.12.021
1095,1786efee9b754eedb3b7436595e3326f,323.15,,Liquid + Gas,2,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],Solvent,0.0064721735939169195,,CC(C)O,Solvent,0.9935278264060831,,,,,,,,0.871,0.0065,10.1016/j.jct.2008.12.021
1096,49f1530337504dda910dd7d4da920630,323.15,,Liquid + Gas,2,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],Solvent,0.012386547877076146,,CC(C)O,Solvent,0.9876134521229238,,,,,,,,0.799,0.007,10.1016/j.jct.2008.12.021
