Mixture,Count
CN(C)C=O,1
CO,1
OC1=NCCC1,1
CCCOC(=O)CC | ClCCCl,3
C1CCOCC1 | c1ccccc1,3
CN1CCCC1=O | ClCCCCCCCl,3
CCCCC(=O)OCC | CCOC(C)=O,3
CCCCCCC | c1ccccc1,3
CN1CCCC1=O | c1ccncc1,3
CCOCCO | c1ccccc1,3
CC(C)OC(C)C | CCCCCl,3
CCCCCC(C)=O | CCCCNCCCC,3
CCCOC(C)=O | O,1
CC(C)(C)O | OC1=NCCC1,3
O | OCCNCCO,3
CCCCOC(=O)CCC,1
CCCCCC(C)=O | CCN(CC)CC,3
CN(C)C=O | ClCCCl,3
BrCCBr | CCC(=O)OC,3
CN1CCNCC1,1
Cc1ccccc1N | c1ccncc1,3
CCN(CC)CC,1
CNc1ccccc1 | Cc1ccccc1,3
C1CCCC1 | CCCCCCCO,3
C1CCCCC1 | CNc1ccccc1,3
CN1CCCC1=O | Cc1ccccc1,3
OC1=NCCC1 | c1ccncc1,3
ClCCCl,1
CC(=O)N(C)C | ClCCCl,3
COC=O,1
C=CCCCC,1
CCCCC | CCOC=O,3
CCC(C)=O | CN1CCCC1=O,3
NCCNCCN,1
C1CCNCC1 | O,3
C1COCCO1 | O=C1CCCCCC1,3
BrCCCCBr,1
CC(C)CO | CCCCBr,3
C1COCO1 | O=C1CCCC1,3
Nc1ccccc1,1
CCCCC(=O)OC | COC=O,3
c1cc[nH]c1 | c1ccccc1,3
C1CCOCC1 | Cc1ccccc1N,3
CCCCCl | CN1CCCC1=O,3
BrCCBr | COC=O,3
C1CCOCC1 | Cc1ccccc1C,3
CCCCOC(C)=O | CCOC(C)=O,3
Cc1ccccc1N,1
C1COCCO1 | CCCCCC(C)=O,3
Cc1ccccc1N | Cc1ccccn1,3
O=C1CCCCCC1,1
CC(C)CCl | CC(C)OC(C)C,3
CC1CCCCC1,1
CC(C)(C)Cl,1
CN1CCCC1=O | ClCCCl,3
C1CCOCC1 | Cc1ccncc1,3
CCCCBr,1
COc1ccccc1 | OCCc1ccccc1,3
CCCCCC(C)=O | CCCNCCC,3
C1COCCO1 | O=C1CCCC1,3
CCC(C)(C)O | CCO,3
CCOC(C)(C)CC,1
COC=O | ClCCCl,3
CCCO | O=Cc1ccccc1,3
CC(=O)C(C)=O,1
CN(C)CCO | O,3
Cc1ccccc1Cl,1
C1CCOCC1 | CCCCCO,3
C1CCCCC1,1
OCCN1CCOCC1,1
CN1CCCC1=O | c1ccccc1,3
CC(=O)CC(C)C | CCC(C)(C)O,3
C1CCOCC1 | CNC=O,3
Cc1ccncc1 | O,3
CCCOC=O | ClCCCl,3
C1COCCO1 | O=C1CCCCC1,3
CCC(C)(C)O | CCOC(C)(C)CC,3
CC(C)CC(C)(C)C | CCCC(=O)OC,3
CO | OCCO,2
C1CCOCC1 | CCCCCC(C)=O,3
CC(C)=O | Nc1ccccc1,3
CNC=O,1
C1CCOCC1 | O=C1CCCC1,3
OCC(O)CO,1
BrCCBr,1
CN(CCO)CCO | c1ccncc1,3
C1COCCN1 | O,3
C1CCCCC1 | c1cc[nH]c1,3
O | OCCOCCO,3
CN(C)CCCO,1
COC(C)=O,1
C1CCOCC1 | O=C1CCCCC1,3
COC(C)(C)C,1
NCCNCCO | O,3
CC(C)CC(C)(C)C | CCCCOCCCC,3
CCOCCO | OCc1ccccc1,3
C1COCO1 | CCCCCC(C)=O,3
C=CCCCC | CCCO,3
CNCCO,1
ClCCCCl,1
O | OCC(O)CO,3
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,1
CC(=O)c1ccccc1 | CC(C)O,3
CCCCC | COC=O,3
CCOc1ccccc1 | OCc1ccccc1,3
CCC(C)=O | CCCCNCCCC,3
CCC(C)=O | CNc1ccccc1,3
Cc1cccnc1,1
C=C(C)[C@H]1CC=C(C)CC1,1
CC(C)CC(C)(C)C,1
c1ccncc1,1
Cc1ccccc1N | Cc1cccnc1,3
COc1ccccc1 | OCc1ccccc1,3
CCCCCCC | CNc1ccccc1,3
C1CCCC1,1
CN1CCCCC1,1
Clc1ccccc1,1
CCOc1ccccc1 | OCCCc1ccccc1,3
C1COCCO1 | CCCC(C)=O,3
OCCOCCO | OCc1ccccc1,3
CC1CCCCC1 | CCCO,3
Cc1ccccn1,1
CN1CCNCC1 | O,3
NCCCNCCCN,1
BrCCCBr,1
CCOC(C)(C)C | Cc1ccccc1,3
Cn1ccnc1 | O,3
CN(C)C=O | ClCCCCCl,3
CN1CCOCC1,1
CNC=O | Cc1ccccc1Cl,3
CCOC(=O)CC(=O)OCC,1
CCCCCCCl | CN1CCCC1=O,3
NCCO,1
CC(C)CO | OC1=NCCC1,3
C1CCOCC1 | CCCC(C)=O,3
CCCCC,1
O | OCCN(CCO)CCO,1
C1CCOCC1 | Cc1ccccn1,3
CCOC=O,1
C1CCCCC1 | C1CCOCC1,3
CC(=O)N(C)C | ClCCCCCl,3
CC(C)(C)Cl | CC(C)OC(C)C,3
O | OC1=NCCC1,3
OCCNCCO,1
Cc1ccccc1N | Cc1ccncc1,3
CC(C)(C)O,1
C1COCO1 | Cc1ccccc1Cl,3
CCCCCCCCC | COC(C)(C)C,3
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2 | CCO,3
C=CCCCC | CCCCO,3
CC(C)OC(C)C,1
c1cc[nH]c1 | c1ccncc1,3
CC(C)O | CCOC(=O)CC(=O)OCC,3
CCN(CC)CCO | O,1
C1COCO1 | CCCC(C)=O,3
CC(C)OC(C)C | Cc1ccccc1,3
CC(C)CC(C)(C)C | CCO,3
C1COCO1,1
CCCCO | OC1=NCCC1,3
CN1CCCC1=O | ClCCCCCl,3
CCCCOC(C)=O | c1ccccc1,3
COc1ccccc1 | OCCCc1ccccc1,3
CCOC=O | ClCCCl,3
C1CCCCC1 | c1ccccc1,3
CCCCC(=O)OC | CO,3
CC(C)CO | CCOC(=O)CC(=O)OCC,3
CC(C)CC(C)(C)C | CCCO,3
CC(C)=O | CNc1ccccc1,3
C1COCCO1 | Cc1ccccc1Cl,3
NCCO | c1ccncc1,3
C1CCCCC1 | CCCCCCCC,3
CCCC(=O)OC | COC(C)=O,3
C1CCOCC1 | c1ccncc1,3
CCCCC(=O)OC | COC(C)=O,3
CCC(C)=O | CCN(CC)CC,3
Cc1cccc(C)n1,1
C1CCCCC1 | CCCCCC,3
BrCCBr | COC(C)=O,3
CC(C)O | O,3
C1CCNCC1,1
c1cc[nH]c1,1
CC(=O)N(C)C,1
CCC(C)=O | Nc1ccccc1,3
CN(C)CCCO | O,3
CCOc1ccccc1 | OCCc1ccccc1,3
C1CCOCC1 | Cc1ccccc1Cl,3
C1CCOCC1 | CCO,3
CC(=O)C(C)C,1
CCC(C)=O | CCCCO,3
CNCCO | O,3
COC=O | ClCCCCl,3
CC(C)CC(C)(C)C | CC(C)OC(C)C,3
CCCCO | OCCO,3
NCCCO | O,3
CC(=O)c1ccccc1,1
C1CCOCC1 | Cc1cccnc1,3
c1ccccc1,1
CNc1ccccc1,1
CC/C=C\CCO,1
ClCCCCCl,1
OCc1ccccc1,1
CN(CCO)CCO | O,3
BrCCCCCBr,1
Cc1cccnc1 | O,3
CO | COC=O,3
CN(C)C=O | ClCCCCCCCl,3
C1CCOCC1 | Cc1ccccc1,3
NCCNCCN | O,3
Cn1ccnc1,1
CN1CCCC1=O,1
CC(C)CCl,1
C1CCCCC1 | CN1CCCC1=O,3
C1CCCCC1 | C1COCCO1,3
O | OCCN1CCOCC1,3
O=Cc1ccccc1,1
Cc1ccncc1,1
CC(C)CC(C)(C)C | COC(C)=O,3
CN1CCCCC1 | O,3
CC(C)OC(C)C | CCO,3
C1CCCCC1 | CC(C)O,3
CCCOC(=O)CC | Cc1ccccc1,3
C=C(C)[C@H]1CC=C(C)CC1 | CCCCCO,3
CCCCC | CCCOC=O,3
Clc1ccccc1 | c1ccccc1,3
CCC(C)=O | CCCNCCC,3
BrCCBr | CCOC=O,3
CCOC(=O)CC(=O)OCC | CO,3
CN(C)C=O | Cc1ccccc1Cl,3
BrCCCBr | COC(C)=O,3
CNC=O | Cc1ccccc1N,3
C1COCCN1,1
CN1CCOCC1 | O,3
OCCN(CCO)CCO,1
COc1ccccc1,1
