Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,OsmoticCoefficient Value (),OsmoticCoefficient Uncertainty (),Source
37a0c280cd644ed48bafb5710a80dc47,298.15,101.0,Liquid,2,N.N.O=S(=O)(O)O,Solvent,0.0512747768294498,,O,Solvent,0.9487252231705502,,,,,,0.627,0.0085,10.1016/j.jct.2013.08.018
9808ef1a266742b691e566d18c0e638a,298.15,101.0,Liquid,3,C[C@H](N)C(=O)O,Solvent,0.003406673360876,,N.N.O=S(=O)(O)O,Solvent,0.05110010041314,,O,Solvent,0.9454932262259838,,0.642,0.008,10.1016/j.jct.2013.08.018
3cb4a3c39a0a4d768b8486101ea62290,298.15,101.0,Liquid,3,C[C@H](N)C(=O)O,Solvent,0.0067733541229185,,N.N.O=S(=O)(O)O,Solvent,0.0509274746084103,,O,Solvent,0.942299171268671,,0.648,0.008,10.1016/j.jct.2013.08.018
efdb6fb2ad864ba69350ae0655309c3c,298.15,101.0,Liquid,3,C[C@H](N)C(=O)O,Solvent,0.0101173648996225,,N.N.O=S(=O)(O)O,Solvent,0.0507560112021195,,O,Solvent,0.939126623898258,,0.668,0.0075,10.1016/j.jct.2013.08.018
5e1cdf7d2ed9480da4d5f53a265ef67b,298.15,101.0,Liquid,3,C[C@H](N)C(=O)O,Solvent,0.0134222983255671,,N.N.O=S(=O)(O)O,Solvent,0.050586551478268,,O,Solvent,0.9359911501961647,,0.682,0.0075,10.1016/j.jct.2013.08.018
58eae48032cd48b9a3ab1243a4aff7ee,298.15,101.0,Liquid,3,C[C@H](N)C(=O)O,Solvent,0.0167713335938035,,N.N.O=S(=O)(O)O,Solvent,0.0504148304422953,,O,Solvent,0.9328138359639012,,0.704,0.007,10.1016/j.jct.2013.08.018
0a8bcc9ea97844cc881b462e8b6a256f,298.15,101.0,Liquid,3,C[C@H](N)C(=O)O,Solvent,0.0200320581571783,,N.N.O=S(=O)(O)O,Solvent,0.0502476375180059,,O,Solvent,0.9297203043248156,,0.713,0.007,10.1016/j.jct.2013.08.018
4ca06b6e7c694ec4b161874a1623767e,298.15,101.0,Liquid,3,C[C@H](N)C(=O)O,Solvent,0.0233527468516146,,N.N.O=S(=O)(O)O,Solvent,0.0500773699462786,,O,Solvent,0.9265698832021066,,0.713,0.007,10.1016/j.jct.2013.08.018
a2f7628736584f54a834b86b791124b8,298.15,101.0,Liquid,3,C[C@H](N)C(=O)O,Solvent,0.026602426212107,,N.N.O=S(=O)(O)O,Solvent,0.0499107433623021,,O,Solvent,0.9234868304255908,,0.743,0.007,10.1016/j.jct.2013.08.018
bbbb9178e0474032bed3791b4d43b91e,298.15,101.0,Liquid,3,C[C@H](N)C(=O)O,Solvent,0.0298144640715108,,N.N.O=S(=O)(O)O,Solvent,0.0497460468378934,,O,Solvent,0.9204394890905956,,0.767,0.0065,10.1016/j.jct.2013.08.018
244a5c0aaa1241e5a982850f3a7d8e72,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0017822675232524,,[Cl-].[Na+],Solvent,0.0089113376162622,,O,Solvent,0.9893063948604852,,0.927,0.005,10.1016/j.jct.2013.08.018
85a608f7ca454cc99086aeba18e409c0,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0035581933939773,,[Cl-].[Na+],Solvent,0.0088954834849433,,O,Solvent,0.9875463231210792,,0.932,0.005,10.1016/j.jct.2013.08.018
572a2ed9de8e4f9b8c438e758109d742,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0053278113993033,,[Cl-].[Na+],Solvent,0.0088796856655055,,O,Solvent,0.985792502935191,,0.944,0.005,10.1016/j.jct.2013.08.018
f13ba9afd0b64d9baf114617ad2d9c17,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0070911550867692,,[Cl-].[Na+],Solvent,0.0088639438584616,,O,Solvent,0.9840449010547692,,0.954,0.005,10.1016/j.jct.2013.08.018
ba806a5afb5b40d68f4b1d9c301cdbe6,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0017665254188374,,[Cl-].[Na+],Solvent,0.0176652541883747,,O,Solvent,0.9805682203927876,,0.94,0.005,10.1016/j.jct.2013.08.018
f881897bbf874475a3ed5ca3c7ed39a7,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.003526820619403,,[Cl-].[Na+],Solvent,0.0176341030970154,,O,Solvent,0.9788390762835814,,0.946,0.005,10.1016/j.jct.2013.08.018
6d1d87d2582e417cb9a72a2d01fa0671,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0052809185029718,,[Cl-].[Na+],Solvent,0.0176030616765726,,O,Solvent,0.9771160198204556,,0.956,0.005,10.1016/j.jct.2013.08.018
f13ed854820a407f8d843115f0a1c67e,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0070288517395603,,[Cl-].[Na+],Solvent,0.0175721293489009,,O,Solvent,0.9753990189115388,,0.968,0.005,10.1016/j.jct.2013.08.018
abc0055923d3476998e8b01ff7e3743b,298.15,101.0,Liquid,2,[Cl-].[Na+],Solvent,0.0176965155328884,,O,Solvent,0.9823034844671116,,,,,,0.925,0.005,10.1016/j.jct.2013.08.018
8fb0776849b440b99c81463651d52852,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0008840435521218,,[Cl-].[Na+],Solvent,0.0176808710424365,,O,Solvent,0.9814350854054416,,0.927,0.005,10.1016/j.jct.2013.08.018
56f88ce5675c4f44b299b7f29d762725,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0017665254188374,,[Cl-].[Na+],Solvent,0.0176652541883747,,O,Solvent,0.9805682203927876,,0.924,0.005,10.1016/j.jct.2013.08.018
24b88a3a46884f2fa897d57a408ac283,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0026474497346305,,[Cl-].[Na+],Solvent,0.017649664897537,,O,Solvent,0.9797028853678326,,0.938,0.005,10.1016/j.jct.2013.08.018
3e6f2eaa0ee74e419734746c0afa7dd2,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0035092483987541,,[Cl-].[Na+],Solvent,0.0176344140640911,,O,Solvent,0.9788563375371546,,0.946,0.005,10.1016/j.jct.2013.08.018
938621d6c6904442b818e5f7795adb92,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0043871009042643,,[Cl-].[Na+],Solvent,0.0176188791335917,,O,Solvent,0.9779940199621436,,0.944,0.005,10.1016/j.jct.2013.08.018
fa6fabc98cb14d1ca8e94e68d5a63cad,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0051933602897963,,[Cl-].[Na+],Solvent,0.0176046111518521,,O,Solvent,0.9772020285583513,,0.942,0.005,10.1016/j.jct.2013.08.018
700b2a8e6dd540459e444661216c62a9,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0061556536692404,,[Cl-].[Na+],Solvent,0.0175875819121156,,O,Solvent,0.9762567644186438,,0.967,0.005,10.1016/j.jct.2013.08.018
84e5822887f64c4a841ba5b614012d66,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0070114028154886,,[Cl-].[Na+],Solvent,0.0175724381340568,,O,Solvent,0.9754161590504544,,0.954,0.005,10.1016/j.jct.2013.08.018
91cfdd6773b74a3682f30d63b48a017e,298.15,101.0,Liquid,2,[Cl-].[Na+],Solvent,0.0512747768294498,,O,Solvent,0.9487252231705502,,,,,,1.051,0.005,10.1016/j.jct.2013.08.018
b63333cda4154c329e0feb76a54f01ae,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0009050345611227,,[Cl-].[Na+],Solvent,0.0512283713843053,,O,Solvent,0.947866594054572,,1.059,0.005,10.1016/j.jct.2013.08.018
54aab46d695a4468bdbe12dd6783bf1f,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0017062429867029,,[Cl-].[Na+],Solvent,0.0511872896010898,,O,Solvent,0.9471064674122072,,1.07,0.005,10.1016/j.jct.2013.08.018
63ba18f87547474dae844235fc29f309,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0025571828923665,,[Cl-].[Na+],Solvent,0.0511436578473316,,O,Solvent,0.9462991592603016,,1.082,0.005,10.1016/j.jct.2013.08.018
77b42a6aaf5d4a31b73a8bf0d804e51a,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.003406673360876,,[Cl-].[Na+],Solvent,0.05110010041314,,O,Solvent,0.9454932262259838,,1.079,0.005,10.1016/j.jct.2013.08.018
1e622827ddfe4f218262f651560396b3,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0042547180923991,,[Cl-].[Na+],Solvent,0.0510566171087898,,O,Solvent,0.944688664798811,,1.084,0.005,10.1016/j.jct.2013.08.018
e4dbcaa7259f4adfb0389709df4dd40d,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.00510132077452,,[Cl-].[Na+],Solvent,0.0510132077452009,,O,Solvent,0.9438854714802792,,1.079,0.005,10.1016/j.jct.2013.08.018
19f376a54e4148d18bb612806cba7788,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0059295958684955,,[Cl-].[Na+],Solvent,0.0509707381246039,,O,Solvent,0.9430996660069004,,1.08,0.005,10.1016/j.jct.2013.08.018
c8c7b893debc424ea7ffc9d3adb53b88,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0017822675232524,,[Cl-].[K+],Solvent,0.0089113376162622,,O,Solvent,0.9893063948604852,,0.918,0.005,10.1016/j.jct.2013.08.018
c0a04a6008154801834fdd7330cbab41,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0035581933939773,,[Cl-].[K+],Solvent,0.0088954834849433,,O,Solvent,0.9875463231210792,,0.917,0.005,10.1016/j.jct.2013.08.018
fbe47c681bbb4f52aec6219a25a11c10,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0053278113993033,,[Cl-].[K+],Solvent,0.0088796856655055,,O,Solvent,0.985792502935191,,0.927,0.005,10.1016/j.jct.2013.08.018
22365f614c1643ceaf0f3ef827886885,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0070911550867692,,[Cl-].[K+],Solvent,0.0088639438584616,,O,Solvent,0.9840449010547692,,0.934,0.005,10.1016/j.jct.2013.08.018
a393452f8ead4847a3667189c0c208ef,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0017665254188374,,[Cl-].[K+],Solvent,0.0176652541883747,,O,Solvent,0.9805682203927876,,0.917,0.005,10.1016/j.jct.2013.08.018
a74ea34378a943df880414c268bb9b11,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.003526820619403,,[Cl-].[K+],Solvent,0.0176341030970154,,O,Solvent,0.9788390762835814,,0.904,0.0055,10.1016/j.jct.2013.08.018
5442ae76471c4f3e908c12fc31e25241,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0052809185029718,,[Cl-].[K+],Solvent,0.0176030616765726,,O,Solvent,0.9771160198204556,,0.921,0.005,10.1016/j.jct.2013.08.018
edfd241598c4435bb1eec277e6d4a187,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0070288517395603,,[Cl-].[K+],Solvent,0.0175721293489009,,O,Solvent,0.9753990189115388,,0.934,0.005,10.1016/j.jct.2013.08.018
bbfa8a22548f4edda36eddc0283e80ff,298.15,101.0,Liquid,2,[Cl-].[K+],Solvent,0.0176965155328884,,O,Solvent,0.9823034844671116,,,,,,0.897,0.0055,10.1016/j.jct.2013.08.018
03da2ccdb54944adbbba0e0cb44bcdcf,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0008840435521218,,[Cl-].[K+],Solvent,0.0176808710424365,,O,Solvent,0.9814350854054416,,0.897,0.0055,10.1016/j.jct.2013.08.018
f0c3bdbc15154d328ba2eac34b07c0ce,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0017665254188374,,[Cl-].[K+],Solvent,0.0176652541883747,,O,Solvent,0.9805682203927876,,0.908,0.0055,10.1016/j.jct.2013.08.018
c69b2f697cc746f1a7bcd0b7908958aa,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0026474497346305,,[Cl-].[K+],Solvent,0.017649664897537,,O,Solvent,0.9797028853678326,,0.905,0.0055,10.1016/j.jct.2013.08.018
803a364511cc4e7ca862ac089538c270,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.003526820619403,,[Cl-].[K+],Solvent,0.0176341030970154,,O,Solvent,0.9788390762835814,,0.915,0.005,10.1016/j.jct.2013.08.018
0f54afbc4359427ab011212967909509,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0044046421785397,,[Cl-].[K+],Solvent,0.0176185687141591,,O,Solvent,0.977976789107301,,0.928,0.005,10.1016/j.jct.2013.08.018
413c3ddb22be498a985b10fad65fcf18,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0052809185029718,,[Cl-].[K+],Solvent,0.0176030616765726,,O,Solvent,0.9771160198204556,,0.931,0.005,10.1016/j.jct.2013.08.018
99431e09f12848ae9923903b33f14fdd,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0061381740429671,,[Cl-].[K+],Solvent,0.0175878912405935,,O,Solvent,0.9762739347164394,,0.935,0.005,10.1016/j.jct.2013.08.018
b7e6f71e01134aca8b26a92c053c5454,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0069939532781659,,[Cl-].[K+],Solvent,0.017572746930065,,O,Solvent,0.9754332997917688,,0.947,0.005,10.1016/j.jct.2013.08.018
f006f235b8764117b1a21dc270c579da,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0079005167618822,,[Cl-].[K+],Solvent,0.0175567039152939,,O,Solvent,0.9745427793228236,,0.951,0.005,10.1016/j.jct.2013.08.018
31f6e5908b2c40b29a22d19f96c36e62,298.15,101.0,Liquid,2,[Cl-].[K+],Solvent,0.0512747768294498,,O,Solvent,0.9487252231705502,,,,,,0.935,0.005,10.1016/j.jct.2013.08.018
af28b42bbed2497ea84e8d2db67c64ca,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0008538499310797,,[Cl-].[K+],Solvent,0.0512309958647878,,O,Solvent,0.9479151542041324,,0.956,0.005,10.1016/j.jct.2013.08.018
54947d5b48b04d4d8fb4c8b63142593b,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0017062429867029,,[Cl-].[K+],Solvent,0.0511872896010898,,O,Solvent,0.9471064674122072,,0.963,0.005,10.1016/j.jct.2013.08.018
d4a6b9e483774291a6e62d8fe53f1a4f,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0025571828923665,,[Cl-].[K+],Solvent,0.0511436578473316,,O,Solvent,0.9462991592603016,,0.968,0.005,10.1016/j.jct.2013.08.018
32506eb6a84f41018b5c6eab8553f9f2,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.003406673360876,,[Cl-].[K+],Solvent,0.05110010041314,,O,Solvent,0.9454932262259838,,0.983,0.005,10.1016/j.jct.2013.08.018
bfbd635573644f7e8ce6b2e107004a6a,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0043055548824408,,[Cl-].[K+],Solvent,0.0510540104637257,,O,Solvent,0.9446404346538332,,0.989,0.005,10.1016/j.jct.2013.08.018
01db2c2aa90946e79bb89a95cda93eda,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.00510132077452,,[Cl-].[K+],Solvent,0.0510132077452009,,O,Solvent,0.9438854714802792,,0.989,0.005,10.1016/j.jct.2013.08.018
96ab8fd86f5347f3b16f4afeb6621277,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0059295958684955,,[Cl-].[K+],Solvent,0.0509707381246039,,O,Solvent,0.9430996660069004,,0.996,0.005,10.1016/j.jct.2013.08.018
f0e3788f68b54879815053a9b1870a38,298.15,101.0,Liquid,2,O=[N+]([O-])[O-].[Na+],Solvent,0.0089272483610882,,O,Solvent,0.9910727516389116,,,,,,0.874,0.0055,10.1016/j.jct.2013.08.018
518943d445554848870bf882f629fb29,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0035581933939773,,O=[N+]([O-])[O-].[Na+],Solvent,0.0088954834849433,,O,Solvent,0.9875463231210792,,0.892,0.0055,10.1016/j.jct.2013.08.018
295f804740dc45cd8eca014bd35410dc,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0088482577664442,,O=[N+]([O-])[O-].[Na+],Solvent,0.0088482577664442,,O,Solvent,0.9823034844671116,,0.922,0.005,10.1016/j.jct.2013.08.018
c1ea2698e9d9483f9e922188310db747,298.15,101.0,Liquid,2,O=[N+]([O-])[O-].[Na+],Solvent,0.0176965155328884,,O,Solvent,0.9823034844671116,,,,,,0.867,0.0055,10.1016/j.jct.2013.08.018
b2b1c43a483b4620a60002826b1c1817,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.003526820619403,,O=[N+]([O-])[O-].[Na+],Solvent,0.0176341030970154,,O,Solvent,0.9788390762835814,,0.875,0.0055,10.1016/j.jct.2013.08.018
a4bf44bf6efe4f6f93e666cad3c7a5d4,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0087706527699556,,O=[N+]([O-])[O-].[Na+],Solvent,0.0175413055399113,,O,Solvent,0.973688041690133,,0.901,0.0055,10.1016/j.jct.2013.08.018
51abc47dd32b4ebd92923e031537649d,298.15,101.0,Liquid,2,O=[N+]([O-])[O-].[Na+],Solvent,0.0176965155328884,,O,Solvent,0.9823034844671116,,,,,,0.859,0.0055,10.1016/j.jct.2013.08.018
c5225d53b47240ed9a66071be8333b02,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0008840435521218,,O=[N+]([O-])[O-].[Na+],Solvent,0.0176808710424365,,O,Solvent,0.9814350854054416,,0.858,0.0055,10.1016/j.jct.2013.08.018
27497ee593404845a83b5833920eb2db,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0017665254188374,,O=[N+]([O-])[O-].[Na+],Solvent,0.0176652541883747,,O,Solvent,0.9805682203927876,,0.857,0.0055,10.1016/j.jct.2013.08.018
24d849d654eb415db5bc9529894185f5,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0026474497346305,,O=[N+]([O-])[O-].[Na+],Solvent,0.017649664897537,,O,Solvent,0.9797028853678326,,0.858,0.0055,10.1016/j.jct.2013.08.018
f771ab12260d4c598107a709ed98cfd0,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.003526820619403,,O=[N+]([O-])[O-].[Na+],Solvent,0.0176341030970154,,O,Solvent,0.9788390762835814,,0.871,0.0055,10.1016/j.jct.2013.08.018
aa2ab1ad7ca64f9fa46dc603834af212,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0044046421785397,,O=[N+]([O-])[O-].[Na+],Solvent,0.0176185687141591,,O,Solvent,0.977976789107301,,0.878,0.0055,10.1016/j.jct.2013.08.018
8fcb594f48744a6899848c553bf2c0fa,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0052809185029718,,O=[N+]([O-])[O-].[Na+],Solvent,0.0176030616765726,,O,Solvent,0.9771160198204556,,0.877,0.0055,10.1016/j.jct.2013.08.018
2f958dd40ae848069e7ff67cb14e66ef,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0061381740429671,,O=[N+]([O-])[O-].[Na+],Solvent,0.0175878912405935,,O,Solvent,0.9762739347164394,,0.881,0.0055,10.1016/j.jct.2013.08.018
d3288944f5ba4a23a5f6f574addd3756,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0070288517395603,,O=[N+]([O-])[O-].[Na+],Solvent,0.0175721293489009,,O,Solvent,0.9753990189115388,,0.879,0.0055,10.1016/j.jct.2013.08.018
49f6f1d660734168ab195412cb37fad6,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0078830984591925,,O=[N+]([O-])[O-].[Na+],Solvent,0.017557012158558,,O,Solvent,0.9745598893822494,,0.896,0.0055,10.1016/j.jct.2013.08.018
a49b3cd0d07c43f6b3040c692718334a,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0087532650081117,,O=[N+]([O-])[O-].[Na+],Solvent,0.0175416132427089,,O,Solvent,0.9737051217491792,,0.884,0.0055,10.1016/j.jct.2013.08.018
3ea3260d290c42758bf02757474f5a69,298.15,101.0,Liquid,2,O=[N+]([O-])[O-].[Na+],Solvent,0.0512747768294498,,O,Solvent,0.9487252231705502,,,,,,0.805,0.006,10.1016/j.jct.2013.08.018
93b90c3651fc4b648b12066490035ed3,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0008709120571373,,O=[N+]([O-])[O-].[Na+],Solvent,0.051230121008082,,O,Solvent,0.9478989669347806,,0.81,0.006,10.1016/j.jct.2013.08.018
a163cfd0e4944c1dbf34a52dd6ffe70b,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.001740308458655,,O=[N+]([O-])[O-].[Na+],Solvent,0.0511855429016179,,O,Solvent,0.9470741486397272,,0.819,0.006,10.1016/j.jct.2013.08.018
c4edf9f4878f475a93b32c8589ba558d,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0026591982058148,,O=[N+]([O-])[O-].[Na+],Solvent,0.0511384270349014,,O,Solvent,0.9462023747592836,,0.817,0.006,10.1016/j.jct.2013.08.018
d92c1ca58f4d493bb50dd6393134c109,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0034915428312491,,O=[N+]([O-])[O-].[Na+],Solvent,0.051095748749987,,O,Solvent,0.9454127084187638,,0.823,0.006,10.1016/j.jct.2013.08.018
c2be8c8c587a43d7a8c7fab7a4b79add,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0042886098625305,,O=[N+]([O-])[O-].[Na+],Solvent,0.05105487931584,,O,Solvent,0.9446565108216294,,0.826,0.006,10.1016/j.jct.2013.08.018
bfd703d8e5604f0f8cdca400494a31d6,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.00510132077452,,O=[N+]([O-])[O-].[Na+],Solvent,0.0510132077452009,,O,Solvent,0.9438854714802792,,0.83,0.006,10.1016/j.jct.2013.08.018
b6628c4f64a840e0b1c68dddd52e4c75,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0060309225435975,,O=[N+]([O-])[O-].[Na+],Solvent,0.0509655426219511,,O,Solvent,0.9430035348344512,,0.825,0.006,10.1016/j.jct.2013.08.018
6333e4bdde90493db87dc346b1537299,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0068239340717978,,O=[N+]([O-])[O-].[Na+],Solvent,0.0509248811328195,,O,Solvent,0.9422511847953826,,0.835,0.006,10.1016/j.jct.2013.08.018
59c59d9c93184001b6dde75608afedff,298.15,101.0,Liquid,2,O=[N+]([O-])[O-].[K+],Solvent,0.0176965155328884,,O,Solvent,0.9823034844671116,,,,,,0.744,0.0065,10.1016/j.jct.2013.08.018
e244c7b88d0a495eb1f224492f1346ab,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0008840435521218,,O=[N+]([O-])[O-].[K+],Solvent,0.0176808710424365,,O,Solvent,0.9814350854054416,,0.748,0.0065,10.1016/j.jct.2013.08.018
cd2eeafe3e36415f8b29e6c94debd0fe,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.001731256076618,,O=[N+]([O-])[O-].[K+],Solvent,0.0176658783328371,,O,Solvent,0.9806028655905448,,0.756,0.0065,10.1016/j.jct.2013.08.018
3911431aadf544bfbed6bc2da0aba97d,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0026826543685243,,O=[N+]([O-])[O-].[K+],Solvent,0.0176490418981864,,O,Solvent,0.9796683037332892,,0.764,0.0065,10.1016/j.jct.2013.08.018
6cfa030bddad42b1a888a6a345cf08e7,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0035795335631024,,O=[N+]([O-])[O-].[K+],Solvent,0.0176331702615885,,O,Solvent,0.9787872961753088,,0.767,0.0065,10.1016/j.jct.2013.08.018
728e1186a541409fbd7dd4cd3986e726,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0044046421785397,,O=[N+]([O-])[O-].[K+],Solvent,0.0176185687141591,,O,Solvent,0.977976789107301,,0.774,0.0065,10.1016/j.jct.2013.08.018
73c8370d81944f7d966bf18b7a77686d,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0052809185029718,,O=[N+]([O-])[O-].[K+],Solvent,0.0176030616765726,,O,Solvent,0.9771160198204556,,0.781,0.0065,10.1016/j.jct.2013.08.018
9e6803667bf7437cbd2cff25b32fc79d,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0061206938018234,,O=[N+]([O-])[O-].[K+],Solvent,0.0175882005799524,,O,Solvent,0.976291105618224,,0.786,0.0065,10.1016/j.jct.2013.08.018
b547fe1e7e274af2ba341138e0f7d72c,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0070986413039832,,O=[N+]([O-])[O-].[K+],Solvent,0.0175708943167901,,O,Solvent,0.9753304643792268,,0.793,0.006,10.1016/j.jct.2013.08.018
33b7fb3584d04cf2b8af8275916e9420,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0079875991018966,,O=[N+]([O-])[O-].[K+],Solvent,0.0175551628613112,,O,Solvent,0.974457238036792,,0.794,0.006,10.1016/j.jct.2013.08.018
6b33c3cdd989439ca76a0441ba6beb75,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.0087358766362383,,O=[N+]([O-])[O-].[K+],Solvent,0.0175419209563018,,O,Solvent,0.97372220240746,,0.8,0.006,10.1016/j.jct.2013.08.018
d6d516f37f294313af256de2f7bbfa1f,298.15,101.0,Liquid,2,O=[N+]([O-])[O-].[K+],Solvent,0.0512747768294498,,O,Solvent,0.9487252231705502,,,,,,0.599,0.0085,10.1016/j.jct.2013.08.018
97272faf3d824a448f34e51d84f9db18,298.15,101.0,Liquid,3,CC(C)[C@H](N)C(=O)O,Solvent,0.000887973600475,,O=[N+]([O-])[O-].[K+],Solvent,0.051229246181255,,O,Solvent,0.9478827802182698,,0.61,0.0085,10.1016/j.jct.2013.08.018
