Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
e4d79ef93bfc4d3e9cab07368ab3c5d4,308.15,101.0,Liquid,2,CCCO,Solvent,0.001911,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.998089,,,,,,0.01794,0.000605,10.1016/j.fluid.2007.06.007
74d302583190456da2e5b93eac6b8769,308.15,101.0,Liquid,2,CCCO,Solvent,0.002864,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.997136,,,,,,0.02639,0.000735,10.1016/j.fluid.2007.06.007
28657ae266ba4622941044e092fa839c,308.15,101.0,Liquid,2,CCCO,Solvent,0.003815,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996185,,,,,,0.03482,0.00088,10.1016/j.fluid.2007.06.007
0a30ad197e144bba9eb72ba54ded76aa,308.15,101.0,Liquid,2,CCCO,Solvent,0.004765,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995235,,,,,,0.04321,0.00103,10.1016/j.fluid.2007.06.007
089137b2830d49da848eafa30ac28e4c,308.15,101.0,Liquid,2,CCCO,Solvent,0.005712,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.994288,,,,,,0.05146,0.001185,10.1016/j.fluid.2007.06.007
6283e5b1ab424abead73eb549015f44b,308.15,101.0,Liquid,2,CCCO,Solvent,0.006658,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993342,,,,,,0.05961,0.00134,10.1016/j.fluid.2007.06.007
45c8b54bbb8c4f008b56b71b23394c8a,308.15,101.0,Liquid,2,CCCO,Solvent,0.007602,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.992398,,,,,,0.06759,0.001495,10.1016/j.fluid.2007.06.007
713333b5ea5a4b1c94b411b68e660f8a,318.15,101.0,Liquid,2,CCCO,Solvent,0.001129,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.998871,,,,,,0.01165,0.00052,10.1016/j.fluid.2007.06.007
81eebcf95f314490b903bcb5c9ba8aab,318.15,101.0,Liquid,2,CCCO,Solvent,0.002265,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.997735,,,,,,0.02328,0.000685,10.1016/j.fluid.2007.06.007
f6f198818b0145ef944500765ce877b2,318.15,101.0,Liquid,2,CCCO,Solvent,0.003396,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996604,,,,,,0.03469,0.00088,10.1016/j.fluid.2007.06.007
89e1a3ca7ebf40b88500c425410858f9,318.15,101.0,Liquid,2,CCCO,Solvent,0.004532,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995468,,,,,,0.0456,0.001075,10.1016/j.fluid.2007.06.007
3ade210d118a4adf85b0eaa416b3fc49,318.15,101.0,Liquid,2,CCCO,Solvent,0.005668,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.994332,,,,,,0.05701,0.00129,10.1016/j.fluid.2007.06.007
2c3054c047294d38ae9047a565debb4b,318.15,101.0,Liquid,2,CCCO,Solvent,0.006798,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993202,,,,,,0.06834,0.00151,10.1016/j.fluid.2007.06.007
fd13c3d9d97d4b35823c7f8acefee171,318.15,101.0,Liquid,2,CCCO,Solvent,0.007929,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.992071,,,,,,0.07942,0.00173,10.1016/j.fluid.2007.06.007
cac4427579094fecb442bb71ebf82f4f,318.15,101.0,Liquid,2,CCCO,Solvent,0.009059,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.990941,,,,,,0.09013,0.00194,10.1016/j.fluid.2007.06.007
91ab4cba1e40428e87a6217abf930426,288.15,101.0,Liquid,2,CC(C)O,Solvent,0.000943,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.999057,,,,,,0.00893,0.000495,10.1016/j.fluid.2007.06.007
3bcd32f4be9f4059ba63587ebe24f96c,288.15,101.0,Liquid,2,CC(C)O,Solvent,0.001871,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.998129,,,,,,0.01783,0.000605,10.1016/j.fluid.2007.06.007
69c11f59768e48b2bb82cc0ad5a63518,288.15,101.0,Liquid,2,CC(C)O,Solvent,0.002806,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.997194,,,,,,0.02667,0.00074,10.1016/j.fluid.2007.06.007
cff45bebeb114deca8720b7fa0f3d9a9,288.15,101.0,Liquid,2,CC(C)O,Solvent,0.003745,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996255,,,,,,0.03532,0.00089,10.1016/j.fluid.2007.06.007
55b3e3ff2924436b8f71c864aa32900f,288.15,101.0,Liquid,2,CC(C)O,Solvent,0.004685,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995315,,,,,,0.04416,0.00105,10.1016/j.fluid.2007.06.007
9326618eeea24685b064908a8225a8bb,288.15,101.0,Liquid,2,CC(C)O,Solvent,0.00562,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.99438,,,,,,0.05281,0.00121,10.1016/j.fluid.2007.06.007
0359f059dda046ad8604e25641752f1e,288.15,101.0,Liquid,2,CC(C)O,Solvent,0.006556,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993444,,,,,,0.06108,0.00137,10.1016/j.fluid.2007.06.007
a98f1e341af34e798790acd62ee7a5ed,288.15,101.0,Liquid,2,CC(C)O,Solvent,0.007492,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.992508,,,,,,0.06985,0.00154,10.1016/j.fluid.2007.06.007
e9e62c32d6da41b283258ecb03ad12f1,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.000909,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.999091,,,,,,0.00875,0.00049,10.1016/j.fluid.2007.06.007
0db9e54f7df547ce876ec0bf5d8f2b8c,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.001826,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.998174,,,,,,0.01746,0.000595,10.1016/j.fluid.2007.06.007
89d37b8012d64e95b89360900645ef3f,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.002738,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.997262,,,,,,0.02593,0.00073,10.1016/j.fluid.2007.06.007
63cba43fa74947e58244e196a91119f8,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.003654,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996346,,,,,,0.03435,0.00087,10.1016/j.fluid.2007.06.007
26120de89f554572a98f14f6db31d0e8,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.004571,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995429,,,,,,0.04288,0.001025,10.1016/j.fluid.2007.06.007
92fd68d33f0e4044a9270f2aa341f85a,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.005484,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.994516,,,,,,0.05146,0.001185,10.1016/j.fluid.2007.06.007
158ec0d68f6f44a4b2dfca9af11a030f,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.006398,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993602,,,,,,0.05989,0.00135,10.1016/j.fluid.2007.06.007
b455c993b2154784a3075c5ef7652fb5,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.007311,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.992689,,,,,,0.0684,0.00151,10.1016/j.fluid.2007.06.007
aaf809401edb4595bcb7b5647a5a4916,308.15,101.0,Liquid,2,CC(C)O,Solvent,0.000919,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.999081,,,,,,0.00916,0.000495,10.1016/j.fluid.2007.06.007
988c81d12e854a53ba7ed0bdd3403f6c,308.15,101.0,Liquid,2,CC(C)O,Solvent,0.001837,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.998163,,,,,,0.01761,0.0006,10.1016/j.fluid.2007.06.007
1acb0bdfe22e4bbd9da3c44e19b3d11e,308.15,101.0,Liquid,2,CC(C)O,Solvent,0.002753,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.997247,,,,,,0.02548,0.00072,10.1016/j.fluid.2007.06.007
88a1337fbfc545fea87071617831e084,308.15,101.0,Liquid,2,CC(C)O,Solvent,0.003667,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996333,,,,,,0.03316,0.00085,10.1016/j.fluid.2007.06.007
f02fa21fcd5a4ef9867f8116efb5c9a5,308.15,101.0,Liquid,2,CC(C)O,Solvent,0.004579,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995421,,,,,,0.0408,0.00099,10.1016/j.fluid.2007.06.007
a3611591b87645f398363adbbfad7857,308.15,101.0,Liquid,2,CC(C)O,Solvent,0.00549,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.99451,,,,,,0.04798,0.00112,10.1016/j.fluid.2007.06.007
aafab5786c5c40f3862f6c769dd49508,308.15,101.0,Liquid,2,CC(C)O,Solvent,0.006399,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993601,,,,,,0.0553,0.00126,10.1016/j.fluid.2007.06.007
cd7ad057f1574675a9186a36b7cd3311,308.15,101.0,Liquid,2,CC(C)O,Solvent,0.007307,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.992693,,,,,,0.06244,0.001395,10.1016/j.fluid.2007.06.007
578cc0f98d034e6dbcf7260b64e6ec72,318.15,101.0,Liquid,2,CC(C)O,Solvent,0.000994,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.999006,,,,,,0.01009,0.000505,10.1016/j.fluid.2007.06.007
d742e9f1f0174a218ac5908949d28876,318.15,101.0,Liquid,2,CC(C)O,Solvent,0.00201,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.99799,,,,,,0.01978,0.00063,10.1016/j.fluid.2007.06.007
098b0a0271c342edaaa666df7c9fa94f,318.15,101.0,Liquid,2,CC(C)O,Solvent,0.003012,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996988,,,,,,0.0288,0.000775,10.1016/j.fluid.2007.06.007
b94ee0b0987c404aaacce027b2b9fefe,318.15,101.0,Liquid,2,CC(C)O,Solvent,0.004011,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995989,,,,,,0.03793,0.000935,10.1016/j.fluid.2007.06.007
dab7dbd3d083406d9a6ab39c4d4e331f,318.15,101.0,Liquid,2,CC(C)O,Solvent,0.005009,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.994991,,,,,,0.04663,0.001095,10.1016/j.fluid.2007.06.007
d32d2d57748c4c69839b3aff31de0170,318.15,101.0,Liquid,2,CC(C)O,Solvent,0.006005,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993995,,,,,,0.05567,0.001265,10.1016/j.fluid.2007.06.007
d8ebe1ce371d40e98679257bd84ddba7,318.15,101.0,Liquid,2,CC(C)O,Solvent,0.006999,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993001,,,,,,0.06438,0.001435,10.1016/j.fluid.2007.06.007
1e38bc88a23f48d497d523a8c6973d96,318.15,101.0,Liquid,2,CC(C)O,Solvent,0.007991,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.992009,,,,,,0.0718,0.00158,10.1016/j.fluid.2007.06.007
e3b8d2ff81784d698c3c52d722e6ccf8,288.15,101.0,Liquid,2,CCCCO,Solvent,0.000787,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.999213,,,,,,0.00833,0.00049,10.1016/j.fluid.2007.06.007
3eb76642e28b4d6d9a1a5cec1bc7eed2,288.15,101.0,Liquid,2,CCCCO,Solvent,0.001572,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.998428,,,,,,0.01636,0.00058,10.1016/j.fluid.2007.06.007
61f4c1ae4fe24f34835d5fd1afda9130,288.15,101.0,Liquid,2,CCCCO,Solvent,0.002356,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.997644,,,,,,0.02453,0.000705,10.1016/j.fluid.2007.06.007
ef12cddf95554c79928b830c2b96e298,288.15,101.0,Liquid,2,CCCCO,Solvent,0.003139,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996861,,,,,,0.0324,0.000835,10.1016/j.fluid.2007.06.007
5d2869faa8d94bf4a2acde08663bd7cc,288.15,101.0,Liquid,2,CCCCO,Solvent,0.003921,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996079,,,,,,0.04038,0.00098,10.1016/j.fluid.2007.06.007
1c628c8018ab423090ff8dcb2520e307,288.15,101.0,Liquid,2,CCCCO,Solvent,0.004701,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995299,,,,,,0.04831,0.001125,10.1016/j.fluid.2007.06.007
900e1f1c798b4aa496c60eee1295d4de,288.15,101.0,Liquid,2,CCCCO,Solvent,0.00548,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.99452,,,,,,0.05606,0.001275,10.1016/j.fluid.2007.06.007
d18c25553b48496aa6e02faf6a605bdf,288.15,101.0,Liquid,2,CCCCO,Solvent,0.006258,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993742,,,,,,0.06407,0.00143,10.1016/j.fluid.2007.06.007
88cbea5099eb4f13843a9a05b19bb6ca,298.15,101.0,Liquid,2,CCCCO,Solvent,0.000761,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.999239,,,,,,0.00859,0.00049,10.1016/j.fluid.2007.06.007
c2f5d96dd160455cb5c4034245393776,298.15,101.0,Liquid,2,CCCCO,Solvent,0.00152,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.99848,,,,,,0.01682,0.00059,10.1016/j.fluid.2007.06.007
029fe43f3ef040eab9b8b2b54cc5b006,298.15,101.0,Liquid,2,CCCCO,Solvent,0.002279,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.997721,,,,,,0.02527,0.000715,10.1016/j.fluid.2007.06.007
260ddd25f5104f089b93a8e8ce5a25e4,298.15,101.0,Liquid,2,CCCCO,Solvent,0.003036,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996964,,,,,,0.03337,0.000855,10.1016/j.fluid.2007.06.007
6d59e67e12cd40038e514a72191cff40,298.15,101.0,Liquid,2,CCCCO,Solvent,0.003792,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996208,,,,,,0.04136,0.001,10.1016/j.fluid.2007.06.007
b5d18d046a5b493c8bf74257ddb42369,298.15,101.0,Liquid,2,CCCCO,Solvent,0.004547,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995453,,,,,,0.04914,0.001145,10.1016/j.fluid.2007.06.007
9fdae43a2c1847e7820c91e5da388ab5,298.15,101.0,Liquid,2,CCCCO,Solvent,0.005301,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.994699,,,,,,0.0568,0.00129,10.1016/j.fluid.2007.06.007
a4fdf96b08a74fc6b901b8611e3abc83,298.15,101.0,Liquid,2,CCCCO,Solvent,0.006053,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993947,,,,,,0.06432,0.001435,10.1016/j.fluid.2007.06.007
49727a4a14ab456e944c565dd1689c28,308.15,101.0,Liquid,2,CCCCO,Solvent,0.000768,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.999232,,,,,,0.00844,0.00049,10.1016/j.fluid.2007.06.007
22a151a639894faeb584a9158975d1b2,308.15,101.0,Liquid,2,CCCCO,Solvent,0.001541,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.998459,,,,,,0.01618,0.00058,10.1016/j.fluid.2007.06.007
7d26d941995a4bfea8dce65ae0ba30fa,308.15,101.0,Liquid,2,CCCCO,Solvent,0.002312,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.997688,,,,,,0.0235,0.00069,10.1016/j.fluid.2007.06.007
b9ce44fac76141eb8451a57fbe85e7a9,308.15,101.0,Liquid,2,CCCCO,Solvent,0.003086,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996914,,,,,,0.0309,0.00081,10.1016/j.fluid.2007.06.007
09fea83f82f249b6b4818ea0315d8b29,308.15,101.0,Liquid,2,CCCCO,Solvent,0.003861,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996139,,,,,,0.03849,0.000945,10.1016/j.fluid.2007.06.007
86f9a32b1aa54c91a4d54dbdd5da9a83,308.15,101.0,Liquid,2,CCCCO,Solvent,0.004632,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995368,,,,,,0.04614,0.001085,10.1016/j.fluid.2007.06.007
9bf4ef9fc93945a3bc249a76a63d23c5,308.15,101.0,Liquid,2,CCCCO,Solvent,0.005405,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.994595,,,,,,0.0539,0.001235,10.1016/j.fluid.2007.06.007
811150664c674008b6515bd3dae690cc,308.15,101.0,Liquid,2,CCCCO,Solvent,0.006177,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993823,,,,,,0.06134,0.001375,10.1016/j.fluid.2007.06.007
c9ae3541e3464d8897d145156b271e06,318.15,101.0,Liquid,2,CCCCO,Solvent,0.000821,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.999179,,,,,,0.00952,0.0005,10.1016/j.fluid.2007.06.007
493d182e3c0d4c8cbf12eb16cfd9f387,318.15,101.0,Liquid,2,CCCCO,Solvent,0.001647,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.998353,,,,,,0.01885,0.000615,10.1016/j.fluid.2007.06.007
141bbf97ae96484dbc2ecdaa2d756839,318.15,101.0,Liquid,2,CCCCO,Solvent,0.00247,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.99753,,,,,,0.02799,0.00076,10.1016/j.fluid.2007.06.007
494e465065f645d5b079d2dd1bacca19,318.15,101.0,Liquid,2,CCCCO,Solvent,0.003297,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996703,,,,,,0.0361,0.000905,10.1016/j.fluid.2007.06.007
e74f2b45298f4711bf1c4b1fdbb887fd,318.15,101.0,Liquid,2,CCCCO,Solvent,0.004125,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995875,,,,,,0.04482,0.00106,10.1016/j.fluid.2007.06.007
bf4f0640072e4cdca750556e11e140f3,318.15,101.0,Liquid,2,CCCCO,Solvent,0.004949,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995051,,,,,,0.0534,0.001225,10.1016/j.fluid.2007.06.007
623ed89992284a4281c5302fb645f2cd,318.15,101.0,Liquid,2,CCCCO,Solvent,0.005774,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.994226,,,,,,0.06189,0.001385,10.1016/j.fluid.2007.06.007
b6ff923487814582882252b87661409c,318.15,101.0,Liquid,2,CCCCO,Solvent,0.006599,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993401,,,,,,0.07003,0.001545,10.1016/j.fluid.2007.06.007
b20ee935047c4181bbd1e11eff17743e,328.15,101.0,Liquid,2,CCCCO,Solvent,0.000874,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.999126,,,,,,0.01142,0.00052,10.1016/j.fluid.2007.06.007
d24dd688e55445ae830e81a14ac2f45f,328.15,101.0,Liquid,2,CCCCO,Solvent,0.001747,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.998253,,,,,,0.02212,0.000665,10.1016/j.fluid.2007.06.007
63c06c0d619f4543873ae8748a0323e6,328.15,101.0,Liquid,2,CCCCO,Solvent,0.002618,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.997382,,,,,,0.03205,0.00083,10.1016/j.fluid.2007.06.007
49bd7834239d413bad0698bad6f9cd5a,328.15,101.0,Liquid,2,CCCCO,Solvent,0.003488,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.996512,,,,,,0.04239,0.001015,10.1016/j.fluid.2007.06.007
bcf5783e3fd54ebdbead770873f8e5d2,328.15,101.0,Liquid,2,CCCCO,Solvent,0.004357,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.995643,,,,,,0.05259,0.00121,10.1016/j.fluid.2007.06.007
80b95bf07b9e469499386779a5f15a18,328.15,101.0,Liquid,2,CCCCO,Solvent,0.005223,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.994777,,,,,,0.06284,0.001405,10.1016/j.fluid.2007.06.007
d49fee7e3a9e40098fedc515bea962dc,328.15,101.0,Liquid,2,CCCCO,Solvent,0.006089,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993911,,,,,,0.07287,0.0016,10.1016/j.fluid.2007.06.007
da763411f8004f899c7fdeaa1a7b25cc,328.15,101.0,Liquid,2,CCCCO,Solvent,0.006952,,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,Solvent,0.993048,,,,,,0.08286,0.001795,10.1016/j.fluid.2007.06.007
b44a842c08e045998865c8be4d4bc3dd,298.15,101.0,Liquid,2,CC#N,Solvent,0.2196,,c1ccccc1,Solvent,0.7804,,,,,,0.2399,0.00495,10.1021/je100489z
59bba600c56244168be260320c0cf217,298.15,101.0,Liquid,2,CC#N,Solvent,0.2968,,c1ccccc1,Solvent,0.7032,,,,,,0.319,0.00655,10.1021/je100489z
5f36e5d16a304fd29842457445adb2ed,298.15,101.0,Liquid,2,CC#N,Solvent,0.3876,,c1ccccc1,Solvent,0.6124,,,,,,0.3768,0.0077,10.1021/je100489z
6504f42ee60646588b66f26da89b3a26,298.15,101.0,Liquid,2,CC#N,Solvent,0.4577,,c1ccccc1,Solvent,0.5423,,,,,,0.4289,0.0088,10.1021/je100489z
b6b013ec99c04e1f87eff64090a9ff61,298.15,101.0,Liquid,2,CC#N,Solvent,0.5295,,c1ccccc1,Solvent,0.4705,,,,,,0.4415,0.00905,10.1021/je100489z
4f82ed7adb7140869fbb439bf3a953f8,298.15,101.0,Liquid,2,CC#N,Solvent,0.628,,c1ccccc1,Solvent,0.372,,,,,,0.4522,0.00925,10.1021/je100489z
a38b48d9be724e268e69fd1756667232,298.15,101.0,Liquid,2,CC#N,Solvent,0.7169,,c1ccccc1,Solvent,0.2831,,,,,,0.4239,0.0087,10.1021/je100489z
b99b0737a5854acf94cf23c7118e7942,298.15,101.0,Liquid,2,CC#N,Solvent,0.7715,,c1ccccc1,Solvent,0.2285,,,,,,0.3988,0.00815,10.1021/je100489z
4c99ab9f946b4ed4b71598531c5e5293,298.15,101.0,Liquid,2,CC#N,Solvent,0.8351,,c1ccccc1,Solvent,0.1649,,,,,,0.3188,0.00655,10.1021/je100489z
54cd136869644dd4a8114bbf35d28e07,298.15,101.0,Liquid,2,CC#N,Solvent,0.871,,c1ccccc1,Solvent,0.129,,,,,,0.2692,0.00555,10.1021/je100489z
5e00fcd210a8400680e8e6dc4693b48f,298.15,101.0,Liquid,2,CC#N,Solvent,0.9101,,c1ccccc1,Solvent,0.0898999999999999,,,,,,0.2021,0.0042,10.1021/je100489z
02f730571a2342c98668252b2e84d4a8,298.15,101.0,Liquid,2,CCC#N,Solvent,0.0949,,c1ccccc1,Solvent,0.9051,,,,,,0.0237,0.00065,10.1021/je100489z
9906e506b598471391064629a0a7cf76,298.15,101.0,Liquid,2,CCC#N,Solvent,0.1118,,c1ccccc1,Solvent,0.8882,,,,,,0.0253,0.00065,10.1021/je100489z
628321a4919644d187a23dfd00285e43,298.15,101.0,Liquid,2,CCC#N,Solvent,0.1359,,c1ccccc1,Solvent,0.8641,,,,,,0.0255,0.0007,10.1021/je100489z
bac76ccd1caf4b81bdfa03f3d012e160,298.15,101.0,Liquid,2,CCC#N,Solvent,0.1734,,c1ccccc1,Solvent,0.8266,,,,,,0.0299,0.00075,10.1021/je100489z
8f4dc850349747a4a9ca09d99c61b818,298.15,101.0,Liquid,2,CCC#N,Solvent,0.1909,,c1ccccc1,Solvent,0.8091,,,,,,0.0279,0.0007,10.1021/je100489z
a7efb31c85554deaa1ef5b46b5decb55,298.15,101.0,Liquid,2,CCC#N,Solvent,0.2393,,c1ccccc1,Solvent,0.7606999999999999,,,,,,0.0338,0.00085,10.1021/je100489z
37d9819214924682a3d4a9c83297a138,298.15,101.0,Liquid,2,CCC#N,Solvent,0.2955,,c1ccccc1,Solvent,0.7045,,,,,,0.0393,0.00095,10.1021/je100489z
fdfede469c044f1eb9057d74f45bdad9,298.15,101.0,Liquid,2,CCC#N,Solvent,0.3206,,c1ccccc1,Solvent,0.6794,,,,,,0.0434,0.001,10.1021/je100489z
f189de6f7e064581928bdcad933c1b3a,298.15,101.0,Liquid,2,CCC#N,Solvent,0.3862,,c1ccccc1,Solvent,0.6138,,,,,,0.0543,0.0012,10.1021/je100489z
f185219e5a0b46828b973d2ebadf28df,298.15,101.0,Liquid,2,CCC#N,Solvent,0.4562,,c1ccccc1,Solvent,0.5438000000000001,,,,,,0.0624,0.00135,10.1021/je100489z
d441e881e94b45ad9f3c62058f8d17b1,298.15,101.0,Liquid,2,CCC#N,Solvent,0.4855,,c1ccccc1,Solvent,0.5145,,,,,,0.0682,0.0015,10.1021/je100489z
babf72db020b4415901c29d1cea047f7,298.15,101.0,Liquid,2,CCC#N,Solvent,0.5572,,c1ccccc1,Solvent,0.4427999999999999,,,,,,0.0784,0.0017,10.1021/je100489z
b2cf48102b98417e9c4d901305f216c3,298.15,101.0,Liquid,2,CCC#N,Solvent,0.6265,,c1ccccc1,Solvent,0.3735,,,,,,0.0831,0.0018,10.1021/je100489z
