Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
42f11d188ddd4c2b90ae7f23ecb95b0f,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.0778,,CCCCCCC,Solvent,0.9222,,,,,,0.571,0.00525,10.1016/j.jct.2003.11.008
59f1d2826ca2481a9ac1443898d15e57,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.1534,,CCCCCCC,Solvent,0.8466,,,,,,1.0183,0.0087,10.1016/j.jct.2003.11.008
88ff1552aad946bc8f318464439a9aeb,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.2251,,CCCCCCC,Solvent,0.7749,,,,,,1.3854,0.0115,10.1016/j.jct.2003.11.008
a8b93bfd0b734f209872bd9e7b53d1ac,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.2785,,CCCCCCC,Solvent,0.7215,,,,,,1.5803,0.013,10.1016/j.jct.2003.11.008
5a76d15fc26a45f0b393da4e59d5d0d6,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.3445,,CCCCCCC,Solvent,0.6555,,,,,,1.7825,0.0146,10.1016/j.jct.2003.11.008
e1044d3f71484176a2fca96cae57a0ff,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4038,,CCCCCCC,Solvent,0.5962000000000001,,,,,,1.8877,0.0154,10.1016/j.jct.2003.11.008
c0ea36fd24a0479e9b24561364d0c7eb,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4555,,CCCCCCC,Solvent,0.5445,,,,,,1.9308,0.01575,10.1016/j.jct.2003.11.008
edef53d9304f4c328f536a4e6faa761c,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5034,,CCCCCCC,Solvent,0.4966,,,,,,1.9471,0.01585,10.1016/j.jct.2003.11.008
7a13a0c705a74d538e8c973c68270de3,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5451,,CCCCCCC,Solvent,0.4548999999999999,,,,,,1.93,0.0157,10.1016/j.jct.2003.11.008
f4836642f567476ab5a7ed35691bc435,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5759,,CCCCCCC,Solvent,0.4241,,,,,,1.9068,0.01555,10.1016/j.jct.2003.11.008
c3057cc5790a438f866b2770345b7518,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6498,,CCCCCCC,Solvent,0.3501999999999999,,,,,,1.7917,0.01465,10.1016/j.jct.2003.11.008
1d11c55b44d943868c4999b09c9b5896,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6832,,CCCCCCC,Solvent,0.3167999999999999,,,,,,1.7414,0.01425,10.1016/j.jct.2003.11.008
6757dac136284c638730cc12cd4d9ebc,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7322,,CCCCCCC,Solvent,0.2678,,,,,,1.6269,0.0134,10.1016/j.jct.2003.11.008
428fac9ee43049e2a83b80cc536df104,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7698,,CCCCCCC,Solvent,0.2301999999999999,,,,,,1.4883,0.0123,10.1016/j.jct.2003.11.008
c0178ac7e3994ed5aea0fd3f07080dfa,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.8184,,CCCCCCC,Solvent,0.1815999999999999,,,,,,1.3079,0.0109,10.1016/j.jct.2003.11.008
3bcf0a09129342ee921d68c270ae9719,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.873,,CCCCCCC,Solvent,0.127,,,,,,1.0458,0.0089,10.1016/j.jct.2003.11.008
b6c812e129844713969202026e6a0402,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9036,,CCCCCCC,Solvent,0.0964,,,,,,0.7904,0.00695,10.1016/j.jct.2003.11.008
a59f2c9422df4766be0ecbf7f658ec54,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9534,,CCCCCCC,Solvent,0.0465999999999999,,,,,,0.45,0.0043,10.1016/j.jct.2003.11.008
5910594087274e7685514cc45ca4ce94,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.0822,,CCCCCCCCC,Solvent,0.9178,,,,,,0.5468,0.00505,10.1016/j.jct.2003.11.008
ca4020a4dfb246079f976967bfe4c420,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.1628,,CCCCCCCCC,Solvent,0.8371999999999999,,,,,,1.0081,0.0086,10.1016/j.jct.2003.11.008
73dac3987e5d444f8e4e34ea449a44e9,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.2353,,CCCCCCCCC,Solvent,0.7646999999999999,,,,,,1.3997,0.01165,10.1016/j.jct.2003.11.008
9f0bd324c0044fc6b8b9d26502ef4a55,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.2999,,CCCCCCCCC,Solvent,0.7001,,,,,,1.6673,0.0137,10.1016/j.jct.2003.11.008
ee7165787df540a3ba64ef742f04fefb,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.364,,CCCCCCCCC,Solvent,0.636,,,,,,1.8764,0.0153,10.1016/j.jct.2003.11.008
2885c2bbf0b34e0ebc5af937116716a5,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4195,,CCCCCCCCC,Solvent,0.5805,,,,,,2.0144,0.0164,10.1016/j.jct.2003.11.008
a915c1a25972414dba2031bed77dcdfe,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4714,,CCCCCCCCC,Solvent,0.5286,,,,,,2.0799,0.0169,10.1016/j.jct.2003.11.008
5fab3612850848e49d65f7e6c0ae9d3c,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5122,,CCCCCCCCC,Solvent,0.4878,,,,,,2.1101,0.0171,10.1016/j.jct.2003.11.008
61f8adc676d44385b0858cdebe567de2,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.549,,CCCCCCCCC,Solvent,0.4509999999999999,,,,,,2.1215,0.0172,10.1016/j.jct.2003.11.008
d4bb7761299c49c582d3093cad966c22,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5847,,CCCCCCCCC,Solvent,0.4153,,,,,,2.1168,0.01715,10.1016/j.jct.2003.11.008
3b1b5b7073584e778d3fb2ed7e63877a,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.621,,CCCCCCCCC,Solvent,0.379,,,,,,2.1004,0.01705,10.1016/j.jct.2003.11.008
3ddf559e49814b61ac7a353ddd689776,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6618,,CCCCCCCCC,Solvent,0.3381999999999999,,,,,,2.0492,0.01665,10.1016/j.jct.2003.11.008
26ada17074c84341b3eaa3f95afc693d,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7017,,CCCCCCCCC,Solvent,0.2983,,,,,,1.9387,0.0158,10.1016/j.jct.2003.11.008
ece9fbbc390e4d598a52d6e4cf43e21c,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7452,,CCCCCCCCC,Solvent,0.2548,,,,,,1.8103,0.0148,10.1016/j.jct.2003.11.008
1c14cc604edf4394b503be25dc813a99,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7891,,CCCCCCCCC,Solvent,0.2108999999999999,,,,,,1.6241,0.01335,10.1016/j.jct.2003.11.008
2e198537b314410886a3fe3c70917488,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.8353,,CCCCCCCCC,Solvent,0.1646999999999999,,,,,,1.4337,0.0119,10.1016/j.jct.2003.11.008
035d0e4317ed48d8a1fd5dae85092ac2,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.8771,,CCCCCCCCC,Solvent,0.1229,,,,,,1.2072,0.01015,10.1016/j.jct.2003.11.008
2703aa0588a44e7fbf5dd4bc978780ab,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9219,,CCCCCCCCC,Solvent,0.0780999999999999,,,,,,0.8697,0.00755,10.1016/j.jct.2003.11.008
80b00b603a764eb597c1c4d9f773efba,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9643,,CCCCCCCCC,Solvent,0.0356999999999999,,,,,,0.4326,0.00425,10.1016/j.jct.2003.11.008
bf101ac337324b2bb261a5ce0b7d9d63,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.1,,CCCCCCCCCCC,Solvent,0.9,,,,,,0.6719,0.006,10.1016/j.jct.2003.11.008
6c09ad0c3a624870b032f27def766555,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.203,,CCCCCCCCCCC,Solvent,0.7969999999999999,,,,,,1.2414,0.0104,10.1016/j.jct.2003.11.008
9f8db28c2ede4012899b0d7f8f98112d,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.2975,,CCCCCCCCCCC,Solvent,0.7025,,,,,,1.6998,0.01395,10.1016/j.jct.2003.11.008
df4eb5b2943a48a9be758ca229e57d6a,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.3707,,CCCCCCCCCCC,Solvent,0.6293,,,,,,1.9894,0.0162,10.1016/j.jct.2003.11.008
b65d242f0f504c7e9dcc73f1ca00acfe,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4315,,CCCCCCCCCCC,Solvent,0.5685,,,,,,2.158,0.0175,10.1016/j.jct.2003.11.008
3dc3db4bf3c44ab08b3920c2cbf95493,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4836,,CCCCCCCCCCC,Solvent,0.5164,,,,,,2.2502,0.0182,10.1016/j.jct.2003.11.008
8c64134238784956aaf5934bf017062b,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.528,,CCCCCCCCCCC,Solvent,0.472,,,,,,2.2905,0.0185,10.1016/j.jct.2003.11.008
b11b98e0e9af4b32803fc29b9a10ff48,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5612,,CCCCCCCCCCC,Solvent,0.4387999999999999,,,,,,2.295,0.01855,10.1016/j.jct.2003.11.008
c5f050d05e924b449a4ba9aa6e6d3f24,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5935,,CCCCCCCCCCC,Solvent,0.4065,,,,,,2.2942,0.01855,10.1016/j.jct.2003.11.008
88df4a0fe718443daa7ab48ab6b5ef0d,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6178,,CCCCCCCCCCC,Solvent,0.3822,,,,,,2.2754,0.0184,10.1016/j.jct.2003.11.008
e7cb9dd1e8ab445c9f35344d62438d93,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6538,,CCCCCCCCCCC,Solvent,0.3461999999999999,,,,,,2.2302,0.01805,10.1016/j.jct.2003.11.008
057ab6e7ee794ace8c29aebe269ef08b,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6915,,CCCCCCCCCCC,Solvent,0.3085,,,,,,2.1647,0.01755,10.1016/j.jct.2003.11.008
81cda5f9c4104ff3942d3c8895775311,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7306,,CCCCCCCCCCC,Solvent,0.2694,,,,,,2.0665,0.0168,10.1016/j.jct.2003.11.008
2d7767b0ed22457ea3764dfadda4b39f,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.769,,CCCCCCCCCCC,Solvent,0.2309999999999999,,,,,,1.9376,0.0158,10.1016/j.jct.2003.11.008
efd0326c384e4439a3b4f74e7f521749,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.8102,,CCCCCCCCCCC,Solvent,0.1897999999999999,,,,,,1.7479,0.0143,10.1016/j.jct.2003.11.008
7257f6d30fc74fd6a0cd5780548858bb,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.851,,CCCCCCCCCCC,Solvent,0.149,,,,,,1.5495,0.0128,10.1016/j.jct.2003.11.008
f79228c367384663aeb6b3e6fa0a5304,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.888,,CCCCCCCCCCC,Solvent,0.1119999999999999,,,,,,1.253,0.0105,10.1016/j.jct.2003.11.008
864d394991db4dd3a75bbe66462a98a9,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9283,,CCCCCCCCCCC,Solvent,0.0716999999999999,,,,,,0.9322,0.00805,10.1016/j.jct.2003.11.008
1f88de5b0694448aa11af95908c97b7b,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9664,,CCCCCCCCCCC,Solvent,0.0335999999999999,,,,,,0.5209,0.00495,10.1016/j.jct.2003.11.008
9376a09142dc40b6b21ea337c3219334,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.1268,,CCCCCCCCCCCCC,Solvent,0.8732,,,,,,0.8261,0.0072,10.1016/j.jct.2003.11.008
4bdfe499418348549b2b83678dc02657,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.2391,,CCCCCCCCCCCCC,Solvent,0.7609,,,,,,1.4275,0.01185,10.1016/j.jct.2003.11.008
16a51356538e498ca5578b464d501c0a,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.3316,,CCCCCCCCCCCCC,Solvent,0.6684,,,,,,1.8736,0.0153,10.1016/j.jct.2003.11.008
ad295cdebc594ab89a437b604f1935c3,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4097,,CCCCCCCCCCCCC,Solvent,0.5903,,,,,,2.1621,0.01755,10.1016/j.jct.2003.11.008
b8b7a483cfd94e8fa1b03a6cafc63317,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4693,,CCCCCCCCCCCCC,Solvent,0.5307,,,,,,2.3124,0.0187,10.1016/j.jct.2003.11.008
7ca82ead11604147a4d66f4c5ce45d1d,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5214,,CCCCCCCCCCCCC,Solvent,0.4786,,,,,,2.3871,0.01925,10.1016/j.jct.2003.11.008
bbaeab04e3054548bba1669649a3640d,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5635,,CCCCCCCCCCCCC,Solvent,0.4365,,,,,,2.4174,0.0195,10.1016/j.jct.2003.11.008
e877c601d62b41848f1f1ca63ce08851,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5965,,CCCCCCCCCCCCC,Solvent,0.4034999999999999,,,,,,2.431,0.0196,10.1016/j.jct.2003.11.008
ac641885371b4bb1bac4823e1d17da45,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6319,,CCCCCCCCCCCCC,Solvent,0.3681,,,,,,2.4002,0.01935,10.1016/j.jct.2003.11.008
96f94730d5fb4b6892035cd688e2bbee,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6706,,CCCCCCCCCCCCC,Solvent,0.3294,,,,,,2.3368,0.0189,10.1016/j.jct.2003.11.008
b50f82fde53b4440972700e7870c7203,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7114,,CCCCCCCCCCCCC,Solvent,0.2885999999999999,,,,,,2.2357,0.0181,10.1016/j.jct.2003.11.008
83c082c9249a48e0a446fa76e5289b75,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7533,,CCCCCCCCCCCCC,Solvent,0.2467,,,,,,2.1087,0.0171,10.1016/j.jct.2003.11.008
534b24476fb44b9a8a598caa4a03d6e3,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7939,,CCCCCCCCCCCCC,Solvent,0.2060999999999999,,,,,,1.9285,0.0157,10.1016/j.jct.2003.11.008
693d1803c61b4ca58e1cf8eb5669efb3,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.8383,,CCCCCCCCCCCCC,Solvent,0.1616999999999999,,,,,,1.6799,0.0138,10.1016/j.jct.2003.11.008
40753e703e2f4d069172dc8e376b8f09,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.883,,CCCCCCCCCCCCC,Solvent,0.1169999999999999,,,,,,1.3798,0.0115,10.1016/j.jct.2003.11.008
ffe1ad54447c4a2ba63ef3873d9e47ea,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9274,,CCCCCCCCCCCCC,Solvent,0.0726,,,,,,1.0123,0.00865,10.1016/j.jct.2003.11.008
49669a43a733494c98b323f14438b1a5,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9665,,CCCCCCCCCCCCC,Solvent,0.0334999999999999,,,,,,0.5564,0.0052,10.1016/j.jct.2003.11.008
4b155e14503a4cadb8ce0d4c7a35b510,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.091,,CCCCCCCCCCCCCCC,Solvent,0.909,,,,,,0.5866,0.00535,10.1016/j.jct.2003.11.008
8e37c27d89264713b489fe1e7ef5e9d6,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.1824,,CCCCCCCCCCCCCCC,Solvent,0.8176,,,,,,1.1397,0.0096,10.1016/j.jct.2003.11.008
fa04da7a30eb4a169f126fa6dccfdf4a,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.2689,,CCCCCCCCCCCCCCC,Solvent,0.7311000000000001,,,,,,1.6378,0.01345,10.1016/j.jct.2003.11.008
7a4cde88b0234906b7ad061ee09ecae5,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.3572,,CCCCCCCCCCCCCCC,Solvent,0.6428,,,,,,2.041,0.0166,10.1016/j.jct.2003.11.008
a11b3a3b04d74f07b72ba87fcd287523,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4282,,CCCCCCCCCCCCCCC,Solvent,0.5718,,,,,,2.2951,0.01855,10.1016/j.jct.2003.11.008
3ebfcd92b2db4e83a317ee292e8d053f,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4946,,CCCCCCCCCCCCCCC,Solvent,0.5054000000000001,,,,,,2.4525,0.01975,10.1016/j.jct.2003.11.008
9cd45d133ce04ca9afd1a764738143b4,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5472,,CCCCCCCCCCCCCCC,Solvent,0.4528,,,,,,2.5124,0.02025,10.1016/j.jct.2003.11.008
60f2df23a94d43fe8a44c32cbd06a875,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5908,,CCCCCCCCCCCCCCC,Solvent,0.4092,,,,,,2.5133,0.02025,10.1016/j.jct.2003.11.008
3d7f71a756cc44e684bba1e2003180cd,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6306,,CCCCCCCCCCCCCCC,Solvent,0.3693999999999999,,,,,,2.4865,0.02005,10.1016/j.jct.2003.11.008
bb9fba60f60c4db39cc48e154b2e4184,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6559,,CCCCCCCCCCCCCCC,Solvent,0.3440999999999999,,,,,,2.4452,0.0197,10.1016/j.jct.2003.11.008
3dbc11df8ad84552a4496627bee27d28,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6897,,CCCCCCCCCCCCCCC,Solvent,0.3103,,,,,,2.3741,0.01915,10.1016/j.jct.2003.11.008
ed4681f34fda4f56986658e4a1090a55,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7229,,CCCCCCCCCCCCCCC,Solvent,0.2771,,,,,,2.2757,0.0184,10.1016/j.jct.2003.11.008
e52809e62fcb449ca0823e5e00df7489,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7578,,CCCCCCCCCCCCCCC,Solvent,0.2421999999999999,,,,,,2.1736,0.0176,10.1016/j.jct.2003.11.008
b86846dec896436e9d14ae688e16a086,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7947,,CCCCCCCCCCCCCCC,Solvent,0.2053,,,,,,2.0248,0.01645,10.1016/j.jct.2003.11.008
5d2e40fbb48a4e62af6a7582a99eb964,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.8299,,CCCCCCCCCCCCCCC,Solvent,0.1701,,,,,,1.8314,0.01495,10.1016/j.jct.2003.11.008
a6dced08b78740718d5138539f733660,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.8675,,CCCCCCCCCCCCCCC,Solvent,0.1324999999999999,,,,,,1.6114,0.01325,10.1016/j.jct.2003.11.008
2726ed50638a4cfeaa200cfec17e3c3c,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.905,,CCCCCCCCCCCCCCC,Solvent,0.0949999999999999,,,,,,1.3228,0.01105,10.1016/j.jct.2003.11.008
3b18ce37980b441dbce4321eca816542,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.94,,CCCCCCCCCCCCCCC,Solvent,0.06,,,,,,0.9954,0.00855,10.1016/j.jct.2003.11.008
70646383734d4e52ab6c588015d6e600,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9723,,CCCCCCCCCCCCCCC,Solvent,0.0276999999999999,,,,,,0.6205,0.0057,10.1016/j.jct.2003.11.008
c65fe68a35324d3795d3c724b6620832,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.113,,CCCCCCCCCCCCCCCCC,Solvent,0.887,,,,,,0.7352,0.0065,10.1016/j.jct.2003.11.008
8ce4d833998e40abacd87821631ab95d,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.2193,,CCCCCCCCCCCCCCCCC,Solvent,0.7807,,,,,,1.3698,0.0114,10.1016/j.jct.2003.11.008
cb5afea2b97744edb082d63f4690fff1,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.3028,,CCCCCCCCCCCCCCCCC,Solvent,0.6972,,,,,,1.8158,0.01485,10.1016/j.jct.2003.11.008
39f4c7b36320417b997686c48c34e278,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.3894,,CCCCCCCCCCCCCCCCC,Solvent,0.6106,,,,,,2.178,0.01765,10.1016/j.jct.2003.11.008
9b3fb00173b54b53bcb2c788b5c971c8,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.4626,,CCCCCCCCCCCCCCCCC,Solvent,0.5374,,,,,,2.4113,0.01945,10.1016/j.jct.2003.11.008
367989c7078547bd9d3390969b5c795c,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5247,,CCCCCCCCCCCCCCCCC,Solvent,0.4752999999999999,,,,,,2.5369,0.02045,10.1016/j.jct.2003.11.008
4db93879a231407995dfe01d34186f44,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.5794,,CCCCCCCCCCCCCCCCC,Solvent,0.4206,,,,,,2.573,0.0207,10.1016/j.jct.2003.11.008
3ed1a232149448548f7309fb20861ae9,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6278,,CCCCCCCCCCCCCCCCC,Solvent,0.3722,,,,,,2.5408,0.02045,10.1016/j.jct.2003.11.008
12a2f83790d148abaad107352a1c0a00,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6655,,CCCCCCCCCCCCCCCCC,Solvent,0.3345,,,,,,2.4801,0.02,10.1016/j.jct.2003.11.008
dfdeeaee5ef7435e833df5e163dbbfae,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.6858,,CCCCCCCCCCCCCCCCC,Solvent,0.3142,,,,,,2.4334,0.01965,10.1016/j.jct.2003.11.008
b9c40d0ce23c423fb2cba39132152b02,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7195,,CCCCCCCCCCCCCCCCC,Solvent,0.2804999999999999,,,,,,2.3421,0.0189,10.1016/j.jct.2003.11.008
0f70b8b86f2e4da7a74b10ae95546116,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7539,,CCCCCCCCCCCCCCCCC,Solvent,0.2460999999999999,,,,,,2.2098,0.0179,10.1016/j.jct.2003.11.008
46ea1bc6a9e34ad8b52a4e296c5b6316,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.7883,,CCCCCCCCCCCCCCCCC,Solvent,0.2117,,,,,,2.0475,0.01665,10.1016/j.jct.2003.11.008
72a640e7d3a1487f809d0f374396ffda,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.8246,,CCCCCCCCCCCCCCCCC,Solvent,0.1754,,,,,,1.8573,0.01515,10.1016/j.jct.2003.11.008
35c185b06d7a4a39a37a20dea305fd70,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.861,,CCCCCCCCCCCCCCCCC,Solvent,0.139,,,,,,1.6651,0.0137,10.1016/j.jct.2003.11.008
c4a26042eee64a9c89433c841b46045c,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.8938,,CCCCCCCCCCCCCCCCC,Solvent,0.1061999999999999,,,,,,1.4465,0.012,10.1016/j.jct.2003.11.008
9301e47de0ce49f1993d75edf56504e4,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9264,,CCCCCCCCCCCCCCCCC,Solvent,0.0736,,,,,,1.2143,0.0102,10.1016/j.jct.2003.11.008
076b1883ef5b499a9b19575938e97691,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9502,,CCCCCCCCCCCCCCCCC,Solvent,0.0497999999999999,,,,,,0.9862,0.0085,10.1016/j.jct.2003.11.008
123b9f46fa5f49d280e2f7504110ccf3,318.15,101.3,Liquid,2,COC(C)=O,Solvent,0.9763,,CCCCCCCCCCCCCCCCC,Solvent,0.0237,,,,,,0.6063,0.00565,10.1016/j.jct.2003.11.008
93b202572a4b4abfb7c2e6abf654ef86,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.0803,,CCCCCCC,Solvent,0.9197,,,,,,0.4712,0.00445,10.1016/j.jct.2003.11.008
5b57e2dd01a340178fa8427593863bbe,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.1683,,CCCCCCC,Solvent,0.8317,,,,,,0.8381,0.0073,10.1016/j.jct.2003.11.008
b1e48342f3d14f7180416c19b33b002b,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.2488,,CCCCCCC,Solvent,0.7512,,,,,,1.1309,0.00955,10.1016/j.jct.2003.11.008
276075b958e54e32a62d418c9cfbcc6a,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.323,,CCCCCCC,Solvent,0.677,,,,,,1.3256,0.01105,10.1016/j.jct.2003.11.008
75acccf9b20e45489d5e608b1211a104,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.395,,CCCCCCC,Solvent,0.605,,,,,,1.4465,0.012,10.1016/j.jct.2003.11.008
ce9f47372c67437399221d52d3f98565,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.4614,,CCCCCCC,Solvent,0.5386,,,,,,1.5007,0.0124,10.1016/j.jct.2003.11.008
826e01b3bcc44188bbdaf396dc19f91d,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.5037,,CCCCCCC,Solvent,0.4962999999999999,,,,,,1.5121,0.0125,10.1016/j.jct.2003.11.008
af91c277f70c48318cb4b62893adb3b2,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.546,,CCCCCCC,Solvent,0.4539999999999999,,,,,,1.519,0.01255,10.1016/j.jct.2003.11.008
ad156ffc2dc04d48a6de8987fd5529c4,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.5784,,CCCCCCC,Solvent,0.4216,,,,,,1.4947,0.01235,10.1016/j.jct.2003.11.008
2f33073f66454adfa4bdc35c708e42e1,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.5813,,CCCCCCC,Solvent,0.4186999999999999,,,,,,1.492,0.01235,10.1016/j.jct.2003.11.008
6fe23b81b98f40f0a3562d81b009262f,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.6222,,CCCCCCC,Solvent,0.3778,,,,,,1.4277,0.01185,10.1016/j.jct.2003.11.008
98aca39d5d174c8b93e68f3ddc614a75,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.6647,,CCCCCCC,Solvent,0.3353,,,,,,1.348,0.0112,10.1016/j.jct.2003.11.008
0a976e9092f94e07838e84af6a9eba77,318.15,101.3,Liquid,2,CCOC(C)=O,Solvent,0.7146,,CCCCCCC,Solvent,0.2854,,,,,,1.2398,0.0104,10.1016/j.jct.2003.11.008
