Mixture,Temperature,Pressure,Count
O | COP(=O)([O-])OC.Cn1cc[n+](C)c1,323.15,101.325,29
O | COP(=O)([O-])OC.Cn1cc[n+](C)c1,318.15,101.325,29
O | COP(=O)([O-])OC.Cn1cc[n+](C)c1,313.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CCO,308.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CCO,303.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CCO,298.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CCO,323.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CCO,318.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CCO,313.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CO,308.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CO,303.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CO,298.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CO,323.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CO,318.15,101.325,29
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CO,313.15,101.325,29
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,308.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,303.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,298.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,283.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,333.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,328.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,323.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,318.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,313.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,338.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,293.15,101.0,128
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,288.15,101.0,128
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,308.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,303.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,298.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,283.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,333.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,328.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,323.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,318.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,313.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,338.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,293.15,101.0,129
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,288.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,308.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,303.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,298.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,283.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,333.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,328.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,323.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,318.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,313.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,338.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,293.15,101.0,129
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,288.15,101.0,129
c1ccncc1 | NCCO,298.15,101.0,166
c1ccncc1 | NCCO,288.15,101.0,166
c1ccncc1 | NCCO,353.15,101.0,166
CN(CCO)CCO | c1ccncc1,298.15,101.0,343
CN(CCO)CCO | c1ccncc1,288.15,101.0,343
CN(CCO)CCO | c1ccncc1,353.15,101.0,343
CCn1cc[n+](C)c1.F[B-](F)(F)F | OC1=NCCC1,293.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | OC1=NCCC1,308.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | OC1=NCCC1,303.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | OC1=NCCC1,298.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CN1CCCC1=O,293.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CN1CCCC1=O,308.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CN1CCCC1=O,303.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CN1CCCC1=O,298.15,101.0,90
CC(C)OC(C)C | CCO,303.15,101.0,30
CC(C)OC(C)C | CC(C)CC(C)(C)C,303.15,101.0,30
CCCOC(=O)CC | Cc1ccccc1,298.15,101.3,34
CCCOC(=O)CC | Cc1ccccc1,298.15,101.0,34
CCCCCC | Cc1ccccc1,298.15,101.0,33
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,338.15,100.0,223
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,308.15,100.0,223
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,303.15,100.0,223
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,298.15,100.0,223
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,343.15,100.0,223
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,333.15,100.0,223
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,328.15,100.0,223
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,323.15,100.0,223
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,318.15,100.0,223
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,313.15,100.0,223
CCCC[N+]1(C)CCCC1.N#C[N-]C#N | O,288.15,100.0,223
CCCCn1cc[n+](C)c1.N#C[N-]C#N | O,308.15,100.0,48
CCCCn1cc[n+](C)c1.N#C[N-]C#N | O,298.15,100.0,48
CCCCn1cc[n+](C)c1.N#C[N-]C#N | O,288.15,100.0,48
CCCCn1cc[n+](C)c1.N#C[N-]C#N | O,318.15,100.0,48
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | O,308.15,100.0,24
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | O,298.15,100.0,24
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | O,288.15,100.0,24
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | O,318.15,100.0,24
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,338.15,100.0,116
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,308.15,100.0,116
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,303.15,100.0,116
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,298.15,100.0,116
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,343.15,100.0,116
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,333.15,100.0,116
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,328.15,100.0,116
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,323.15,100.0,116
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,318.15,100.0,116
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N | O,313.15,100.0,116
CCn1cc[n+](C)c1.N#C[N-]C#N | O,308.15,100.0,118
CCn1cc[n+](C)c1.N#C[N-]C#N | O,303.15,100.0,118
CCn1cc[n+](C)c1.N#C[N-]C#N | O,298.15,100.0,118
CCn1cc[n+](C)c1.N#C[N-]C#N | O,318.15,100.0,118
CCn1cc[n+](C)c1.N#C[N-]C#N | O,313.15,100.0,118
CCn1cc[n+](C)c1.N#C[N-]C#N | O,293.15,100.0,118
CCn1cc[n+](C)c1.N#C[N-]C#N | O,288.15,100.0,118
OCC(F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,303.15,101.0,78
OCC(F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,101.0,78
OCC(F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,283.15,101.0,78
OCC(F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,333.15,101.0,78
OCC(F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,323.15,101.0,78
OCC(F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,313.15,101.0,78
OCC(F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,293.15,101.0,78
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,293.16,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,293.17,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,313.19,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,323.14,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,333.2,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,323.15,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,303.16,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,303.17,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,303.18,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,333.14,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,323.2,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,293.14,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,333.16,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,333.15,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,313.15,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,313.16,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,293.15,101.0,41
OCC(F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,323.12,101.0,41
CCn1cc[n+](C)c1.F[B-](F)(F)F | CC(C)=O,298.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CC(C)=O,308.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CC(C)=O,303.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CC(C)=O,293.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CS(C)=O,298.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CS(C)=O,308.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CS(C)=O,303.15,101.0,90
CCn1cc[n+](C)c1.F[B-](F)(F)F | CS(C)=O,293.15,101.0,90
C1CCOC1 | OCC(F)(F)F,298.15,101.3,62
C1CCOC1 | OCC(F)(F)F,313.15,101.3,62
C1CCOC1 | OCC(F)(F)F,283.15,101.3,62
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,328.15,101.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,283.15,20000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,328.15,40000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,283.15,25000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,298.15,20000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,283.15,30000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,313.15,20000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,298.15,25000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,283.15,35000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,313.15,25000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,298.15,30000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,283.15,101.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,283.15,40000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,328.15,20000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,313.15,30000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,298.15,35000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,328.15,25000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,313.15,35000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,298.15,101.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,298.15,40000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,313.15,101.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,313.15,40000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,328.15,30000.0,308
CCO | CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,328.15,35000.0,308
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | O,363.15,101.0,17
C1CCOCC1 | OCC(F)(F)F,298.15,101.3,60
C1CCOCC1 | OCC(F)(F)F,313.15,101.3,60
C1CCOCC1 | OCC(F)(F)F,283.15,101.3,60
CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N | O,308.15,100.0,59
CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N | O,298.15,100.0,59
CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N | O,288.15,100.0,59
CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N | O,318.15,100.0,59
CCCCO | CCC(C)=O,303.0,101.0,26
CCCCO | CCC(C)=O,303.15,101.0,26
ClC(Cl)Cl | COC(C)(C)C,303.0,101.0,30
ClC(Cl)Cl | COC(C)(C)C,293.15,101.0,30
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,303.15,101.0,115
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,353.15,101.0,115
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,343.15,101.0,115
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,373.15,101.0,115
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,333.15,101.0,115
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,363.15,101.0,115
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,323.15,101.0,115
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,313.15,101.0,115
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,293.15,101.0,115
CCCCCO | C=C(C)[C@H]1CC=C(C)CC1,303.0,101.0,115
